omega,theta
     -1.66268779,     -7.34414134
      1.04524488,      5.41645507
     -0.32995250,    -37.45681711
      1.32182160,    -16.29669657
     -0.86228060,     -5.51937567
      0.35472196,     17.57379419
     -0.30274470,     18.78986222
     -1.86524319,     43.39884204
      1.91099518,     38.50416252
      1.33872433,     24.70631582
      1.84330219,     24.12420032
     -1.25879111,     53.56399715
     -0.36947796,     72.56595567
     -2.12031588,     87.79937176
      0.57691498,     55.60503627
     -1.02543508,     33.19539428
      1.54483174,     26.05963117
     -0.47264415,    -13.44325866
     -1.65965807,    -61.22926371
     -0.03788128,    -42.82001564
     -0.81333615,    -23.41973511
     -0.65891928,    -43.52125069
     -1.86187590,    -58.12606943
      1.11895229,    -49.50819671
     -1.87908312,    -43.89689311
      2.51095953,     -0.76549272
     -0.01482975,    -22.77967528
      1.21626605,    -34.98190074
     -0.07776668,    -15.30267383
     -1.54895015,      2.12850502
      1.03725163,    -31.93332640
     -0.60674905,    -18.50411183
      2.70363844,      5.56211046
     -0.90473499,      5.52923128
      0.51821703,     36.35158302
     -1.05783614,     44.53893225
      0.53452308,     16.90342182
     -0.51441802,    -30.02898550
      0.36079288,    -43.26803701
      0.26529612,    -32.46319814
     -1.83759415,    -13.05375452
     -2.00384695,      6.42740152
     -1.48117234,     33.69296769
     -0.55456171,     -4.90766573
      0.53377681,    -10.14471827
     -1.43874990,    -37.94334631
      0.29780782,    -77.29737781
      0.43726836,    -64.50328213
     -0.20745698,    -45.42838206
     -0.40543155,    -54.80574983
      1.49377927,    -62.51353020
     -0.51895758,    -54.56308753
      0.40779159,    -99.11383506
     -1.65296466,   -114.75996703
     -1.03451888,   -125.46181911
     -0.33925978,    -93.46477002
      1.68990429,    -77.53152395
      1.38480396,    -55.14033182
      0.63241777,    -52.48175614
      0.46814921,    -32.32145676
     -0.50418029,    -24.15617149
      1.34469334,     35.90985707
      0.92708175,     18.09634519
      1.64509287,     15.62628716
     -0.54267287,    -22.15063870
     -1.88040613,    -19.96047469
     -0.26017527,    -25.76337715
      1.64880485,    -56.07914941
      0.61226113,    -46.58422147
      2.48991948,    -57.65736760
     -1.48772688,    -72.27780569
     -1.96068704,    -51.40459653
     -1.52786485,    -71.29263906
     -1.13906569,    -43.32648492
      1.07526035,    -57.22122241
      1.53852082,    -43.05522855
      1.38816023,     25.44356948
     -1.90877653,     43.03294584
     -1.79669885,     40.25478009
      1.57473531,     55.17626054
     -1.62129186,     44.50619096
      2.42132361,     23.76226417
     -1.55911560,    105.17414985
     -0.92696188,    151.47488640
     -0.20385344,    159.86626514
      0.89389559,    153.57794421
      1.91999888,    142.74968444
      0.19375483,    233.66470584
     -0.34804944,    219.36763445
     -0.36438253,    200.20544060
      0.59067698,    200.27362503
     -1.57958247,    175.86532700
      0.86132570,    185.13632581
      1.44293161,    226.36991658
     -2.17205221,    225.71400576
     -1.40856140,    229.39562210
      0.71509990,    223.38930182
     -0.79767581,    226.93244258
      1.62958616,    221.23329474
     -2.27635373,    264.48425810
     -0.83032630,    258.15598762
     -0.30445607,    267.35563262
      1.78605299,    234.62961923
      0.28668934,    263.94515268
     -1.66614937,    226.50361896
     -1.64063387,    194.24248523
     -1.36613115,    193.04370806
      1.95237032,    227.75014608
      2.39039201,    212.97095324
     -0.02235204,    209.97483356
      0.33319236,    236.56962967
     -0.29722224,    268.30057840
     -1.79737964,    278.52830794
      0.58610762,    284.48200967
      1.42115599,    271.57572946
      1.68570319,    258.92152869
      0.87150183,    199.92592501
     -0.50841909,    208.40405163
     -1.26587011,    216.96024830
      1.20631481,    194.37787478
      2.47698460,    225.46779254
     -1.22568580,    182.65388737
     -0.74634025,    211.63333037
     -0.25662828,    218.19492064
     -1.48314051,    263.01531667
     -1.25030908,    302.95224139
      1.10384832,    291.81413632
      0.03293208,    285.48192158
      1.03224172,    340.14829110
      0.74886732,    300.87615440
      1.25837797,    336.79944445
     -0.83948835,    333.05055991
      0.67429955,    347.59900659
      0.34097934,    327.66765803
     -0.62819146,    310.68934673
     -2.57610166,    333.92014353
      2.49302038,    338.96477424
      0.30811372,    346.95780040
      1.79555532,    347.51385142
     -0.51722495,    354.91971392
      0.01516679,    361.51187557
     -1.71717831,    382.30566353
     -0.49082051,    341.29651643
      0.34341988,    297.51731834
     -1.52195298,    270.17384588
     -0.48602490,    269.18486549
      0.59456200,    257.30986648
     -1.30131336,    222.13041907
      0.40046072,    182.53518584
     -0.76280495,    165.05543795
     -1.56875434,    137.92244295
      0.78607011,    188.27051315
     -1.52474762,    181.24927701
     -1.98510313,    193.86706608
      0.90563574,    203.25905730
      0.32372645,    221.27545645
      1.11659021,    247.09015326
     -1.12738678,    159.45133211
     -1.27429152,    154.95992135
     -1.69267200,    146.51973713
      2.54792272,    112.46138213
     -1.04546685,    124.90684900
      2.12292708,    143.45465772
     -1.63813880,    133.34917285
     -2.66310850,    131.91016315
     -1.27403091,    112.56717124
      0.30773856,    151.90703175
      0.85258502,    137.36179647
      0.71269769,    147.12608722
     -1.08947515,    140.90415035
      0.49647718,    155.81765750
     -2.71538063,    169.03565410
     -0.16983624,    216.06261912
     -0.26762239,    199.85869834
      0.54227083,    240.42437897
     -1.52609483,    173.85554266
     -1.14354329,    148.69985680
      0.62337598,    144.40694025
      0.52111469,     93.20814592
     -1.56700733,     63.15463147
      1.03394101,     55.97284634
     -1.86154954,     17.16925616
     -1.14640296,      0.27115721
     -1.32227443,    -18.83902775
      1.37162493,    -12.96089623
      1.67904447,      0.67654415
      2.35415365,    -13.99857634
     -1.50936983,    -27.49824255
     -0.29467591,    -44.27539282
     -1.12717897,    -55.77404345
      2.66478320,   -101.28253296
      2.09645657,   -100.34108151
     -1.63649880,   -129.78421612
     -1.95359605,   -145.32877476
     -1.44232958,   -159.01953438
      1.57932936,   -192.37697683
     -1.18894268,   -201.69054445
      1.09213244,   -201.16939030
     -1.32292248,   -210.50460999
      1.54652244,   -188.95143021
      0.36007468,   -171.50162691
      0.48674494,    -94.17194839
     -0.66463230,    -75.73610053
      1.73016949,    -84.48502834
     -1.36823554,   -109.20045885
     -2.28443619,   -136.60818153
     -1.52869012,   -152.94376525
     -0.60577029,   -139.18631285
      1.55414934,   -150.00072665
      2.06022636,   -134.17129327
     -1.56004242,   -129.83123803
     -0.51814992,   -179.11020379
     -1.43766136,   -151.41087647
     -0.42638534,   -160.91592014
     -1.06944626,   -176.71078312
     -2.64137681,   -181.77027628
     -1.77213380,   -202.94771116
      1.44072311,   -189.41918516
      0.52181254,   -155.39812745
      0.20757493,   -174.58158878
     -0.46581687,   -198.63170152
     -0.54454449,   -203.50558224
     -1.72080740,   -200.69547936
     -0.90761121,   -181.42843243
      2.14252692,   -126.55414622
     -0.29506868,   -139.37954779
     -0.00934662,   -126.73679822
      1.23570722,    -88.65887526
     -1.47580173,    -98.33226772
     -1.23127954,   -115.62498466
      0.36088282,   -154.28814178
      1.96667174,   -168.68794266
      2.40511728,   -170.45930311
      1.14626896,   -189.22862209
     -1.25401629,   -220.31582777
     -1.25754956,   -216.57198846
     -0.79962133,   -205.70865804
      1.93389839,   -203.08069670
      1.03911847,   -227.41332367
     -0.37207313,   -233.82144573
     -1.51448114,   -253.92674765
      2.59573147,   -239.60142195
      2.09898580,   -221.59654780
      0.39000220,   -187.11936220
     -2.25868641,   -213.85319425
     -1.45659599,   -210.23664191
     -0.12293391,   -191.03426159
      2.55775215,   -143.91880828
     -0.69453773,   -138.60182651
     -0.77210246,   -117.88492645
      1.29515305,   -112.64114929
     -1.46615757,   -134.34442201
     -0.21961191,   -145.59413104
      1.28194461,    -93.83239751
