      0.00000000,      1.00000000,      0.00000000,      5.20000000,      0.00000000
      0.00273973,      0.99970369,      0.01721421,      5.19998903,      0.00754754
      0.00547945,      0.99911102,      0.03442331,      5.19996709,      0.01509507
      0.00821918,      0.99822204,      0.05162220,      5.19993418,      0.02264257
      0.01095890,      0.99703687,      0.06880578,      5.19989031,      0.03019002
      0.01369863,      0.99555575,      0.08596893,      5.19983546,      0.03773740
      0.01643836,      0.99377898,      0.10310655,      5.19976964,      0.04528471
      0.01917808,      0.99170695,      0.12021353,      5.19969286,      0.05283192
      0.02191781,      0.98934015,      0.13728478,      5.19960510,      0.06037902
      0.02465753,      0.98667916,      0.15431520,      5.19950638,      0.06792599
      0.02739726,      0.98372464,      0.17129971,      5.19939669,      0.07547281
      0.03013699,      0.98047733,      0.18823324,      5.19927603,      0.08301948
      0.03287671,      0.97693809,      0.20511072,      5.19914440,      0.09056598
      0.03561644,      0.97310782,      0.22192709,      5.19900181,      0.09811228
      0.03835616,      0.96898756,      0.23867732,      5.19884824,      0.10565837
      0.04109589,      0.96457840,      0.25535639,      5.19868371,      0.11320425
      0.04383562,      0.95988154,      0.27195928,      5.19850821,      0.12074988
      0.04657534,      0.95489825,      0.28848102,      5.19832175,      0.12829526
      0.04931507,      0.94962989,      0.30491664,      5.19812432,      0.13584037
      0.05205479,      0.94407793,      0.32126118,      5.19791592,      0.14338519
      0.05479452,      0.93824390,      0.33750973,      5.19769656,      0.15092971
      0.05753425,      0.93212943,      0.35365740,      5.19746623,      0.15847391
      0.06027397,      0.92573622,      0.36969930,      5.19722493,      0.16601777
      0.06301370,      0.91906608,      0.38563061,      5.19697268,      0.17356129
      0.06575342,      0.91212089,      0.40144649,      5.19670945,      0.18110444
      0.06849315,      0.90490261,      0.41714218,      5.19643527,      0.18864721
      0.07123288,      0.89741330,      0.43271292,      5.19615012,      0.19618958
      0.07397260,      0.88965509,      0.44815399,      5.19585401,      0.20373153
      0.07671233,      0.88163020,      0.46346072,      5.19554694,      0.21127306
      0.07945205,      0.87334094,      0.47862847,      5.19522891,      0.21881414
      0.08219178,      0.86478969,      0.49365261,      5.19489992,      0.22635476
      0.08493151,      0.85597890,      0.50852861,      5.19455997,      0.23389490
      0.08767123,      0.84691113,      0.52325192,      5.19420905,      0.24143455
      0.09041096,      0.83758901,      0.53781807,      5.19384718,      0.24897369
      0.09315068,      0.82801524,      0.55222262,      5.19347436,      0.25651230
      0.09589041,      0.81819260,      0.56646119,      5.19309057,      0.26405037
      0.09863014,      0.80812395,      0.58052943,      5.19269583,      0.27158789
      0.10136986,      0.79781224,      0.59442305,      5.19229014,      0.27912483
      0.10410959,      0.78726049,      0.60813781,      5.19187349,      0.28666118
      0.10684932,      0.77647177,      0.62166951,      5.19144589,      0.29419693
      0.10958904,      0.76544927,      0.63501402,      5.19100733,      0.30173206
      0.11232877,      0.75419621,      0.64816725,      5.19055782,      0.30926655
      0.11506849,      0.74271592,      0.66112517,      5.19009736,      0.31680039
      0.11780822,      0.73101177,      0.67388382,      5.18962595,      0.32433356
      0.12054795,      0.71908723,      0.68643928,      5.18914360,      0.33186604
      0.12328767,      0.70694581,      0.69878770,      5.18865029,      0.33939783
      0.12602740,      0.69459112,      0.71092529,      5.18814604,      0.34692890
      0.12876712,      0.68202681,      0.72284832,      5.18763084,      0.35445924
      0.13150685,      0.66925661,      0.73455313,      5.18710469,      0.36198883
      0.13424658,      0.65628432,      0.74603611,      5.18656761,      0.36951765
      0.13698630,      0.64311380,      0.75729373,      5.18601957,      0.37704570
      0.13972603,      0.62974896,      0.76832252,      5.18546060,      0.38457295
      0.14246575,      0.61619380,      0.77911909,      5.18489069,      0.39209939
      0.14520548,      0.60245236,      0.78968010,      5.18430984,      0.39962500
      0.14794521,      0.58852875,      0.80000231,      5.18371805,      0.40714977
      0.15068493,      0.57442712,      0.81008252,      5.18311532,      0.41467368
      0.15342466,      0.56015170,      0.81991762,      5.18250165,      0.42219672
      0.15616438,      0.54570676,      0.82950457,      5.18187706,      0.42971886
      0.15890411,      0.53109665,      0.83884042,      5.18124152,      0.43724010
      0.16164384,      0.51632573,      0.84792227,      5.18059506,      0.44476041
      0.16438356,      0.50139845,      0.85674731,      5.17993767,      0.45227979
      0.16712329,      0.48631929,      0.86531282,      5.17926934,      0.45979821
      0.16986301,      0.47109279,      0.87361614,      5.17859009,      0.46731567
      0.17260274,      0.45572354,      0.88165470,      5.17789991,      0.47483213
      0.17534247,      0.44021615,      0.88942600,      5.17719881,      0.48234760
      0.17808219,      0.42457531,      0.89692765,      5.17648679,      0.48986204
      0.18082192,      0.40880574,      0.90415731,      5.17576384,      0.49737546
      0.18356164,      0.39291218,      0.91111273,      5.17502997,      0.50488782
      0.18630137,      0.37689945,      0.91779177,      5.17428518,      0.51239912
      0.18904110,      0.36077238,      0.92419235,      5.17352947,      0.51990934
      0.19178082,      0.34453585,      0.93031248,      5.17276285,      0.52741846
      0.19452055,      0.32819476,      0.93615026,      5.17198531,      0.53492646
      0.19726027,      0.31175405,      0.94170387,      5.17119686,      0.54243334
      0.20000000,      0.29521872,      0.94697159,      5.17039750,      0.54993908
      0.20273973,      0.27859376,      0.95195179,      5.16958723,      0.55744365
      0.20547945,      0.26188422,      0.95664291,      5.16876605,      0.56494705
      0.20821918,      0.24509515,      0.96104349,      5.16793397,      0.57244925
      0.21095890,      0.22823165,      0.96515217,      5.16709098,      0.57995025
      0.21369863,      0.21129883,      0.96896767,      5.16623708,      0.58745003
      0.21643836,      0.19430183,      0.97248880,      5.16537229,      0.59494856
      0.21917808,      0.17724581,      0.97571446,      5.16449660,      0.60244584
      0.22191781,      0.16013594,      0.97864365,      5.16361001,      0.60994185
      0.22465753,      0.14297742,      0.98127546,      5.16271252,      0.61743657
      0.22739726,      0.12577547,      0.98360908,      5.16180414,      0.62492998
      0.23013699,      0.10853530,      0.98564376,      5.16088487,      0.63242208
      0.23287671,      0.09126216,      0.98737889,      5.15995471,      0.63991285
      0.23561644,      0.07396129,      0.98881391,      5.15901366,      0.64740226
      0.23835616,      0.05663795,      0.98994839,      5.15806172,      0.65489031
      0.24109589,      0.03929741,      0.99078197,      5.15709890,      0.66237698
      0.24383562,      0.02194494,      0.99131440,      5.15612520,      0.66986225
      0.24657534,      0.00458580,      0.99154549,      5.15514061,      0.67734610
      0.24931507,     -0.01277472,      0.99147520,      5.15414515,      0.68482853
      0.25205479,     -0.03013135,      0.99110353,      5.15313881,      0.69230951
      0.25479452,     -0.04747880,      0.99043061,      5.15212160,      0.69978903
      0.25753425,     -0.06481182,      0.98945664,      5.15109352,      0.70726707
      0.26027397,     -0.08212513,      0.98818193,      5.15005457,      0.71474362
      0.26301370,     -0.09941346,      0.98660688,      5.14900474,      0.72221866
      0.26575342,     -0.11667157,      0.98473197,      5.14794406,      0.72969218
      0.26849315,     -0.13389421,      0.98255780,      5.14687251,      0.73716416
      0.27123288,     -0.15107616,      0.98008505,      5.14579010,      0.74463458
      0.27397260,     -0.16821219,      0.97731447,      5.14469683,      0.75210344
      0.27671233,     -0.18529709,      0.97424695,      5.14359270,      0.75957070
      0.27945205,     -0.20232569,      0.97088342,      5.14247772,      0.76703636
      0.28219178,     -0.21929282,      0.96722495,      5.14135189,      0.77450040
      0.28493151,     -0.23619332,      0.96327267,      5.14021521,      0.78196281
      0.28767123,     -0.25302207,      0.95902781,      5.13906768,      0.78942357
      0.29041096,     -0.26977397,      0.95449169,      5.13790930,      0.79688266
      0.29315068,     -0.28644394,      0.94966573,      5.13674008,      0.80434008
      0.29589041,     -0.30302693,      0.94455142,      5.13556003,      0.81179579
      0.29863014,     -0.31951791,      0.93915037,      5.13436913,      0.81924979
      0.30136986,     -0.33591190,      0.93346424,      5.13316740,      0.82670206
      0.30410959,     -0.35220393,      0.92749481,      5.13195484,      0.83415259
      0.30684932,     -0.36838907,      0.92124393,      5.13073145,      0.84160135
      0.30958904,     -0.38446244,      0.91471355,      5.12949723,      0.84904834
      0.31232877,     -0.40041917,      0.90790569,      5.12825218,      0.85649354
      0.31506849,     -0.41625445,      0.90082246,      5.12699631,      0.86393693
      0.31780822,     -0.43196349,      0.89346607,      5.12572963,      0.87137850
      0.32054795,     -0.44754156,      0.88583880,      5.12445212,      0.87881823
      0.32328767,     -0.46298396,      0.87794301,      5.12316380,      0.88625610
      0.32602740,     -0.47828604,      0.86978115,      5.12186467,      0.89369211
      0.32876712,     -0.49344319,      0.86135575,      5.12055473,      0.90112623
      0.33150685,     -0.50845085,      0.85266942,      5.11923398,      0.90855844
      0.33424658,     -0.52330452,      0.84372485,      5.11790243,      0.91598874
      0.33698630,     -0.53799972,      0.83452481,      5.11656008,      0.92341711
      0.33972603,     -0.55253206,      0.82507214,      5.11520693,      0.93084352
      0.34246575,     -0.56689716,      0.81536976,      5.11384298,      0.93826798
      0.34520548,     -0.58109072,      0.80542068,      5.11246824,      0.94569045
      0.34794521,     -0.59510850,      0.79522797,      5.11108271,      0.95311092
      0.35068493,     -0.60894631,      0.78479476,      5.10968640,      0.96052939
      0.35342466,     -0.62260000,      0.77412429,      5.10827930,      0.96794583
      0.35616438,     -0.63606550,      0.76321984,      5.10686142,      0.97536022
      0.35890411,     -0.64933880,      0.75208478,      5.10543276,      0.98277256
      0.36164384,     -0.66241594,      0.74072252,      5.10399333,      0.99018282
      0.36438356,     -0.67529303,      0.72913658,      5.10254313,      0.99759099
      0.36712329,     -0.68796624,      0.71733051,      5.10108215,      1.00499706
      0.36986301,     -0.70043181,      0.70530795,      5.09961041,      1.01240100
      0.37260274,     -0.71268603,      0.69307258,      5.09812791,      1.01980281
      0.37534247,     -0.72472529,      0.68062817,      5.09663465,      1.02720247
      0.37808219,     -0.73654602,      0.66797854,      5.09513063,      1.03459996
      0.38082192,     -0.74814473,      0.65512756,      5.09361585,      1.04199526
      0.38356164,     -0.75951800,      0.64207917,      5.09209033,      1.04938837
      0.38630137,     -0.77066246,      0.62883737,      5.09055406,      1.05677926
      0.38904110,     -0.78157486,      0.61540622,      5.08900704,      1.06416792
      0.39178082,     -0.79225198,      0.60178982,      5.08744929,      1.07155433
      0.39452055,     -0.80269069,      0.58799233,      5.08588079,      1.07893849
      0.39726027,     -0.81288794,      0.57401796,      5.08430156,      1.08632036
      0.40000000,     -0.82284074,      0.55987100,      5.08271160,      1.09369994
      0.40273973,     -0.83254619,      0.54555573,      5.08111092,      1.10107722
      0.40547945,     -0.84200147,      0.53107654,      5.07949950,      1.10845217
      0.40821918,     -0.85120383,      0.51643784,      5.07787737,      1.11582478
      0.41095890,     -0.86015061,      0.50164406,      5.07624452,      1.12319503
