temp,omega1,theta1,omega2,theta2,theta2-theta1
   26.680000,    0.731262,   -0.921452,    0.732030,   -0.923932,   -0.002480
   26.719999,    0.779998,   -0.890252,    0.780825,   -0.892699,   -0.002447
   26.760000,    0.828098,   -0.857128,    0.828985,   -0.859540,   -0.002412
   26.799999,    0.875465,   -0.822110,    0.876413,   -0.824483,   -0.002374
   26.840000,    0.922000,   -0.785230,    0.923011,   -0.787563,   -0.002333
   26.879999,    0.967598,   -0.746526,    0.968673,   -0.748816,   -0.002290
   26.920000,    1.012153,   -0.706039,    1.013293,   -0.708284,   -0.002245
   26.959999,    1.055553,   -0.663817,    1.056759,   -0.666014,   -0.002197
   27.000000,    1.097687,   -0.619910,    1.098960,   -0.622056,   -0.002146
   27.039999,    1.138441,   -0.574372,    1.139781,   -0.576465,   -0.002092
   27.080000,    1.177700,   -0.527264,    1.179107,   -0.529300,   -0.002036
   27.119999,    1.215349,   -0.478650,    1.216824,   -0.480627,   -0.001977
   27.160000,    1.251278,   -0.428599,    1.252819,   -0.430514,   -0.001915
   27.199999,    1.285374,   -0.377184,    1.286982,   -0.379035,   -0.001851
   27.240000,    1.317531,   -0.324483,    1.319205,   -0.326267,   -0.001784
   27.279999,    1.347648,   -0.270577,    1.349386,   -0.272291,   -0.001714
   27.320000,    1.375628,   -0.215552,    1.377429,   -0.217194,   -0.001642
   27.359999,    1.401384,   -0.159496,    1.403245,   -0.161064,   -0.001568
   27.400000,    1.424835,   -0.102503,    1.426754,   -0.103994,   -0.001491
   27.439999,    1.445910,   -0.044666,    1.447885,   -0.046079,   -0.001412
   27.480000,    1.464550,    0.013916,    1.466578,    0.012584,   -0.001331
   27.519999,    1.480706,    0.073144,    1.482783,    0.071896,   -0.001248
   27.559999,    1.494341,    0.132917,    1.496463,    0.131754,   -0.001163
   27.599998,    1.505431,    0.193135,    1.507595,    0.192058,   -0.001077
   27.639999,    1.513966,    0.253694,    1.516168,    0.252704,   -0.000989
   27.680000,    1.519947,    0.314491,    1.522184,    0.313591,   -0.000900
   27.719999,    1.523392,    0.375427,    1.525658,    0.374618,   -0.000809
   27.760000,    1.524327,    0.436400,    1.526619,    0.435682,   -0.000718
   27.799999,    1.522795,    0.497312,    1.525108,    0.496686,   -0.000625
   27.840000,    1.518849,    0.558065,    1.521180,    0.557534,   -0.000532
   27.879999,    1.512554,    0.618567,    1.514898,    0.618130,   -0.000438
   27.920000,    1.503984,    0.678727,    1.506338,    0.678383,   -0.000343
   27.959999,    1.493224,    0.738456,    1.495583,    0.738207,   -0.000249
   28.000000,    1.480366,    0.797670,    1.482728,    0.797516,   -0.000154
   28.039999,    1.465509,    0.856291,    1.467871,    0.856231,   -0.000060
   28.080000,    1.448758,    0.914241,    1.451117,    0.914275,    0.000034
   28.119999,    1.430223,    0.971450,    1.432576,    0.971578,    0.000128
   28.160000,    1.410015,    1.027851,    1.412360,    1.028072,    0.000221
   28.199999,    1.388249,    1.083381,    1.390585,    1.083696,    0.000315
   28.240000,    1.365039,    1.137983,    1.367364,    1.138391,    0.000408
   28.279999,    1.340498,    1.191603,    1.342813,    1.192103,    0.000500
   28.320000,    1.314741,    1.244192,    1.317043,    1.244785,    0.000593
   28.359999,    1.287876,    1.295707,    1.290166,    1.296391,    0.000684
   28.400000,    1.260009,    1.346107,    1.262287,    1.346883,    0.000775
   28.439999,    1.231243,    1.395357,    1.233509,    1.396223,    0.000866
   28.480000,    1.201674,    1.443424,    1.203931,    1.444380,    0.000956
   28.519999,    1.171397,    1.490280,    1.173643,    1.491326,    0.001046
   28.559999,    1.140495,    1.535900,    1.142734,    1.537035,    0.001135
   28.599998,    1.109051,    1.580262,    1.111284,    1.581486,    0.001224
   28.639999,    1.077137,    1.623348,    1.079366,    1.624661,    0.001313
   28.680000,    1.044821,    1.665141,    1.047049,    1.666543,    0.001402
   28.719999,    1.012165,    1.705627,    1.014394,    1.707119,    0.001492
   28.760000,    0.979224,    1.744796,    0.981456,    1.746377,    0.001581
   28.799999,    0.946046,    1.782638,    0.948284,    1.784308,    0.001670
   28.840000,    0.912673,    1.819145,    0.914921,    1.820905,    0.001760
   28.879999,    0.879142,    1.854311,    0.881403,    1.856161,    0.001850
   28.920000,    0.845483,    1.888130,    0.847760,    1.890071,    0.001941
   28.959999,    0.811722,    1.920599,    0.814018,    1.922632,    0.002033
   29.000000,    0.777877,    1.951714,    0.780198,    1.953840,    0.002126
   29.039999,    0.743965,    1.981472,    0.746312,    1.983693,    0.002220
   29.080000,    0.709995,    2.009872,    0.712373,    2.012187,    0.002315
   29.119999,    0.675972,    2.036911,    0.678385,    2.039323,    0.002411
   29.160000,    0.641899,    2.062587,    0.644350,    2.065097,    0.002510
   29.199999,    0.607772,    2.086898,    0.610267,    2.089508,    0.002609
   29.240000,    0.573587,    2.109842,    0.576128,    2.112553,    0.002711
   29.279999,    0.539334,    2.131415,    0.541926,    2.134230,    0.002814
   29.320000,    0.505001,    2.151616,    0.507648,    2.154536,    0.002920
   29.359999,    0.470574,    2.170439,    0.473279,    2.173467,    0.003028
   29.400000,    0.436034,    2.187880,    0.438803,    2.191019,    0.003139
   29.439999,    0.401363,    2.203935,    0.404199,    2.207187,    0.003253
   29.480000,    0.366539,    2.218596,    0.369446,    2.221965,    0.003369
   29.519999,    0.331538,    2.231857,    0.334520,    2.235346,    0.003489
   29.559999,    0.296335,    2.243711,    0.299398,    2.247322,    0.003611
   29.599998,    0.260904,    2.254147,    0.264051,    2.257884,    0.003737
   29.639999,    0.225217,    2.263155,    0.228452,    2.267022,    0.003866
   29.679998,    0.189245,    2.270725,    0.192573,    2.274724,    0.003999
   29.719999,    0.152959,    2.276844,    0.156383,    2.280980,    0.004136
   29.760000,    0.116327,    2.281497,    0.119852,    2.285774,    0.004277
   29.799999,    0.079319,    2.284669,    0.082949,    2.289092,    0.004422
   29.840000,    0.041903,    2.286345,    0.045642,    2.290917,    0.004572
   29.879999,    0.004047,    2.286507,    0.007899,    2.291233,    0.004726
   29.920000,   -0.034280,    2.285136,   -0.030312,    2.290021,    0.004884
   29.959999,   -0.073111,    2.282212,   -0.069023,    2.287260,    0.005048
   30.000000,   -0.112478,    2.277713,   -0.108265,    2.282929,    0.005217
   30.039999,   -0.152411,    2.271616,   -0.148071,    2.277007,    0.005390
   30.080000,   -0.192942,    2.263899,   -0.188471,    2.269468,    0.005569
   30.119999,   -0.234100,    2.254535,   -0.229495,    2.260288,    0.005754
   30.160000,   -0.275914,    2.243498,   -0.271173,    2.249441,    0.005943
   30.199999,   -0.318412,    2.230762,   -0.313532,    2.236900,    0.006138
   30.240000,   -0.361620,    2.216297,   -0.356598,    2.222636,    0.006339
   30.279999,   -0.405562,    2.200075,   -0.400397,    2.206620,    0.006545
   30.320000,   -0.450259,    2.182065,   -0.444950,    2.188822,    0.006757
   30.359999,   -0.495731,    2.162235,   -0.490277,    2.169211,    0.006976
   30.400000,   -0.541995,    2.140555,   -0.536394,    2.147755,    0.007200
   30.439999,   -0.589062,    2.116993,   -0.583317,    2.124423,    0.007430
   30.480000,   -0.636941,    2.091515,   -0.631052,    2.099180,    0.007665
   30.519999,   -0.685638,    2.064090,   -0.679607,    2.071996,    0.007906
   30.559999,   -0.735150,    2.034684,   -0.728980,    2.042837,    0.008153
   30.599998,   -0.785471,    2.003265,   -0.779167,    2.011670,    0.008405
   30.639999,   -0.836588,    1.969801,   -0.830154,    1.978464,    0.008663
   30.679998,   -0.888481,    1.934262,   -0.881924,    1.943187,    0.008925
   30.719999,   -0.941121,    1.896617,   -0.934448,    1.905809,    0.009192
   30.760000,   -0.994471,    1.856839,   -0.987693,    1.866302,    0.009463
   30.799999,   -1.048485,    1.814899,   -1.041612,    1.824637,    0.009737
   30.840000,   -1.103106,    1.770775,   -1.096151,    1.780791,    0.010015
   30.879999,   -1.158266,    1.724445,   -1.151242,    1.734741,    0.010296
   30.920000,   -1.213884,    1.675889,   -1.206810,    1.686469,    0.010579
   30.959999,   -1.269868,    1.625095,   -1.262761,    1.635958,    0.010863
   31.000000,   -1.326112,    1.572051,   -1.318993,    1.583199,    0.011148
   31.039999,   -1.382494,    1.516751,   -1.375386,    1.528183,    0.011432
   31.080000,   -1.438881,    1.459196,   -1.431810,    1.470911,    0.011715
   31.119999,   -1.495123,    1.399391,   -1.488115,    1.411386,    0.011995
   31.160000,   -1.551056,    1.337348,   -1.544141,    1.349620,    0.012272
   31.199999,   -1.606501,    1.273088,   -1.599712,    1.285632,    0.012543
   31.240000,   -1.661267,    1.206638,   -1.654635,    1.219446,    0.012808
   31.279999,   -1.715148,    1.138032,   -1.708708,    1.151098,    0.013066
   31.320000,   -1.767926,    1.067315,   -1.761716,    1.080629,    0.013314
   31.359999,   -1.819375,    0.994540,   -1.813430,    1.008092,    0.013552
   31.400000,   -1.869259,    0.919770,   -1.863619,    0.933547,    0.013777
   31.439999,   -1.917337,    0.843076,   -1.912039,    0.857066,    0.013989
   31.480000,   -1.963367,    0.764542,   -1.958449,    0.778728,    0.014186
   31.519999,   -2.007106,    0.684258,   -2.002604,    0.698623,    0.014366
   31.559999,   -2.048314,    0.602325,   -2.044265,    0.616853,    0.014528
   31.599998,   -2.086763,    0.518855,   -2.083198,    0.533525,    0.014670
   31.639999,   -2.122235,    0.433965,   -2.119184,    0.448758,    0.014792
   31.679998,   -2.154528,    0.347784,   -2.152018,    0.362677,    0.014893
   31.719999,   -2.183460,    0.260446,   -2.181514,    0.275416,    0.014971
   31.760000,   -2.208876,    0.172091,   -2.207511,    0.187116,    0.015026
   31.799999,   -2.230646,    0.082865,   -2.229875,    0.097921,    0.015057
   31.840000,   -2.248671,   -0.007082,   -2.248502,    0.007981,    0.015063
   31.879999,   -2.262887,   -0.097598,   -2.263321,   -0.082551,    0.015046
   31.920000,   -2.273265,   -0.188528,   -2.274297,   -0.173523,    0.015005
   31.959999,   -2.279809,   -0.279720,   -2.281429,   -0.264781,    0.014940
   32.000000,   -2.282564,   -0.371023,   -2.284756,   -0.356171,    0.014852
   32.040001,   -2.281608,   -0.462287,   -2.284351,   -0.447545,    0.014742
   32.079998,   -2.277054,   -0.553369,   -2.280321,   -0.538757,    0.014612
   32.119999,   -2.269047,   -0.644131,   -2.272808,   -0.629670,    0.014462
   32.160000,   -2.257765,   -0.734442,   -2.261983,   -0.720149,    0.014293
   32.200001,   -2.243408,   -0.824178,   -2.248045,   -0.810071,    0.014107
   32.239998,   -2.226202,   -0.913226,   -2.231216,   -0.899320,    0.013906
   32.279999,   -2.206391,   -1.001482,   -2.211737,   -0.987789,    0.013692
   32.320000,   -2.184232,   -1.088851,   -2.189867,   -1.075384,    0.013467
   32.360001,   -2.159996,   -1.175251,   -2.165872,   -1.162019,    0.013232
   32.399998,   -2.133957,   -1.260609,   -2.140029,   -1.247620,    0.012989
   32.439999,   -2.106394,   -1.344865,   -2.112615,   -1.332125,    0.012740
   32.480000,   -2.077583,   -1.427968,   -2.083909,   -1.415481,    0.012487
   32.520000,   -2.047797,   -1.509880,   -2.054184,   -1.497648,    0.012232
   32.559998,   -2.017302,   -1.590572,   -2.023709,   -1.578597,    0.011976
   32.599998,   -1.986353,   -1.670026,   -1.992741,   -1.658306,    0.011720
   32.639999,   -1.955196,   -1.748234,   -1.961527,   -1.736767,    0.011467
   32.680000,   -1.924061,   -1.825197,   -1.930301,   -1.813980,    0.011217
   32.719997,   -1.893165,   -1.900923,   -1.899283,   -1.889951,    0.010972
   32.759998,   -1.862712,   -1.975432,   -1.868677,   -1.964698,    0.010734
   32.799999,   -1.832886,   -2.048748,   -1.838673,   -2.038246,    0.010502
   32.840000,   -1.803861,   -2.120902,   -1.809445,   -2.110624,    0.010278
   32.880001,   -1.775791,   -2.191933,   -1.781150,   -2.181870,    0.010063
   32.919998,   -1.748818,   -2.261886,   -1.753933,   -2.252027,    0.009859
   32.959999,   -1.723066,   -2.330809,   -1.727922,   -2.321144,    0.009665
   33.000000,   -1.698650,   -2.398756,   -1.703231,   -2.389273,    0.009482
   33.040001,   -1.675666,   -2.465783,   -1.679960,   -2.456472,    0.009311
   33.079998,   -1.654203,   -2.531950,   -1.658199,   -2.522800,    0.009151
   33.119999,   -1.634335,   -2.597324,   -1.638024,   -2.588321,    0.009003
   33.160000,   -1.616126,   -2.661969,   -1.619500,   -2.653101,    0.008867
   33.200001,   -1.599631,   -2.725954,   -1.602684,   -2.717208,    0.008745
   33.239998,   -1.584894,   -2.789349,   -1.587621,   -2.780714,    0.008636
   33.279999,   -1.571951,   -2.852227,   -1.574349,   -2.843688,    0.008539
   33.320000,   -1.560831,   -2.914660,   -1.562898,   -2.906204,    0.008456
   33.360001,   -1.551555,   -2.976722,   -1.553288,   -2.968336,    0.008387
   33.399998,   -1.544137,   -3.038488,   -1.545536,   -3.030157,    0.008331
   33.439999,   -1.538584,   -3.100031,   -1.539650,   -3.091743,    0.008288
   33.480000,   -1.534900,   -3.161427,   -1.535631,   -3.153168,    0.008259
   33.520000,   -1.533078,   -3.222750,   -1.533478,   -3.214508,    0.008243
   33.559998,   -1.533109,   -3.284074,   -1.533180,   -3.275835,    0.008240
   33.599998,   -1.534978,   -3.345474,   -1.534722,   -3.337224,    0.008250
   33.639999,   -1.538663,   -3.407020,   -1.538084,   -3.398747,    0.008273
   33.680000,   -1.544136,   -3.468786,   -1.543239,   -3.460476,    0.008309
   33.719997,   -1.551365,   -3.530840,   -1.550154,   -3.522482,    0.008358
   33.759998,   -1.560310,   -3.593253,   -1.558792,   -3.584834,    0.008419
   33.799999,   -1.570925,   -3.656089,   -1.569106,   -3.647598,    0.008492
   33.840000,   -1.583156,   -3.719415,   -1.581044,   -3.710840,    0.008575
   33.880001,   -1.596942,   -3.783293,   -1.594547,   -3.774621,    0.008672
   33.919998,   -1.612216,   -3.847782,   -1.609547,   -3.839003,    0.008779
   33.959999,   -1.628901,   -3.912938,   -1.625968,   -3.904042,    0.008896
   34.000000,   -1.646909,   -3.978814,   -1.643726,   -3.969791,    0.009023
   34.040001,   -1.666145,   -4.045459,   -1.662726,   -4.036300,    0.009159
   34.079998,   -1.686504,   -4.112919,   -1.682864,   -4.103614,    0.009305
   34.119999,   -1.707869,   -4.181234,   -1.704025,   -4.171775,    0.009459
   34.160000,   -1.730112,   -4.250438,   -1.726082,   -4.240819,    0.009620
   34.200001,   -1.753095,   -4.320562,   -1.748900,   -4.310774,    0.009788
   34.239998,   -1.776668,   -4.391629,   -1.772330,   -4.381668,    0.009961
   34.279999,   -1.800667,   -4.463655,   -1.796211,   -4.453516,    0.010139
   34.320000,   -1.824920,   -4.536652,   -1.820371,   -4.526331,    0.010321
   34.360001,   -1.849242,   -4.610622,   -1.844627,   -4.600116,    0.010506
   34.399998,   -1.873437,   -4.685560,   -1.868786,   -4.674868,    0.010692
   34.439999,   -1.897299,   -4.761451,   -1.892644,   -4.750574,    0.010878
   34.480000,   -1.920614,   -4.838275,   -1.915987,   -4.827213,    0.011063
   34.520000,   -1.943159,   -4.916002,   -1.938595,   -4.904757,    0.011245
   34.559998,   -1.964708,   -4.994590,   -1.960242,   -4.983166,    0.011424
   34.599998,   -1.985028,   -5.073991,   -1.980695,   -5.062394,    0.011598
   34.639999,   -2.003886,   -5.154147,   -1.999723,   -5.142382,    0.011765
   34.680000,   -2.021049,   -5.234989,   -2.017093,   -5.223066,    0.011923
   34.719997,   -2.036288,   -5.316440,   -2.032576,   -5.304368,    0.012072
   34.759998,   -2.049381,   -5.398415,   -2.045948,   -5.386206,    0.012209
   34.799999,   -2.060114,   -5.480819,   -2.056995,   -5.468486,    0.012333
   34.840000,   -2.068287,   -5.563550,   -2.065515,   -5.551107,    0.012444
   34.880001,   -2.073715,   -5.646499,   -2.071321,   -5.633960,    0.012539
   34.919998,   -2.076231,   -5.729548,   -2.074244,   -5.716930,    0.012618
   34.959999,   -2.075690,   -5.812576,   -2.074134,   -5.799895,    0.012681
   35.000000,   -2.071969,   -5.895455,   -2.070867,   -5.882729,    0.012726
   35.040001,   -2.064971,   -5.978054,   -2.064340,   -5.965303,    0.012751
   35.079998,   -2.054625,   -6.060238,   -2.054481,   -6.047482,    0.012756
   35.119999,   -2.040889,   -6.141874,   -2.041242,   -6.129132,    0.012742
   35.160000,   -2.023747,   -6.222824,   -2.024604,   -6.210116,    0.012708
   35.200001,   -2.003215,   -6.302952,   -2.004577,   -6.290299,    0.012653
   35.239998,   -1.979332,   -6.382125,   -1.981198,   -6.369546,    0.012579
   35.279999,   -1.952166,   -6.460212,   -1.954529,   -6.447728,    0.012485
   35.320000,   -1.921808,   -6.537084,   -1.924658,   -6.524714,    0.012370
   35.360001,   -1.888371,   -6.612619,   -1.891695,   -6.600381,    0.012238
   35.399998,   -1.851990,   -6.686698,   -1.855772,   -6.674613,    0.012086
   35.439999,   -1.812815,   -6.759211,   -1.817035,   -6.747294,    0.011917
   35.480000,   -1.771012,   -6.830052,   -1.775649,   -6.818320,    0.011732
   35.520000,   -1.726757,   -6.899122,   -1.731786,   -6.887591,    0.011531
   35.559998,   -1.680235,   -6.966331,   -1.685632,   -6.955017,    0.011314
   35.599998,   -1.631636,   -7.031597,   -1.637375,   -7.020512,    0.011085
   35.639999,   -1.581154,   -7.094842,   -1.587208,   -7.084000,    0.010842
   35.680000,   -1.528981,   -7.156002,   -1.535324,   -7.145413,    0.010589
   35.719997,   -1.475310,   -7.215014,   -1.481914,   -7.204690,    0.010324
   35.759998,   -1.420325,   -7.271827,   -1.427164,   -7.261776,    0.010051
   35.799999,   -1.364209,   -7.326396,   -1.371257,   -7.316627,    0.009768
   35.840000,   -1.307133,   -7.378681,   -1.314366,   -7.369201,    0.009480
   35.880001,   -1.249264,   -7.428651,   -1.256656,   -7.419467,    0.009184
   35.919998,   -1.190754,   -7.476282,   -1.198285,   -7.467399,    0.008883
   35.959999,   -1.131748,   -7.521552,   -1.139397,   -7.512975,    0.008576
   36.000000,   -1.072380,   -7.564447,   -1.080127,   -7.556180,    0.008266
   36.040001,   -1.012773,   -7.604958,   -1.020600,   -7.597004,    0.007954
   36.079998,   -0.953038,   -7.643079,   -0.960928,   -7.635441,    0.007638
   36.119999,   -0.893275,   -7.678811,   -0.901215,   -7.671490,    0.007320
   36.160000,   -0.833576,   -7.712154,   -0.841552,   -7.705152,    0.007002
   36.200001,   -0.774020,   -7.743115,   -0.782021,   -7.736433,    0.006682
   36.239998,   -0.714678,   -7.771702,   -0.722693,   -7.765340,    0.006362
   36.279999,   -0.655611,   -7.797926,   -0.663632,   -7.791886,    0.006041
   36.320000,   -0.596873,   -7.821802,   -0.604893,   -7.816082,    0.005720
   36.360001,   -0.538510,   -7.843342,   -0.546521,   -7.837943,    0.005400
   36.399998,   -0.480559,   -7.862565,   -0.488557,   -7.857485,    0.005079
   36.439999,   -0.423053,   -7.879487,   -0.431034,   -7.874727,    0.004760
   36.480000,   -0.366017,   -7.894127,   -0.373978,   -7.889686,    0.004441
   36.520000,   -0.309475,   -7.906506,   -0.317412,   -7.902382,    0.004124
   36.559998,   -0.253441,   -7.916644,   -0.261355,   -7.912837,    0.003807
   36.599998,   -0.197930,   -7.924561,   -0.205818,   -7.921070,    0.003491
   36.639999,   -0.142952,   -7.930279,   -0.150815,   -7.927103,    0.003177
   36.680000,   -0.088514,   -7.933820,   -0.096352,   -7.930956,    0.002864
   36.719997,   -0.034623,   -7.935205,   -0.042437,   -7.932654,    0.002551
   36.759998,    0.018716,   -7.934456,    0.010926,   -7.932217,    0.002239
   36.799999,    0.071499,   -7.931596,    0.063733,   -7.929668,    0.001928
   36.840000,    0.123724,   -7.926648,    0.115978,   -7.925029,    0.001618
   36.880001,    0.175384,   -7.919632,    0.167659,   -7.918323,    0.001309
   36.919998,    0.226475,   -7.910573,    0.218769,   -7.909572,    0.001001
   36.959999,    0.276991,   -7.899494,    0.269302,   -7.898800,    0.000693
   37.000000,    0.326923,   -7.886417,    0.319251,   -7.886031,    0.000386
   37.040001,    0.376261,   -7.871366,    0.368605,   -7.871287,    0.000079
   37.079998,    0.424992,   -7.854367,    0.417351,   -7.854593,   -0.000226
   37.119999,    0.473098,   -7.835443,    0.465472,   -7.835974,   -0.000531
   37.160000,    0.520561,   -7.814620,    0.512951,   -7.815456,   -0.000835
   37.200001,    0.567357,   -7.791926,    0.559764,   -7.793066,   -0.001140
   37.239998,    0.613459,   -7.767388,    0.605883,   -7.768830,   -0.001442
   37.279999,    0.658833,   -7.741035,    0.651278,   -7.742778,   -0.001743
   37.320000,    0.703444,   -7.712897,    0.695912,   -7.714942,   -0.002045
   37.360001,    0.747250,   -7.683007,    0.739744,   -7.685352,   -0.002345
   37.399998,    0.790205,   -7.651398,    0.782729,   -7.654043,   -0.002645
   37.439999,    0.832255,   -7.618108,    0.824816,   -7.621050,   -0.002942
   37.480000,    0.873346,   -7.583174,    0.865949,   -7.586412,   -0.003238
   37.520000,    0.913413,   -7.546638,    0.906065,   -7.550169,   -0.003531
   37.559998,    0.952390,   -7.508543,    0.945100,   -7.512366,   -0.003823
   37.599998,    0.990206,   -7.468935,    0.982981,   -7.473047,   -0.004112
   37.639999,    1.026782,   -7.427864,    1.019633,   -7.432261,   -0.004397
   37.680000,    1.062038,   -7.385382,    1.054976,   -7.390062,   -0.004680
   37.719997,    1.095888,   -7.341547,    1.088925,   -7.346505,   -0.004958
   37.759998,    1.128245,   -7.296417,    1.121392,   -7.301649,   -0.005232
   37.799999,    1.159018,   -7.250056,    1.152289,   -7.255558,   -0.005502
   37.840000,    1.188112,   -7.202531,    1.181521,   -7.208296,   -0.005765
   37.879997,    1.215435,   -7.153914,    1.208997,   -7.159936,   -0.006022
   37.919998,    1.240891,   -7.104278,    1.234620,   -7.110551,   -0.006273
   37.959999,    1.264387,   -7.053703,    1.258299,   -7.060219,   -0.006516
   38.000000,    1.285830,   -7.002269,    1.279940,   -7.009021,   -0.006752
   38.040001,    1.305131,   -6.950064,    1.299456,   -6.957043,   -0.006979
   38.079998,    1.322204,   -6.897176,    1.316759,   -6.904373,   -0.007196
   38.119999,    1.336970,   -6.843697,    1.331770,   -6.851102,   -0.007405
   38.160000,    1.349352,   -6.789723,    1.344413,   -6.797326,   -0.007603
   38.200001,    1.359282,   -6.735352,    1.354619,   -6.743141,   -0.007789
   38.239998,    1.366703,   -6.680684,    1.362328,   -6.688648,   -0.007964
   38.279999,    1.371561,   -6.625822,    1.367489,   -6.633948,   -0.008126
   38.320000,    1.373817,   -6.570869,    1.370058,   -6.579146,   -0.008277
   38.360001,    1.373438,   -6.515932,    1.370004,   -6.524346,   -0.008414
   38.399998,    1.370405,   -6.461115,    1.367305,   -6.469654,   -0.008538
   38.439999,    1.364708,   -6.406527,    1.361950,   -6.415176,   -0.008649
   38.480000,    1.356350,   -6.352273,    1.353940,   -6.361019,   -0.008745
   38.520000,    1.345343,   -6.298460,    1.343287,   -6.307287,   -0.008827
   38.559998,    1.331713,   -6.245191,    1.330015,   -6.254086,   -0.008895
   38.599998,    1.315496,   -6.192571,    1.314156,   -6.201519,   -0.008948
   38.639999,    1.296737,   -6.140702,    1.295756,   -6.149689,   -0.008987
   38.680000,    1.275493,   -6.089682,    1.274870,   -6.098694,   -0.009012
   38.719997,    1.251828,   -6.039609,    1.251561,   -6.048632,   -0.009023
   38.759998,    1.225817,   -5.990576,    1.225901,   -5.999596,   -0.009020
   38.799999,    1.197541,   -5.942674,    1.197971,   -5.951677,   -0.009003
   38.840000,    1.167087,   -5.895991,    1.167856,   -5.904963,   -0.008972
   38.879997,    1.134549,   -5.850609,    1.135649,   -5.859537,   -0.008927
   38.919998,    1.100025,   -5.806609,    1.101448,   -5.815479,   -0.008870
   38.959999,    1.063616,   -5.764064,    1.065352,   -5.772865,   -0.008801
   39.000000,    1.025426,   -5.723048,    1.027465,   -5.731766,   -0.008718
   39.040001,    0.985562,   -5.683626,    0.987893,   -5.692251,   -0.008625
   39.079998,    0.944129,   -5.645860,    0.946741,   -5.654381,   -0.008521
   39.119999,    0.901235,   -5.609810,    0.904117,   -5.618217,   -0.008407
   39.160000,    0.856985,   -5.575531,    0.860125,   -5.583812,   -0.008282
   39.200001,    0.811484,   -5.543071,    0.814870,   -5.551218,   -0.008146
   39.239998,    0.764835,   -5.512477,    0.768456,   -5.520480,   -0.008002
   39.279999,    0.717139,   -5.483792,    0.720983,   -5.491641,   -0.007849
   39.320000,    0.668492,   -5.457052,    0.672548,   -5.464738,   -0.007687
   39.360001,    0.618990,   -5.432292,    0.623248,   -5.439808,   -0.007516
   39.399998,    0.568725,   -5.409544,    0.573173,   -5.416881,   -0.007338
   39.439999,    0.517786,   -5.388832,    0.522414,   -5.395984,   -0.007153
   39.480000,    0.466257,   -5.370182,    0.471056,   -5.377141,   -0.006960
   39.520000,    0.414221,   -5.353612,    0.419181,   -5.360374,   -0.006762
   39.559998,    0.361757,   -5.339142,    0.366870,   -5.345699,   -0.006557
   39.599998,    0.308942,   -5.326785,    0.314199,   -5.333131,   -0.006347
   39.639999,    0.255850,   -5.316551,    0.261243,   -5.322682,   -0.006131
   39.680000,    0.202551,   -5.308448,    0.208074,   -5.314359,   -0.005911
   39.719997,    0.149116,   -5.302484,    0.154762,   -5.308169,   -0.005685
   39.759998,    0.095613,   -5.298660,    0.101374,   -5.304114,   -0.005454
   39.799999,    0.042108,   -5.296976,    0.047978,   -5.302195,   -0.005219
   39.840000,   -0.011334,   -5.297429,   -0.005359,   -5.302410,   -0.004981
   39.879997,   -0.064647,   -5.300014,   -0.058574,   -5.304753,   -0.004739
   39.919998,   -0.117766,   -5.304724,   -0.111599,   -5.309217,   -0.004493
   39.959999,   -0.170626,   -5.311550,   -0.164371,   -5.315792,   -0.004242
   40.000000,   -0.223161,   -5.320476,   -0.216823,   -5.324464,   -0.003988
   40.040001,   -0.275305,   -5.331488,   -0.268888,   -5.335220,   -0.003732
   40.079998,   -0.326990,   -5.344568,   -0.320499,   -5.348040,   -0.003472
   40.119999,   -0.378146,   -5.359694,   -0.371585,   -5.362903,   -0.003209
   40.160000,   -0.428701,   -5.376842,   -0.422077,   -5.379786,   -0.002944
   40.200001,   -0.478583,   -5.395985,   -0.471899,   -5.398662,   -0.002677
   40.239998,   -0.527716,   -5.417094,   -0.520977,   -5.419501,   -0.002407
   40.279999,   -0.576022,   -5.440135,   -0.569234,   -5.442270,   -0.002135
   40.320000,   -0.623420,   -5.465071,   -0.616589,   -5.466934,   -0.001863
   40.360001,   -0.669829,   -5.491865,   -0.662960,   -5.493453,   -0.001588
   40.399998,   -0.715162,   -5.520471,   -0.708263,   -5.521783,   -0.001312
   40.439999,   -0.759333,   -5.550845,   -0.752410,   -5.551879,   -0.001035
   40.480000,   -0.802254,   -5.582935,   -0.795314,   -5.583692,   -0.000757
   40.520000,   -0.843833,   -5.616688,   -0.836883,   -5.617167,   -0.000479
   40.559998,   -0.883979,   -5.652048,   -0.877028,   -5.652248,   -0.000200
   40.599998,   -0.922599,   -5.688952,   -0.915655,   -5.688874,    0.000078
   40.639999,   -0.959600,   -5.727336,   -0.952673,   -5.726981,    0.000356
   40.680000,   -0.994890,   -5.767132,   -0.987989,   -5.766500,    0.000632
   40.719997,   -1.028378,   -5.808267,   -1.021513,   -5.807360,    0.000907
   40.759998,   -1.059975,   -5.850667,   -1.053156,   -5.849487,    0.001180
   40.799999,   -1.089593,   -5.894250,   -1.082831,   -5.892800,    0.001451
   40.840000,   -1.117149,   -5.938937,   -1.110454,   -5.937218,    0.001719
   40.879997,   -1.142564,   -5.984640,   -1.135947,   -5.982656,    0.001984
   40.919998,   -1.165763,   -6.031271,   -1.159235,   -6.029026,    0.002245
   40.959999,   -1.186679,   -6.078738,   -1.180251,   -6.076235,    0.002502
   41.000000,   -1.205248,   -6.126948,   -1.198931,   -6.124193,    0.002755
