temp,omega1,theta1,omega2,theta2,theta2-theta1
    1.040000,   -0.587204,    0.625886,   -0.587782,    0.626576,    0.000690
    1.080000,   -0.595396,    0.602070,   -0.595996,    0.602736,    0.000666
    1.120000,   -0.602374,    0.577975,   -0.602994,    0.578616,    0.000641
    1.160000,   -0.608129,    0.553650,   -0.608770,    0.554265,    0.000616
    1.200000,   -0.612658,    0.529143,   -0.613318,    0.529733,    0.000589
    1.240000,   -0.615958,    0.504505,   -0.616637,    0.505067,    0.000562
    1.280000,   -0.618029,    0.479784,   -0.618726,    0.480318,    0.000534
    1.320000,   -0.618872,    0.455029,   -0.619587,    0.455535,    0.000506
    1.360000,   -0.618494,    0.430289,   -0.619225,    0.430766,    0.000476
    1.400000,   -0.616900,    0.405613,   -0.617647,    0.406060,    0.000446
    1.440000,   -0.614101,    0.381049,   -0.614863,    0.381465,    0.000416
    1.480000,   -0.610109,    0.356645,   -0.610886,    0.357030,    0.000385
    1.520000,   -0.604940,    0.332447,   -0.605730,    0.332801,    0.000353
    1.560000,   -0.598612,    0.308503,   -0.599413,    0.308824,    0.000321
    1.600000,   -0.591145,    0.284857,   -0.591957,    0.285146,    0.000289
    1.640000,   -0.582563,    0.261555,   -0.583384,    0.261810,    0.000256
    1.680000,   -0.572891,    0.238639,   -0.573721,    0.238862,    0.000223
    1.720000,   -0.562159,    0.216153,   -0.562995,    0.216342,    0.000189
    1.760000,   -0.550397,    0.194137,   -0.551239,    0.194292,    0.000156
    1.800000,   -0.537639,    0.172631,   -0.538485,    0.172753,    0.000122
    1.840000,   -0.523920,    0.151674,   -0.524769,    0.151762,    0.000088
    1.880000,   -0.509279,    0.131303,   -0.510130,    0.131357,    0.000054
    1.920000,   -0.493755,    0.111553,   -0.494607,    0.111573,    0.000020
    1.960000,   -0.477391,    0.092457,   -0.478242,    0.092443,   -0.000014
    2.000000,   -0.460231,    0.074048,   -0.461080,    0.074000,   -0.000048
    2.040000,   -0.442320,    0.056355,   -0.443165,    0.056273,   -0.000082
    2.080000,   -0.423705,    0.039407,   -0.424545,    0.039291,   -0.000116
    2.120000,   -0.404435,    0.023230,   -0.405268,    0.023081,   -0.000149
    2.160000,   -0.384558,    0.007847,   -0.385385,    0.007665,   -0.000182
    2.200000,   -0.364127,    6.276468,   -0.364945,    6.276253,   -0.000215
    2.240000,   -0.343193,    6.262740,   -0.344000,    6.262493,   -0.000247
    2.280000,   -0.321808,    6.249868,   -0.322604,    6.249589,   -0.000279
    2.320000,   -0.300026,    6.237867,   -0.300808,    6.237556,   -0.000310
    2.360000,   -0.277899,    6.226751,   -0.278668,    6.226410,   -0.000341
    2.400000,   -0.255483,    6.216531,   -0.256236,    6.216160,   -0.000371
    2.440000,   -0.232830,    6.207218,   -0.233568,    6.206818,   -0.000401
    2.480000,   -0.209997,    6.198818,   -0.210717,    6.198389,   -0.000429
    2.520000,   -0.187037,    6.191337,   -0.187738,    6.190879,   -0.000457
    2.560000,   -0.164004,    6.184777,   -0.164686,    6.184292,   -0.000485
    2.600000,   -0.140954,    6.179139,   -0.141614,    6.178627,   -0.000511
    2.640000,   -0.117938,    6.174421,   -0.118577,    6.173884,   -0.000536
    2.680000,   -0.095011,    6.170620,   -0.095628,    6.170059,   -0.000561
    2.720000,   -0.072226,    6.167731,   -0.072820,    6.167146,   -0.000585
    2.760000,   -0.049636,    6.165746,   -0.050204,    6.165138,   -0.000608
    2.800000,   -0.027290,    6.164654,   -0.027834,    6.164025,   -0.000629
    2.840000,   -0.005241,    6.164445,   -0.005759,    6.163795,   -0.000650
    2.880000,    0.016461,    6.165103,    0.015971,    6.164433,   -0.000670
    2.920000,    0.037768,    6.166614,    0.037306,    6.165926,   -0.000689
    2.960000,    0.058632,    6.168959,    0.058197,    6.168253,   -0.000706
    3.000000,    0.079005,    6.172120,    0.078599,    6.171397,   -0.000722
    3.040000,    0.098842,    6.176073,    0.098466,    6.175336,   -0.000737
    3.080000,    0.118098,    6.180797,    0.117752,    6.180046,   -0.000751
    3.120000,    0.136731,    6.186266,    0.136415,    6.185503,   -0.000764
    3.160000,    0.154697,    6.192454,    0.154413,    6.191679,   -0.000775
    3.200000,    0.171957,    6.199332,    0.171705,    6.198547,   -0.000785
    3.240000,    0.188473,    6.206872,    0.188252,    6.206078,   -0.000794
    3.280000,    0.204207,    6.215040,    0.204017,    6.214238,   -0.000802
    3.320000,    0.219122,    6.223804,    0.218966,    6.222997,   -0.000808
    3.360000,    0.233187,    6.233132,    0.233063,    6.232319,   -0.000813
    3.400000,    0.246369,    6.242987,    0.246277,    6.242170,   -0.000816
    3.440000,    0.258637,    6.253332,    0.258578,    6.252513,   -0.000819
    3.480000,    0.269964,    6.264131,    0.269939,    6.263311,   -0.000820
    3.520000,    0.280325,    6.275344,    0.280332,    6.274524,   -0.000820
    3.560000,    0.289694,    0.003746,    0.289734,    0.002928,   -0.000818
    3.600000,    0.298051,    0.015668,    0.298124,    0.014853,   -0.000815
    3.640000,    0.305376,    0.027883,    0.305481,    0.027072,   -0.000811
    3.680000,    0.311651,    0.040349,    0.311789,    0.039544,   -0.000805
    3.720000,    0.316863,    0.053024,    0.317032,    0.052225,   -0.000798
    3.760000,    0.320997,    0.065864,    0.321197,    0.065073,   -0.000790
    3.800000,    0.324044,    0.078825,    0.324275,    0.078044,   -0.000781
    3.840000,    0.325995,    0.091865,    0.326258,    0.091094,   -0.000771
    3.880000,    0.326846,    0.104939,    0.327139,    0.104180,   -0.000759
    3.920000,    0.326593,    0.118003,    0.326916,    0.117257,   -0.000746
    3.960000,    0.325236,    0.131012,    0.325587,    0.130280,   -0.000732
    4.000000,    0.322775,    0.143923,    0.323154,    0.143206,   -0.000717
    4.040000,    0.319214,    0.156692,    0.319622,    0.155991,   -0.000701
    4.080000,    0.314561,    0.169274,    0.314995,    0.168591,   -0.000683
    4.120000,    0.308823,    0.181627,    0.309284,    0.180962,   -0.000665
    4.160000,    0.302012,    0.193708,    0.302497,    0.193062,   -0.000645
    4.200000,    0.294140,    0.205473,    0.294650,    0.204848,   -0.000625
    4.240000,    0.285222,    0.216882,    0.285755,    0.216278,   -0.000604
    4.280000,    0.275276,    0.227893,    0.275832,    0.227312,   -0.000581
    4.320000,    0.264322,    0.238466,    0.264899,    0.237908,   -0.000558
    4.360000,    0.252380,    0.248561,    0.252977,    0.248027,   -0.000534
    4.400000,    0.239473,    0.258140,    0.240091,    0.257630,   -0.000510
    4.440000,    0.225628,    0.267165,    0.226264,    0.266681,   -0.000484
    4.480000,    0.210871,    0.275600,    0.211524,    0.275142,   -0.000458
    4.520000,    0.195231,    0.283409,    0.195900,    0.282978,   -0.000431
    4.560000,    0.178738,    0.290559,    0.179423,    0.290155,   -0.000404
    4.600000,    0.161424,    0.297016,    0.162123,    0.296640,   -0.000376
    4.640000,    0.143324,    0.302749,    0.144036,    0.302401,   -0.000348
    4.680000,    0.124472,    0.307728,    0.125196,    0.307409,   -0.000319
    4.720000,    0.104905,    0.311924,    0.105639,    0.311635,   -0.000289
    4.760000,    0.084660,    0.315310,    0.085404,    0.315051,   -0.000259
    4.800000,    0.063778,    0.317861,    0.064530,    0.317632,   -0.000229
    4.840000,    0.042299,    0.319553,    0.043058,    0.319354,   -0.000199
    4.880000,    0.020264,    0.320364,    0.021029,    0.320195,   -0.000168
    4.920000,   -0.002283,    0.320273,   -0.001513,    0.320135,   -0.000138
    4.960000,   -0.025298,    0.319261,   -0.024524,    0.319154,   -0.000107
    5.000000,   -0.048736,    0.317311,   -0.047959,    0.317236,   -0.000075
    5.040000,   -0.072550,    0.314409,   -0.071772,    0.314365,   -0.000044
    5.080000,   -0.096694,    0.310541,   -0.095916,    0.310528,   -0.000013
    5.120000,   -0.121118,    0.305697,   -0.120341,    0.305714,    0.000018
    5.160000,   -0.145774,    0.299866,   -0.144999,    0.299915,    0.000049
    5.200000,   -0.170612,    0.293041,   -0.169840,    0.293121,    0.000080
    5.240000,   -0.195580,    0.285218,   -0.194814,    0.285328,    0.000110
    5.280000,   -0.220629,    0.276393,   -0.219868,    0.276534,    0.000141
    5.320000,   -0.245704,    0.266565,   -0.244950,    0.266736,    0.000171
    5.360000,   -0.270754,    0.255735,   -0.270008,    0.255935,    0.000201
    5.400000,   -0.295725,    0.243906,   -0.294988,    0.244136,    0.000230
    5.440000,   -0.320564,    0.231083,   -0.319838,    0.231342,    0.000259
    5.480000,   -0.345216,    0.217274,   -0.344502,    0.217562,    0.000288
    5.520000,   -0.369628,    0.202489,   -0.368926,    0.202805,    0.000316
    5.560000,   -0.393746,    0.186739,   -0.393057,    0.187083,    0.000344
    5.600000,   -0.417514,    0.170039,   -0.416840,    0.170409,    0.000371
    5.640000,   -0.440879,    0.152404,   -0.440222,    0.152800,    0.000397
    5.680000,   -0.463788,    0.133852,   -0.463147,    0.134275,    0.000422
    5.720000,   -0.486187,    0.114405,   -0.485564,    0.114852,    0.000447
    5.760000,   -0.508023,    0.094084,   -0.507419,    0.094555,    0.000471
    5.800000,   -0.529244,    0.072914,   -0.528661,    0.073409,    0.000495
    5.840000,   -0.549801,    0.050922,   -0.549238,    0.051439,    0.000517
    5.880000,   -0.569642,    0.028136,   -0.569102,    0.028675,    0.000539
    5.920000,   -0.588721,    0.004587,   -0.588203,    0.005147,    0.000560
    5.960000,   -0.606990,    6.263493,   -0.606495,    6.264073,    0.000580
    6.000000,   -0.624403,    6.238517,   -0.623933,    6.239115,    0.000598
    6.040000,   -0.640919,    6.212881,   -0.640473,    6.213497,    0.000616
    6.080000,   -0.656496,    6.186621,   -0.656075,    6.187253,    0.000633
    6.120000,   -0.671094,    6.159777,   -0.670700,    6.160426,    0.000649
    6.160000,   -0.684679,    6.132390,   -0.684311,    6.133053,    0.000663
    6.200000,   -0.697215,    6.104501,   -0.696874,    6.105178,    0.000677
    6.240000,   -0.708672,    6.076154,   -0.708359,    6.076844,    0.000690
    6.280000,   -0.719022,    6.047393,   -0.718737,    6.048094,    0.000701
    6.320000,   -0.728240,    6.018264,   -0.727982,    6.018975,    0.000711
    6.360000,   -0.736302,    5.988811,   -0.736072,    5.989532,    0.000721
    6.400000,   -0.743191,    5.959084,   -0.742989,    5.959813,    0.000729
    6.440000,   -0.748889,    5.929128,   -0.748716,    5.929864,    0.000736
    6.480000,   -0.753385,    5.898993,   -0.753239,    5.899734,    0.000741
    6.520000,   -0.756668,    5.868726,   -0.756550,    5.869473,    0.000746
    6.560000,   -0.758733,    5.838377,   -0.758642,    5.839127,    0.000750
    6.600000,   -0.759574,    5.807994,   -0.759511,    5.808746,    0.000752
    6.640000,   -0.759193,    5.777626,   -0.759157,    5.778380,    0.000754
    6.680000,   -0.757591,    5.747323,   -0.757581,    5.748076,    0.000754
    6.720000,   -0.754773,    5.717132,   -0.754789,    5.717885,    0.000753
    6.760000,   -0.750747,    5.687102,   -0.750789,    5.687854,    0.000752
    6.800000,   -0.745524,    5.657281,   -0.745591,    5.658030,    0.000749
    6.840000,   -0.739116,    5.627716,   -0.739207,    5.628462,    0.000746
    6.880000,   -0.731538,    5.598454,   -0.731652,    5.599195,    0.000741
    6.920000,   -0.722806,    5.569542,   -0.722943,    5.570278,    0.000735
    6.960000,   -0.712939,    5.541025,   -0.713098,    5.541754,    0.000729
    7.000000,   -0.701956,    5.512947,   -0.702136,    5.513669,    0.000722
    7.040000,   -0.689878,    5.485352,   -0.690079,    5.486065,    0.000714
    7.080000,   -0.676728,    5.458282,   -0.676948,    5.458987,    0.000705
    7.120000,   -0.662529,    5.431781,   -0.662768,    5.432477,    0.000695
    7.160000,   -0.647305,    5.405889,   -0.647561,    5.406574,    0.000685
    7.200000,   -0.631079,    5.380646,   -0.631352,    5.381320,    0.000674
    7.240000,   -0.613876,    5.356091,   -0.614165,    5.356753,    0.000663
    7.280000,   -0.595720,    5.332262,   -0.596025,    5.332912,    0.000650
    7.320000,   -0.576637,    5.309196,   -0.576957,    5.309834,    0.000638
    7.360000,   -0.556650,    5.286931,   -0.556984,    5.287555,    0.000624
    7.400000,   -0.535784,    5.265499,   -0.536130,    5.266109,    0.000610
    7.440000,   -0.514061,    5.244937,   -0.514420,    5.245533,    0.000596
    7.480000,   -0.491505,    5.225276,   -0.491875,    5.225858,    0.000581
    7.520000,   -0.468139,    5.206551,   -0.468519,    5.207117,    0.000566
    7.560000,   -0.443983,    5.188792,   -0.444373,    5.189342,    0.000550
    7.600000,   -0.419058,    5.172029,   -0.419458,    5.172564,    0.000534
    7.640000,   -0.393385,    5.156294,   -0.393794,    5.156812,    0.000518
    7.680000,   -0.366983,    5.141614,   -0.367400,    5.142116,    0.000502
    7.720000,   -0.339871,    5.128020,   -0.340295,    5.128504,    0.000484
    7.760000,   -0.312065,    5.115537,   -0.312496,    5.116004,    0.000467
    7.800000,   -0.283584,    5.104194,   -0.284021,    5.104644,    0.000450
    7.840000,   -0.254443,    5.094016,   -0.254887,    5.094448,    0.000432
    7.880000,   -0.224659,    5.085030,   -0.225108,    5.085443,    0.000414
    7.920000,   -0.194246,    5.077260,   -0.194701,    5.077656,    0.000396
    7.960000,   -0.163221,    5.070731,   -0.163680,    5.071108,    0.000377
    8.000000,   -0.131597,    5.065467,   -0.132061,    5.065826,    0.000359
    8.040000,   -0.099390,    5.061491,   -0.099857,    5.061831,    0.000340
    8.080000,   -0.066613,    5.058827,   -0.067085,    5.059148,    0.000321
    8.120000,   -0.033283,    5.057496,   -0.033758,    5.057798,    0.000302
    8.160000,    0.000585,    5.057519,    0.000107,    5.057802,    0.000283
    8.200000,    0.034976,    5.058918,    0.034495,    5.059182,    0.000264
    8.240000,    0.069872,    5.061713,    0.069389,    5.061958,    0.000245
    8.280000,    0.105257,    5.065923,    0.104771,    5.066149,    0.000226
    8.320000,    0.141110,    5.071568,    0.140622,    5.071774,    0.000206
    8.360000,    0.177412,    5.078664,    0.176922,    5.078850,    0.000186
    8.400000,    0.214140,    5.087230,    0.213648,    5.087396,    0.000166
    8.440000,    0.251271,    5.097281,    0.250778,    5.097427,    0.000147
    8.480000,    0.288778,    5.108831,    0.288283,    5.108959,    0.000127
    8.520000,    0.326633,    5.121897,    0.326137,    5.122005,    0.000108
    8.559999,    0.364804,    5.136489,    0.364308,    5.136577,    0.000088
    8.599999,    0.403259,    5.152619,    0.402762,    5.152687,    0.000068
    8.639999,    0.441959,    5.170298,    0.441463,    5.170346,    0.000048
    8.679999,    0.480865,    5.189532,    0.480369,    5.189560,    0.000028
    8.720000,    0.519934,    5.210330,    0.519438,    5.210338,    0.000008
    8.760000,    0.559116,    5.232694,    0.558621,    5.232683,   -0.000011
    8.800000,    0.598363,    5.256629,    0.597869,    5.256598,   -0.000031
    8.840000,    0.637618,    5.282134,    0.637125,    5.282083,   -0.000051
    8.880000,    0.676822,    5.309206,    0.676332,    5.309136,   -0.000071
    8.920000,    0.715913,    5.337843,    0.715425,    5.337753,   -0.000090
    8.960000,    0.754823,    5.368036,    0.754338,    5.367927,   -0.000109
    9.000000,    0.793480,    5.399775,    0.792999,    5.399646,   -0.000129
    9.040000,    0.831811,    5.433047,    0.831334,    5.432900,   -0.000147
    9.080000,    0.869734,    5.467837,    0.869262,    5.467670,   -0.000166
    9.120000,    0.907169,    5.504124,    0.906703,    5.503938,   -0.000185
    9.160000,    0.944029,    5.541885,    0.943569,    5.541681,   -0.000204
    9.200000,    0.980225,    5.581094,    0.979772,    5.580872,   -0.000222
    9.240000,    1.015666,    5.621720,    1.015220,    5.621481,   -0.000239
    9.280000,    1.050259,    5.663731,    1.049821,    5.663474,   -0.000257
    9.320000,    1.083908,    5.707087,    1.083480,    5.706813,   -0.000274
    9.360000,    1.116519,    5.751748,    1.116101,    5.751457,   -0.000291
    9.400000,    1.147995,    5.797668,    1.147588,    5.797360,   -0.000307
    9.440000,    1.178243,    5.844797,    1.177847,    5.844474,   -0.000323
    9.480000,    1.207168,    5.893084,    1.206785,    5.892745,   -0.000339
    9.520000,    1.234681,    5.942472,    1.234311,    5.942118,   -0.000353
    9.559999,    1.260693,    5.992899,    1.260337,    5.992532,   -0.000367
    9.599999,    1.285122,    6.044304,    1.284781,    6.043923,   -0.000381
    9.639999,    1.307890,    6.096620,    1.307564,    6.096225,   -0.000394
    9.679999,    1.328925,    6.149776,    1.328615,    6.149370,   -0.000406
    9.719999,    1.348162,    6.203703,    1.347869,    6.203285,   -0.000418
    9.760000,    1.365544,    6.258325,    1.365268,    6.257895,   -0.000429
    9.800000,    1.381023,    0.030380,    1.380765,    0.029941,   -0.000440
    9.840000,    1.394559,    0.086162,    1.394319,    0.085713,   -0.000449
    9.880000,    1.406123,    0.142407,    1.405902,    0.141949,   -0.000458
    9.920000,    1.415695,    0.199035,    1.415492,    0.198569,   -0.000466
    9.960000,    1.423265,    0.255966,    1.423081,    0.255492,   -0.000473
   10.000000,    1.428835,    0.313119,    1.428669,    0.312639,   -0.000480
   10.040000,    1.432416,    0.370416,    1.432269,    0.369930,   -0.000486
   10.080000,    1.434030,    0.427777,    1.433902,    0.427286,   -0.000491
   10.120000,    1.433710,    0.485125,    1.433600,    0.484630,   -0.000495
   10.160000,    1.431497,    0.542385,    1.431405,    0.541886,   -0.000499
   10.200000,    1.427442,    0.599483,    1.427367,    0.598981,   -0.000502
   10.240000,    1.421604,    0.656347,    1.421546,    0.655843,   -0.000504
   10.280000,    1.414050,    0.712909,    1.414007,    0.712403,   -0.000506
   10.320000,    1.404853,    0.769103,    1.404826,    0.768596,   -0.000507
   10.360000,    1.394094,    0.824867,    1.394082,    0.824359,   -0.000508
   10.400000,    1.381857,    0.880141,    1.381859,    0.879634,   -0.000508
   10.440000,    1.368231,    0.934871,    1.368245,    0.934363,   -0.000507
   10.480000,    1.353308,    0.989003,    1.353334,    0.988497,   -0.000506
   10.520000,    1.337182,    1.042490,    1.337219,    1.041986,   -0.000505
   10.559999,    1.319948,    1.095288,    1.319996,    1.094785,   -0.000503
   10.599999,    1.301702,    1.147356,    1.301759,    1.146856,   -0.000500
   10.639999,    1.282540,    1.198658,    1.282604,    1.198160,   -0.000498
   10.679999,    1.262554,    1.249160,    1.262626,    1.248665,   -0.000495
   10.719999,    1.241837,    1.298833,    1.241915,    1.298342,   -0.000492
   10.760000,    1.220478,    1.347653,    1.220562,    1.347164,   -0.000489
   10.800000,    1.198564,    1.395595,    1.198652,    1.395110,   -0.000485
   10.840000,    1.176177,    1.442642,    1.176268,    1.442161,   -0.000481
   10.880000,    1.153396,    1.488778,    1.153489,    1.488300,   -0.000478
   10.920000,    1.130295,    1.533990,    1.130389,    1.533516,   -0.000474
   10.960000,    1.106943,    1.578267,    1.107037,    1.577797,   -0.000470
   11.000000,    1.083405,    1.621604,    1.083499,    1.621137,   -0.000466
   11.040000,    1.059742,    1.663993,    1.059835,    1.663531,   -0.000463
   11.080000,    1.036008,    1.705434,    1.036100,    1.704975,   -0.000459
   11.120000,    1.012255,    1.745924,    1.012343,    1.745468,   -0.000455
   11.160000,    0.988526,    1.785465,    0.988611,    1.785013,   -0.000452
   11.200000,    0.964863,    1.824059,    0.964944,    1.823611,   -0.000449
   11.240000,    0.941301,    1.861711,    0.941378,    1.861266,   -0.000446
   11.280000,    0.917872,    1.898426,    0.917943,    1.897983,   -0.000443
   11.320000,    0.894602,    1.934210,    0.894668,    1.933770,   -0.000440
   11.360000,    0.871515,    1.969071,    0.871574,    1.968633,   -0.000438
   11.400000,    0.848628,    2.003016,    0.848681,    2.002580,   -0.000436
   11.440000,    0.825958,    2.036054,    0.826002,    2.035620,   -0.000434
   11.480000,    0.803514,    2.068195,    0.803551,    2.067762,   -0.000432
   11.520000,    0.781305,    2.099447,    0.781334,    2.099016,   -0.000431
   11.559999,    0.759337,    2.129821,    0.759356,    2.129390,   -0.000431
   11.599999,    0.737609,    2.159325,    0.737620,    2.158895,   -0.000430
   11.639999,    0.716123,    2.187970,    0.716124,    2.187540,   -0.000430
   11.679999,    0.694875,    2.215765,    0.694866,    2.215334,   -0.000431
   11.719999,    0.673858,    2.242719,    0.673839,    2.242288,   -0.000432
   11.759999,    0.653065,    2.268842,    0.653035,    2.268409,   -0.000433
   11.800000,    0.632487,    2.294142,    0.632446,    2.293707,   -0.000434
   11.840000,    0.612111,    2.318626,    0.612058,    2.318189,   -0.000437
   11.880000,    0.591924,    2.342303,    0.591860,    2.341864,   -0.000439
   11.920000,    0.571913,    2.365179,    0.571837,    2.364737,   -0.000442
   11.960000,    0.552060,    2.387262,    0.551972,    2.386816,   -0.000446
   12.000000,    0.532349,    2.408556,    0.532248,    2.408106,   -0.000450
   12.040000,    0.512762,    2.429066,    0.512647,    2.428612,   -0.000454
   12.080000,    0.493279,    2.448797,    0.493150,    2.448338,   -0.000459
   12.120000,    0.473879,    2.467752,    0.473737,    2.467287,   -0.000465
   12.160000,    0.454543,    2.485934,    0.454387,    2.485463,   -0.000471
   12.200000,    0.435248,    2.503344,    0.435077,    2.502866,   -0.000478
   12.240000,    0.415973,    2.519983,    0.415787,    2.519497,   -0.000486
   12.280000,    0.396694,    2.535851,    0.396493,    2.535357,   -0.000494
   12.320000,    0.377388,    2.550946,    0.377171,    2.550444,   -0.000503
   12.360000,    0.358032,    2.565268,    0.357799,    2.564756,   -0.000512
   12.400000,    0.338601,    2.578812,    0.338351,    2.578290,   -0.000522
   12.440000,    0.319072,    2.591574,    0.318804,    2.591042,   -0.000532
   12.480000,    0.299418,    2.603551,    0.299133,    2.603007,   -0.000544
   12.520000,    0.279616,    2.614736,    0.279313,    2.614180,   -0.000556
   12.559999,    0.259639,    2.625121,    0.259318,    2.624552,   -0.000569
   12.599999,    0.239463,    2.634700,    0.239122,    2.634117,   -0.000582
   12.639999,    0.219061,    2.643462,    0.218701,    2.642865,   -0.000597
   12.679999,    0.198408,    2.651398,    0.198027,    2.650786,   -0.000612
   12.719999,    0.177477,    2.658498,    0.177075,    2.657869,   -0.000628
   12.759999,    0.156242,    2.664747,    0.155818,    2.664102,   -0.000645
   12.799999,    0.134676,    2.670134,    0.134231,    2.669471,   -0.000663
   12.840000,    0.112752,    2.674644,    0.112284,    2.673963,   -0.000682
   12.880000,    0.090445,    2.678262,    0.089953,    2.677561,   -0.000701
   12.920000,    0.067725,    2.680971,    0.067210,    2.680249,   -0.000722
   12.960000,    0.044567,    2.682754,    0.044027,    2.682010,   -0.000743
   13.000000,    0.020943,    2.683592,    0.020377,    2.682826,   -0.000766
   13.040000,   -0.003176,    2.683465,   -0.003768,    2.682675,   -0.000790
   13.080000,   -0.027816,    2.682352,   -0.028435,    2.681537,   -0.000814
   13.120000,   -0.053007,    2.680232,   -0.053654,    2.679391,   -0.000840
   13.160000,   -0.078775,    2.677081,   -0.079451,    2.676213,   -0.000868
   13.200000,   -0.105150,    2.672875,   -0.105856,    2.671979,   -0.000896
   13.240000,   -0.132160,    2.667588,   -0.132897,    2.666663,   -0.000925
   13.280000,   -0.159834,    2.661195,   -0.160602,    2.660239,   -0.000956
   13.320000,   -0.188200,    2.653667,   -0.189000,    2.652679,   -0.000988
   13.360000,   -0.217288,    2.644975,   -0.218121,    2.643954,   -0.001021
   13.400000,   -0.247125,    2.635090,   -0.247993,    2.634034,   -0.001056
   13.440000,   -0.277741,    2.623981,   -0.278644,    2.622888,   -0.001092
   13.480000,   -0.309165,    2.611614,   -0.310104,    2.610484,   -0.001130
   13.520000,   -0.341424,    2.597957,   -0.342400,    2.596788,   -0.001169
   13.559999,   -0.374547,    2.582975,   -0.375561,    2.581766,   -0.001209
   13.599999,   -0.408561,    2.566633,   -0.409614,    2.565381,   -0.001252
   13.639999,   -0.443493,    2.548893,   -0.444587,    2.547598,   -0.001295
   13.679999,   -0.479370,    2.529718,   -0.480504,    2.528378,   -0.001341
   13.719999,   -0.516217,    2.509069,   -0.517392,    2.507682,   -0.001388
   13.759999,   -0.554056,    2.486907,   -0.555274,    2.485471,   -0.001436
   13.799999,   -0.592911,    2.463191,   -0.594172,    2.461704,   -0.001487
   13.840000,   -0.632803,    2.437879,   -0.634107,    2.436339,   -0.001539
   13.880000,   -0.673748,    2.410929,   -0.675097,    2.409336,   -0.001593
   13.920000,   -0.715763,    2.382298,   -0.717157,    2.380649,   -0.001649
   13.960000,   -0.758860,    2.351944,   -0.760299,    2.350237,   -0.001706
   14.000000,   -0.803047,    2.319822,   -0.804531,    2.318056,   -0.001766
   14.040000,   -0.848329,    2.285889,   -0.849858,    2.284062,   -0.001827
   14.080000,   -0.894705,    2.250100,   -0.896279,    2.248211,   -0.001890
   14.120000,   -0.942168,    2.212414,   -0.943787,    2.210459,   -0.001954
   14.160000,   -0.990707,    2.172785,   -0.992368,    2.170764,   -0.002021
   14.200000,   -1.040300,    2.131173,   -1.042004,    2.129084,   -0.002089
   14.240000,   -1.090919,    2.087537,   -1.092664,    2.085378,   -0.002159
   14.280000,   -1.142527,    2.041836,   -1.144311,    2.039605,   -0.002230
   14.320000,   -1.195076,    1.994033,   -1.196896,    1.991729,   -0.002303
   14.360000,   -1.248507,    1.944092,   -1.250361,    1.941715,   -0.002378
   14.400000,   -1.302748,    1.891982,   -1.304634,    1.889529,   -0.002453
   14.440000,   -1.357716,    1.837674,   -1.359629,    1.835144,   -0.002529
   14.480000,   -1.413311,    1.781141,   -1.415246,    1.778534,   -0.002607
   14.520000,   -1.469419,    1.722365,   -1.471372,    1.719679,   -0.002685
   14.559999,   -1.525910,    1.661328,   -1.527876,    1.658564,   -0.002764
   14.599999,   -1.582637,    1.598023,   -1.584609,    1.595180,   -0.002843
   14.639999,   -1.639437,    1.532445,   -1.641407,    1.529524,   -0.002921
   14.679999,   -1.696126,    1.464600,   -1.698088,    1.461600,   -0.003000
   14.719999,   -1.752506,    1.394500,   -1.754452,    1.391422,   -0.003078
   14.759999,   -1.808361,    1.322166,   -1.810281,    1.319011,   -0.003155
