temp,omega1,theta1,omega2,theta2,theta2-theta1
  243.639999,   -3.144087,  -64.119919,   -2.517576,   19.313457,   83.433380
  243.679993,   -3.075636,  -64.242943,   -2.506687,   19.213190,   83.456131
  243.720001,   -3.005002,  -64.363144,   -2.490909,   19.113554,   83.476700
  243.759995,   -2.932814,  -64.480453,   -2.470156,   19.014748,   83.495201
  243.799988,   -2.859665,  -64.594841,   -2.444389,   18.916971,   83.511810
  243.839996,   -2.786109,  -64.706284,   -2.413622,   18.820427,   83.526711
  243.879990,   -2.712649,  -64.814789,   -2.377912,   18.725311,   83.540100
  243.919998,   -2.639738,  -64.920380,   -2.337364,   18.631817,   83.552200
  243.959991,   -2.567776,  -65.023094,   -2.292124,   18.540133,   83.563225
  244.000000,   -2.497110,  -65.122978,   -2.242374,   18.450438,   83.573418
  244.039993,   -2.428036,  -65.220100,   -2.188328,   18.362904,   83.583008
  244.080002,   -2.360799,  -65.314529,   -2.130228,   18.277695,   83.592224
  244.119995,   -2.295601,  -65.406357,   -2.068333,   18.194962,   83.601318
  244.159988,   -2.232600,  -65.495659,   -2.002920,   18.114845,   83.610504
  244.199997,   -2.171917,  -65.582535,   -1.934274,   18.037474,   83.620010
  244.239990,   -2.113636,  -65.667084,   -1.862681,   17.962967,   83.630051
  244.279999,   -2.057816,  -65.749397,   -1.788429,   17.891430,   83.640823
  244.319992,   -2.004485,  -65.829575,   -1.711799,   17.822958,   83.652534
  244.360001,   -1.953649,  -65.907722,   -1.633062,   17.757635,   83.665359
  244.399994,   -1.905298,  -65.983932,   -1.552479,   17.695536,   83.679466
  244.439987,   -1.859402,  -66.058311,   -1.470292,   17.636724,   83.695038
  244.479996,   -1.815919,  -66.130951,   -1.386732,   17.581255,   83.712204
  244.519989,   -1.774795,  -66.201942,   -1.302009,   17.529175,   83.731117
  244.559998,   -1.735969,  -66.271378,   -1.216315,   17.480522,   83.751900
  244.599991,   -1.699369,  -66.339355,   -1.129825,   17.435329,   83.774689
  244.639999,   -1.664922,  -66.405952,   -1.042694,   17.393621,   83.799576
  244.679993,   -1.632548,  -66.471252,   -0.955061,   17.355419,   83.826675
  244.720001,   -1.602162,  -66.535339,   -0.867048,   17.320738,   83.856079
  244.759995,   -1.573682,  -66.598289,   -0.778762,   17.289587,   83.887878
  244.799988,   -1.547020,  -66.660172,   -0.690293,   17.261976,   83.922150
  244.839996,   -1.522090,  -66.721054,   -0.601721,   17.237907,   83.958961
  244.879990,   -1.498803,  -66.781006,   -0.513113,   17.217382,   83.998390
  244.919998,   -1.477073,  -66.840088,   -0.424526,   17.200401,   84.040489
  244.959991,   -1.456814,  -66.898361,   -0.336008,   17.186960,   84.085320
  245.000000,   -1.437939,  -66.955879,   -0.247600,   17.177055,   84.132935
  245.039993,   -1.420364,  -67.012695,   -0.159338,   17.170681,   84.183380
  245.080002,   -1.404004,  -67.068855,   -0.071253,   17.167831,   84.236687
  245.119995,   -1.388778,  -67.124405,    0.016626,   17.168497,   84.292900
  245.159988,   -1.374604,  -67.179390,    0.104273,   17.172668,   84.352058
  245.199997,   -1.361403,  -67.233849,    0.191659,   17.180334,   84.414185
  245.239990,   -1.349096,  -67.287811,    0.278754,   17.191484,   84.479294
  245.279999,   -1.337606,  -67.341316,    0.365528,   17.206106,   84.547424
  245.319992,   -1.326859,  -67.394394,    0.451943,   17.224184,   84.618576
  245.360001,   -1.316780,  -67.447067,    0.537957,   17.245703,   84.692772
  245.399994,   -1.307297,  -67.499359,    0.623519,   17.270643,   84.770004
  245.439987,   -1.298341,  -67.551292,    0.708572,   17.298986,   84.850281
  245.479996,   -1.289842,  -67.602882,    0.793048,   17.330708,   84.933594
  245.519989,   -1.281735,  -67.654152,    0.876867,   17.365782,   85.019936
  245.559998,   -1.273954,  -67.705109,    0.959938,   17.404179,   85.109283
  245.599991,   -1.266436,  -67.755768,    1.042157,   17.445866,   85.201630
  245.639999,   -1.259121,  -67.806129,    1.123406,   17.490803,   85.296936
  245.679993,   -1.251951,  -67.856209,    1.203551,   17.538944,   85.395157
  245.720001,   -1.244871,  -67.906006,    1.282443,   17.590242,   85.496246
  245.759995,   -1.237826,  -67.955521,    1.359920,   17.644640,   85.600159
  245.799988,   -1.230767,  -68.004753,    1.435800,   17.702072,   85.706825
  245.839996,   -1.223645,  -68.053696,    1.509892,   17.762468,   85.816162
  245.879990,   -1.216416,  -68.102356,    1.581985,   17.825748,   85.928101
  245.919998,   -1.209038,  -68.150719,    1.651860,   17.891823,   86.042542
  245.959991,   -1.201473,  -68.198776,    1.719284,   17.960594,   86.159370
  246.000000,   -1.193687,  -68.246521,    1.784019,   18.031956,   86.278473
  246.039993,   -1.185648,  -68.293945,    1.845818,   18.105789,   86.399734
  246.080002,   -1.177327,  -68.341042,    1.904433,   18.181967,   86.523010
  246.119995,   -1.168702,  -68.387787,    1.959619,   18.260351,   86.648140
  246.159988,   -1.159751,  -68.434174,    2.011134,   18.340797,   86.774971
  246.199997,   -1.150458,  -68.480194,    2.058747,   18.423147,   86.903343
  246.239990,   -1.140812,  -68.525826,    2.102242,   18.507236,   87.033066
  246.279999,   -1.130802,  -68.571060,    2.141421,   18.592894,   87.163956
  246.319992,   -1.120423,  -68.615875,    2.176110,   18.679937,   87.295815
  246.360001,   -1.109676,  -68.660263,    2.206164,   18.768185,   87.428452
  246.399994,   -1.098563,  -68.704208,    2.231468,   18.857443,   87.561653
  246.439987,   -1.087089,  -68.747688,    2.251940,   18.947521,   87.695206
  246.479996,   -1.075266,  -68.790695,    2.267539,   19.038223,   87.828918
  246.519989,   -1.063105,  -68.833221,    2.278260,   19.129354,   87.962578
  246.559998,   -1.050622,  -68.875244,    2.284137,   19.220720,   88.095963
  246.599991,   -1.037838,  -68.916756,    2.285243,   19.312130,   88.228882
  246.639999,   -1.024775,  -68.957748,    2.281690,   19.403399,   88.361145
  246.679993,   -1.011456,  -68.998207,    2.273623,   19.494343,   88.492554
  246.720001,   -0.997908,  -69.038124,    2.261222,   19.584791,   88.622917
  246.759995,   -0.984162,  -69.077492,    2.244694,   19.674580,   88.752075
  246.799988,   -0.970246,  -69.116302,    2.224270,   19.763550,   88.879852
  246.839996,   -0.956195,  -69.154549,    2.200204,   19.851559,   89.006104
  246.879990,   -0.942041,  -69.192230,    2.172762,   19.938469,   89.130699
  246.919998,   -0.927820,  -69.229340,    2.142225,   20.024158,   89.253494
  246.959991,   -0.913567,  -69.265884,    2.108874,   20.108513,   89.374397
  247.000000,   -0.899318,  -69.301857,    2.072996,   20.191433,   89.493286
  247.039993,   -0.885108,  -69.337265,    2.034875,   20.272827,   89.610092
  247.080002,   -0.870974,  -69.372101,    1.994787,   20.352619,   89.724716
  247.119995,   -0.856953,  -69.406380,    1.952999,   20.430738,   89.837120
  247.159988,   -0.843079,  -69.440102,    1.909766,   20.507130,   89.947235
  247.199997,   -0.829387,  -69.473274,    1.865327,   20.581743,   90.055016
  247.239990,   -0.815912,  -69.505913,    1.819908,   20.654539,   90.160454
  247.279999,   -0.802686,  -69.538017,    1.773714,   20.725487,   90.263504
  247.319992,   -0.789741,  -69.569611,    1.726935,   20.794563,   90.364174
  247.360001,   -0.777107,  -69.600693,    1.679740,   20.861753,   90.462448
  247.399994,   -0.764814,  -69.631287,    1.632282,   20.927044,   90.558334
  247.439987,   -0.752889,  -69.661400,    1.584694,   20.990431,   90.651833
  247.479996,   -0.741357,  -69.691055,    1.537092,   21.051914,   90.742966
  247.519989,   -0.730243,  -69.720268,    1.489578,   21.111498,   90.831764
  247.559998,   -0.719567,  -69.749054,    1.442235,   21.169188,   90.918243
  247.599991,   -0.709351,  -69.777428,    1.395133,   21.224993,   91.002419
  247.639999,   -0.699612,  -69.805412,    1.348328,   21.278925,   91.084335
  247.679993,   -0.690367,  -69.833031,    1.301864,   21.330999,   91.164032
  247.720001,   -0.681629,  -69.860298,    1.255773,   21.381229,   91.241531
  247.759995,   -0.673412,  -69.887238,    1.210077,   21.429632,   91.316872
  247.799988,   -0.665725,  -69.913864,    1.164789,   21.476223,   91.390091
  247.839996,   -0.658577,  -69.940208,    1.119916,   21.521019,   91.461227
  247.879990,   -0.651974,  -69.966286,    1.075456,   21.564037,   91.530319
  247.919998,   -0.645920,  -69.992119,    1.031400,   21.605293,   91.597412
  247.959991,   -0.640420,  -70.017738,    0.987736,   21.644802,   91.662537
  248.000000,   -0.635474,  -70.043159,    0.944448,   21.682581,   91.725739
  248.039993,   -0.631080,  -70.068405,    0.901514,   21.718641,   91.787048
  248.080002,   -0.627237,  -70.093498,    0.858911,   21.752998,   91.846497
  248.119995,   -0.623940,  -70.118454,    0.816614,   21.785664,   91.904114
  248.159988,   -0.621185,  -70.143303,    0.774594,   21.816647,   91.959946
  248.199997,   -0.618963,  -70.168060,    0.732823,   21.845959,   92.014023
  248.239990,   -0.617269,  -70.192749,    0.691270,   21.873610,   92.066360
  248.279999,   -0.616091,  -70.217392,    0.649905,   21.899607,   92.116997
  248.319992,   -0.615419,  -70.242012,    0.608697,   21.923954,   92.165970
  248.360001,   -0.615243,  -70.266624,    0.567615,   21.946659,   92.213287
  248.399994,   -0.615549,  -70.291245,    0.526628,   21.967724,   92.258972
  248.439987,   -0.616324,  -70.315895,    0.485705,   21.987152,   92.303047
  248.479996,   -0.617555,  -70.340599,    0.444816,   22.004944,   92.345543
  248.519989,   -0.619227,  -70.365372,    0.403932,   22.021101,   92.386475
  248.559998,   -0.621323,  -70.390228,    0.363024,   22.035622,   92.425850
  248.599991,   -0.623829,  -70.415184,    0.322062,   22.048504,   92.463684
  248.639999,   -0.626729,  -70.440254,    0.281020,   22.059744,   92.500000
  248.679993,   -0.630006,  -70.465454,    0.239869,   22.069338,   92.534790
  248.720001,   -0.633643,  -70.490799,    0.198584,   22.077282,   92.568085
  248.759995,   -0.637625,  -70.516304,    0.157137,   22.083567,   92.599869
  248.799988,   -0.641934,  -70.541985,    0.115504,   22.088186,   92.630173
  248.839996,   -0.646554,  -70.567848,    0.073657,   22.091133,   92.658981
  248.879990,   -0.651468,  -70.593910,    0.031573,   22.092396,   92.686310
  248.919998,   -0.656662,  -70.620178,   -0.010774,   22.091965,   92.712143
  248.959991,   -0.662118,  -70.646660,   -0.053410,   22.089828,   92.736488
  249.000000,   -0.667821,  -70.673370,   -0.096360,   22.085974,   92.759346
  249.039993,   -0.673758,  -70.700317,   -0.139649,   22.080387,   92.780701
  249.080002,   -0.679912,  -70.727516,   -0.183302,   22.073055,   92.800568
  249.119995,   -0.686271,  -70.754967,   -0.227347,   22.063961,   92.818924
  249.159988,   -0.692822,  -70.782677,   -0.271810,   22.053089,   92.835770
  249.199997,   -0.699552,  -70.810661,   -0.316719,   22.040421,   92.851082
  249.239990,   -0.706449,  -70.838921,   -0.362101,   22.025936,   92.864853
  249.279999,   -0.713504,  -70.867462,   -0.407984,   22.009617,   92.877075
  249.319992,   -0.720705,  -70.896294,   -0.454400,   21.991442,   92.887733
  249.360001,   -0.728044,  -70.925415,   -0.501377,   21.971386,   92.896805
  249.399994,   -0.735513,  -70.954834,   -0.548948,   21.949429,   92.904266
  249.439987,   -0.743105,  -70.984558,   -0.597142,   21.925543,   92.910103
  249.479996,   -0.750813,  -71.014587,   -0.645993,   21.899704,   92.914291
  249.519989,   -0.758632,  -71.044930,   -0.695532,   21.871883,   92.916809
  249.559998,   -0.766559,  -71.075592,   -0.745793,   21.842052,   92.917648
  249.599991,   -0.774589,  -71.106575,   -0.796807,   21.810181,   92.916756
  249.639999,   -0.782722,  -71.137886,   -0.848606,   21.776236,   92.914124
  249.679993,   -0.790956,  -71.169525,   -0.901221,   21.740187,   92.909714
  249.720001,   -0.799291,  -71.201500,   -0.954680,   21.702000,   92.903503
  249.759995,   -0.807728,  -71.233810,   -1.009010,   21.661640,   92.895447
  249.799988,   -0.816269,  -71.266464,   -1.064234,   21.619070,   92.885536
  249.839996,   -0.824917,  -71.299461,   -1.120373,   21.574255,   92.873718
  249.879990,   -0.833676,  -71.332809,   -1.177441,   21.527157,   92.859970
  249.919998,   -0.842552,  -71.366508,   -1.235447,   21.477739,   92.844246
  249.959991,   -0.851549,  -71.400574,   -1.294390,   21.425964,   92.826538
  250.000000,   -0.860676,  -71.434998,   -1.354264,   21.371794,   92.806793
  250.039993,   -0.869939,  -71.469795,   -1.415051,   21.315191,   92.784988
  250.080002,   -0.879348,  -71.504967,   -1.476720,   21.256123,   92.761093
  250.119995,   -0.888912,  -71.540520,   -1.539228,   21.194553,   92.735077
  250.159988,   -0.898641,  -71.576462,   -1.602514,   21.130453,   92.706917
  250.199997,   -0.908546,  -71.612801,   -1.666500,   21.063793,   92.676590
  250.239990,   -0.918639,  -71.649544,   -1.731089,   20.994549,   92.644089
  250.279999,   -0.928932,  -71.686699,   -1.796162,   20.922703,   92.609406
  250.319992,   -0.939438,  -71.724274,   -1.861574,   20.848240,   92.572510
  250.360001,   -0.950171,  -71.762283,   -1.927159,   20.771154,   92.533440
  250.399994,   -0.961143,  -71.800728,   -1.992719,   20.691446,   92.492172
  250.439987,   -0.972369,  -71.839622,   -2.058032,   20.609125,   92.448746
  250.479996,   -0.983863,  -71.878975,   -2.122845,   20.524212,   92.403183
  250.519989,   -0.995640,  -71.918800,   -2.186878,   20.436737,   92.355537
  250.559998,   -1.007714,  -71.959106,   -2.249822,   20.346745,   92.305847
  250.599991,   -1.020099,  -71.999908,   -2.311340,   20.254292,   92.254196
  250.639999,   -1.032809,  -72.041222,   -2.371074,   20.159449,   92.200668
  250.679993,   -1.045859,  -72.083054,   -2.428644,   20.062304,   92.145355
  250.720001,   -1.059261,  -72.125427,   -2.483652,   19.962957,   92.088387
  250.759995,   -1.073028,  -72.168350,   -2.535691,   19.861530,   92.029877
  250.799988,   -1.087172,  -72.211838,   -2.584351,   19.758156,   91.969994
  250.839996,   -1.101703,  -72.255905,   -2.629224,   19.652987,   91.908890
  250.879990,   -1.116629,  -72.300568,   -2.669915,   19.546190,   91.846756
  250.919998,   -1.131960,  -72.345848,   -2.706047,   19.437948,   91.783798
  250.959991,   -1.147700,  -72.391754,   -2.737276,   19.328457,   91.720215
  251.000000,   -1.163853,  -72.438309,   -2.763294,   19.217926,   91.656235
  251.039993,   -1.180421,  -72.485527,   -2.783839,   19.106573,   91.592102
  251.080002,   -1.197403,  -72.533424,   -2.798707,   18.994625,   91.528046
  251.119995,   -1.214796,  -72.582016,   -2.807747,   18.882315,   91.464333
  251.159988,   -1.232590,  -72.631317,   -2.810879,   18.769880,   91.401199
  251.199997,   -1.250775,  -72.681351,   -2.808085,   18.657557,   91.338905
  251.239990,   -1.269337,  -72.732124,   -2.799416,   18.545580,   91.277702
  251.279999,   -1.288254,  -72.783653,   -2.784990,   18.434181,   91.217834
  251.319992,   -1.307503,  -72.835953,   -2.764986,   18.323582,   91.159531
  251.360001,   -1.327054,  -72.889038,   -2.739641,   18.213997,   91.103035
  251.399994,   -1.346871,  -72.942909,   -2.709244,   18.105627,   91.048538
  251.439987,   -1.366912,  -72.997589,   -2.674126,   17.998663,   90.996254
  251.479996,   -1.387129,  -73.053078,   -2.634654,   17.893276,   90.946350
  251.519989,   -1.407469,  -73.109375,   -2.591222,   17.789627,   90.899002
  251.559998,   -1.427868,  -73.166489,   -2.544237,   17.687857,   90.854347
  251.599991,   -1.448259,  -73.224419,   -2.494119,   17.588093,   90.812515
  251.639999,   -1.468563,  -73.283157,   -2.441284,   17.490442,   90.773598
  251.679993,   -1.488696,  -73.342705,   -2.386145,   17.394997,   90.737701
  251.720001,   -1.508565,  -73.403046,   -2.329097,   17.301832,   90.704880
  251.759995,   -1.528070,  -73.464165,   -2.270519,   17.211012,   90.675179
  251.799988,   -1.547103,  -73.526047,   -2.210769,   17.122581,   90.648628
  251.839996,   -1.565547,  -73.588669,   -2.150176,   17.036575,   90.625244
  251.879990,   -1.583280,  -73.652000,   -2.089041,   16.953014,   90.605011
  251.919998,   -1.600171,  -73.716011,   -2.027639,   16.871908,   90.587921
  251.959991,   -1.616085,  -73.780655,   -1.966211,   16.793261,   90.573914
  252.000000,   -1.630881,  -73.845894,   -1.904972,   16.717062,   90.562958
  252.039993,   -1.644413,  -73.911667,   -1.844109,   16.643297,   90.554962
  252.080002,   -1.656533,  -73.977928,   -1.783779,   16.571945,   90.549873
  252.119995,   -1.667090,  -74.044609,   -1.724117,   16.502981,   90.547592
  252.159988,   -1.675935,  -74.111649,   -1.665232,   16.436373,   90.548019
  252.199997,   -1.682915,  -74.178963,   -1.607211,   16.372084,   90.551048
  252.239990,   -1.687885,  -74.246475,   -1.550124,   16.310080,   90.556557
  252.279999,   -1.690701,  -74.314102,   -1.494021,   16.250319,   90.564423
  252.319992,   -1.691226,  -74.381752,   -1.438938,   16.192760,   90.574509
  252.360001,   -1.689331,  -74.449326,   -1.384896,   16.137365,   90.586693
  252.399994,   -1.684897,  -74.516724,   -1.331906,   16.084089,   90.600815
  252.439987,   -1.677813,  -74.583839,   -1.279968,   16.032890,   90.616730
  252.479996,   -1.667986,  -74.650558,   -1.229075,   15.983727,   90.634285
  252.519989,   -1.655331,  -74.716774,   -1.179210,   15.936558,   90.653336
  252.559998,   -1.639784,  -74.782364,   -1.130354,   15.891344,   90.673706
  252.599991,   -1.621294,  -74.847214,   -1.082482,   15.848045,   90.695259
  252.639999,   -1.599825,  -74.911209,   -1.035564,   15.806623,   90.717834
  252.679993,   -1.575363,  -74.974220,   -0.989571,   15.767040,   90.741257
  252.720001,   -1.547908,  -75.036133,   -0.944469,   15.729261,   90.765396
  252.759995,   -1.517478,  -75.096832,   -0.900226,   15.693253,   90.790085
  252.799988,   -1.484110,  -75.156197,   -0.856806,   15.658979,   90.815178
  252.839996,   -1.447854,  -75.214111,   -0.814177,   15.626411,   90.840523
  252.879990,   -1.408780,  -75.270462,   -0.772305,   15.595520,   90.865982
  252.919998,   -1.366967,  -75.325142,   -0.731158,   15.566275,   90.891418
  252.959991,   -1.322513,  -75.378044,   -0.690703,   15.538647,   90.916687
  253.000000,   -1.275526,  -75.429062,   -0.650913,   15.512609,   90.941673
  253.039993,   -1.226123,  -75.478104,   -0.611757,   15.488140,   90.966248
  253.080002,   -1.174434,  -75.525078,   -0.573211,   15.465212,   90.990288
  253.119995,   -1.120593,  -75.569901,   -0.535248,   15.443802,   91.013702
  253.159988,   -1.064743,  -75.612488,   -0.497846,   15.423887,   91.036377
  253.199997,   -1.007030,  -75.652771,   -0.460983,   15.405447,   91.058220
  253.239990,   -0.947607,  -75.690674,   -0.424641,   15.388462,   91.079132
  253.279999,   -0.886625,  -75.726135,   -0.388801,   15.372910,   91.099045
  253.319992,   -0.824240,  -75.759102,   -0.353447,   15.358772,   91.117874
  253.360001,   -0.760608,  -75.789528,   -0.318566,   15.346029,   91.135559
  253.399994,   -0.695882,  -75.817360,   -0.284144,   15.334663,   91.152023
  253.439987,   -0.630218,  -75.842567,   -0.250169,   15.324657,   91.167221
  253.479996,   -0.563767,  -75.865120,   -0.216633,   15.315992,   91.181114
  253.519989,   -0.496681,  -75.884987,   -0.183526,   15.308651,   91.193634
  253.559998,   -0.429107,  -75.902153,   -0.150840,   15.302618,   91.204773
  253.599991,   -0.361191,  -75.916603,   -0.118570,   15.297874,   91.214478
  253.639999,   -0.293078,  -75.928329,   -0.086708,   15.294407,   91.222733
  253.679993,   -0.224908,  -75.937325,   -0.055251,   15.292196,   91.229523
  253.720001,   -0.156820,  -75.943596,   -0.024193,   15.291229,   91.234825
  253.759995,   -0.088952,  -75.947151,    0.006469,   15.291489,   91.238640
  253.799988,   -0.021439,  -75.948006,    0.036739,   15.292957,   91.240967
  253.839996,    0.045586,  -75.946182,    0.066620,   15.295622,   91.241806
  253.879990,    0.111991,  -75.941704,    0.096115,   15.299467,   91.241173
  253.919998,    0.177646,  -75.934601,    0.125227,   15.304476,   91.239075
  253.959991,    0.242420,  -75.924904,    0.153960,   15.310635,   91.235535
  254.000000,    0.306184,  -75.912659,    0.182316,   15.317926,   91.230583
  254.039993,    0.368811,  -75.897903,    0.210300,   15.326338,   91.224243
  254.080002,    0.430172,  -75.880699,    0.237915,   15.335854,   91.216553
  254.119995,    0.490140,  -75.861092,    0.265165,   15.346460,   91.207550
  254.159988,    0.548588,  -75.839149,    0.292056,   15.358143,   91.197296
  254.199997,    0.605392,  -75.814934,    0.318592,   15.370886,   91.185822
  254.239990,    0.660426,  -75.788513,    0.344780,   15.384678,   91.173187
  254.279999,    0.713566,  -75.759972,    0.370626,   15.399504,   91.159477
  254.319992,    0.764691,  -75.729385,    0.396137,   15.415350,   91.144737
  254.360001,    0.813683,  -75.696838,    0.421322,   15.432203,   91.129044
  254.399994,    0.860423,  -75.662422,    0.446188,   15.450050,   91.112473
  254.439987,    0.904799,  -75.626228,    0.470744,   15.468880,   91.095108
  254.479996,    0.946702,  -75.588364,    0.495002,   15.488680,   91.077042
  254.519989,    0.986029,  -75.548920,    0.518970,   15.509439,   91.058357
  254.559998,    1.022681,  -75.508011,    0.542662,   15.531145,   91.039154
  254.599991,    1.056566,  -75.465752,    0.566089,   15.553789,   91.019539
  254.639999,    1.087600,  -75.422249,    0.589262,   15.577360,   90.999611
  254.679993,    1.115708,  -75.377617,    0.612196,   15.601849,   90.979462
  254.720001,    1.140821,  -75.331985,    0.634904,   15.627245,   90.959229
  254.759995,    1.162882,  -75.285469,    0.657399,   15.653542,   90.939011
  254.799988,    1.181843,  -75.238197,    0.679696,   15.680729,   90.918930
  254.839996,    1.197667,  -75.190292,    0.701809,   15.708801,   90.899094
  254.879990,    1.210328,  -75.141876,    0.723752,   15.737751,   90.879623
  254.919998,    1.219810,  -75.093086,    0.745541,   15.767572,   90.860657
  254.959991,    1.226108,  -75.044044,    0.767188,   15.798260,   90.842300
  255.000000,    1.229231,  -74.994873,    0.788708,   15.829807,   90.824677
  255.039993,    1.229195,  -74.945702,    0.810115,   15.862211,   90.807915
  255.080002,    1.226029,  -74.896660,    0.831421,   15.895468,   90.792130
  255.119995,    1.219769,  -74.847870,    0.852639,   15.929573,   90.777443
  255.159988,    1.210465,  -74.799454,    0.873780,   15.964525,   90.763977
  255.199997,    1.198171,  -74.751526,    0.894855,   16.000319,   90.751846
  255.239990,    1.182949,  -74.704208,    0.915871,   16.036953,   90.741165
  255.279999,    1.164871,  -74.657616,    0.936835,   16.074427,   90.732040
  255.319992,    1.144011,  -74.611855,    0.957753,   16.112738,   90.724594
  255.360001,    1.120450,  -74.567039,    0.978629,   16.151882,   90.718918
  255.399994,    1.094271,  -74.523270,    0.999462,   16.191860,   90.715134
  255.439987,    1.065560,  -74.480644,    1.020250,   16.232670,   90.713318
  255.479996,    1.034405,  -74.439270,    1.040989,   16.274309,   90.713577
  255.519989,    1.000896,  -74.399231,    1.061672,   16.316776,   90.716003
  255.559998,    0.965120,  -74.360626,    1.082288,   16.360067,   90.720695
  255.599991,    0.927166,  -74.323540,    1.102822,   16.404181,   90.727722
  255.639999,    0.887120,  -74.288055,    1.123254,   16.449110,   90.737167
  255.679993,    0.845065,  -74.254250,    1.143563,   16.494852,   90.749100
  255.720001,    0.801081,  -74.222206,    1.163721,   16.541401,   90.763611
  255.759995,    0.755248,  -74.191994,    1.183696,   16.588749,   90.780746
  255.799988,    0.707639,  -74.163689,    1.203450,   16.636887,   90.800575
  255.839996,    0.658325,  -74.137352,    1.222943,   16.685804,   90.823158
  255.879990,    0.607372,  -74.113060,    1.242127,   16.735489,   90.848549
  255.919998,    0.554844,  -74.090866,    1.260949,   16.785927,   90.876793
  255.959991,    0.500798,  -74.070831,    1.279352,   16.837101,   90.907928
  256.000000,    0.445292,  -74.053017,    1.297271,   16.888992,   90.942009
  256.040009,    0.388378,  -74.037483,    1.314640,   16.941578,   90.979065
  256.079987,    0.330105,  -74.024277,    1.331383,   16.994833,   91.019112
  256.119995,    0.270521,  -74.013458,    1.347421,   17.048729,   91.062187
  256.160004,    0.209668,  -74.005074,    1.362671,   17.103235,   91.108307
  256.199982,    0.147592,  -73.999168,    1.377045,   17.158318,   91.157486
  256.239990,    0.084334,  -73.995796,    1.390450,   17.213936,   91.209732
  256.279999,    0.019936,  -73.994995,    1.402790,   17.270048,   91.265045
  256.320007,   -0.045561,  -73.996819,    1.413966,   17.326607,   91.323425
  256.359985,   -0.112112,  -74.001305,    1.423877,   17.383562,   91.384865
  256.399994,   -0.179674,  -74.008492,    1.432421,   17.440859,   91.449348
  256.440002,   -0.248198,  -74.018417,    1.439494,   17.498438,   91.516853
  256.479980,   -0.317634,  -74.031120,    1.444994,   17.556238,   91.587357
  256.519989,   -0.387925,  -74.046638,    1.448821,   17.614191,   91.660828
  256.559998,   -0.459010,  -74.065002,    1.450876,   17.672226,   91.737228
  256.600006,   -0.530823,  -74.086235,    1.451063,   17.730268,   91.816505
  256.639984,   -0.603289,  -74.110367,    1.449293,   17.788240,   91.898605
  256.679993,   -0.676326,  -74.137421,    1.445480,   17.846060,   91.983482
  256.720001,   -0.749842,  -74.167412,    1.439548,   17.903643,   92.071053
  256.759979,   -0.823737,  -74.200363,    1.431425,   17.960899,   92.161263
  256.799988,   -0.897899,  -74.236282,    1.421052,   18.017742,   92.254028
  256.839996,   -0.972205,  -74.275169,    1.408377,   18.074078,   92.349243
  256.880005,   -1.046522,  -74.317032,    1.393359,   18.129812,   92.446846
  256.919983,   -1.120702,  -74.361862,    1.375968,   18.184851,   92.546715
  256.959991,   -1.194587,  -74.409645,    1.356185,   18.239098,   92.648743
  257.000000,   -1.268006,  -74.460365,    1.334004,   18.292458,   92.752823
  257.040009,   -1.340775,  -74.514000,    1.309431,   18.344835,   92.858833
  257.079987,   -1.412702,  -74.570511,    1.282483,   18.396135,   92.966644
  257.119995,   -1.483581,  -74.629852,    1.253191,   18.446262,   93.076111
  257.160004,   -1.553200,  -74.691978,    1.221595,   18.495127,   93.187103
  257.199982,   -1.621338,  -74.756828,    1.187749,   18.542637,   93.299469
  257.239990,   -1.687769,  -74.824341,    1.151717,   18.588705,   93.413048
  257.279999,   -1.752267,  -74.894432,    1.113572,   18.633247,   93.527679
  257.320007,   -1.814604,  -74.967018,    1.073398,   18.676184,   93.643204
  257.359985,   -1.874558,  -75.042000,    1.031287,   18.717436,   93.759438
  257.399994,   -1.931913,  -75.119278,    0.987339,   18.756929,   93.876205
  257.440002,   -1.986465,  -75.198738,    0.941661,   18.794596,   93.993332
  257.479980,   -2.038027,  -75.280258,    0.894368,   18.830370,   94.110626
  257.519989,   -2.086428,  -75.363716,    0.845576,   18.864193,   94.227905
  257.559998,   -2.131524,  -75.448975,    0.795410,   18.896009,   94.344986
  257.600006,   -2.173198,  -75.535904,    0.743997,   18.925770,   94.461670
  257.639984,   -2.211360,  -75.624359,    0.691465,   18.953428,   94.577789
  257.679993,   -2.245957,  -75.714195,    0.637946,   18.978947,   94.693146
  257.720001,   -2.276970,  -75.805275,    0.583574,   19.002289,   94.807564
  257.759979,   -2.304419,  -75.897453,    0.528482,   19.023428,   94.920883
  257.799988,   -2.328359,  -75.990585,    0.472806,   19.042339,   95.032928
  257.839996,   -2.348886,  -76.084541,    0.416681,   19.059006,   95.143547
  257.880005,   -2.366132,  -76.179184,    0.360239,   19.073416,   95.252602
  257.919983,   -2.380265,  -76.274391,    0.303615,   19.085560,   95.359955
  257.959991,   -2.391486,  -76.370049,    0.246942,   19.095438,   95.465485
  258.000000,   -2.400027,  -76.466049,    0.190350,   19.103052,   95.569099
  258.040009,   -2.406148,  -76.562294,    0.133970,   19.108412,   95.670708
  258.079987,   -2.410131,  -76.658699,    0.077931,   19.111528,   95.770226
  258.119995,   -2.412278,  -76.755188,    0.022359,   19.112423,   95.867615
  258.160004,   -2.412904,  -76.851707,   -0.032619,   19.111118,   95.962830
  258.199982,   -2.412335,  -76.948204,   -0.086880,   19.107643,   96.055847
