temp,omega1,theta1,omega2,theta2,theta2-theta1
   96.159996,    2.412395,  -71.323517,    2.978830,  -58.053493,   13.270023
   96.199997,    2.446247,  -71.225670,    3.019324,  -57.932720,   13.292950
   96.239998,    2.480775,  -71.126442,    3.057698,  -57.810413,   13.316029
   96.279999,    2.515668,  -71.025818,    3.093363,  -57.686680,   13.339138
   96.320000,    2.550585,  -70.923798,    3.125726,  -57.561649,   13.362148
   96.360001,    2.585155,  -70.820389,    3.154209,  -57.435482,   13.384907
   96.400002,    2.618981,  -70.715630,    3.178262,  -57.308353,   13.407276
   96.439995,    2.651645,  -70.609566,    3.197372,  -57.180458,   13.429108
   96.479996,    2.682706,  -70.502258,    3.211082,  -57.052013,   13.450245
   96.519997,    2.711716,  -70.393791,    3.219001,  -56.923252,   13.470539
   96.559998,    2.738216,  -70.284264,    3.220815,  -56.794418,   13.489845
   96.599998,    2.761751,  -70.173790,    3.216298,  -56.665768,   13.508022
   96.639999,    2.781873,  -70.062515,    3.205315,  -56.537556,   13.524960
   96.680000,    2.798155,  -69.950592,    3.187828,  -56.410042,   13.540550
   96.720001,    2.810193,  -69.838181,    3.163893,  -56.283485,   13.554695
   96.759995,    2.817622,  -69.725479,    3.133661,  -56.158138,   13.567341
   96.799995,    2.820119,  -69.612671,    3.097370,  -56.034245,   13.578426
   96.839996,    2.817414,  -69.499977,    3.055334,  -55.912033,   13.587944
   96.879997,    2.809291,  -69.387604,    3.007936,  -55.791718,   13.595886
   96.919998,    2.795600,  -69.275780,    2.955611,  -55.673492,   13.602287
   96.959999,    2.776254,  -69.164726,    2.898837,  -55.557537,   13.607189
   97.000000,    2.751234,  -69.054680,    2.838119,  -55.444012,   13.610668
   97.040001,    2.720586,  -68.945854,    2.773978,  -55.333054,   13.612801
   97.079994,    2.684420,  -68.838478,    2.706936,  -55.224777,   13.613701
   97.119995,    2.642902,  -68.732765,    2.637509,  -55.119278,   13.613487
   97.159996,    2.596255,  -68.628914,    2.566193,  -55.016632,   13.612282
   97.199997,    2.544745,  -68.527122,    2.493460,  -54.916893,   13.610229
   97.239998,    2.488675,  -68.427574,    2.419753,  -54.820103,   13.607471
   97.279999,    2.428381,  -68.330437,    2.345476,  -54.726284,   13.604153
   97.320000,    2.364217,  -68.235870,    2.270999,  -54.635445,   13.600426
   97.360001,    2.296550,  -68.144005,    2.196649,  -54.547577,   13.596428
   97.400002,    2.225753,  -68.054977,    2.122717,  -54.462669,   13.592308
   97.439995,    2.152196,  -67.968887,    2.049454,  -54.380692,   13.588196
   97.479996,    2.076239,  -67.885841,    1.977073,  -54.301609,   13.584232
   97.519997,    1.998230,  -67.805916,    1.905754,  -54.225380,   13.580536
   97.559998,    1.918497,  -67.729179,    1.835644,  -54.151955,   13.577225
   97.599998,    1.837347,  -67.655685,    1.766863,  -54.081280,   13.574406
   97.639999,    1.755062,  -67.585480,    1.699500,  -54.013298,   13.572182
   97.680000,    1.671901,  -67.518600,    1.633625,  -53.947952,   13.570648
   97.720001,    1.588092,  -67.455078,    1.569284,  -53.885181,   13.569897
   97.759995,    1.503841,  -67.394928,    1.506508,  -53.824921,   13.570007
   97.799995,    1.419327,  -67.338158,    1.445312,  -53.767109,   13.571049
   97.839996,    1.334702,  -67.284767,    1.385696,  -53.711681,   13.573086
   97.879997,    1.250097,  -67.234764,    1.327653,  -53.658577,   13.576187
   97.919998,    1.165618,  -67.188141,    1.271165,  -53.607731,   13.580410
   97.959999,    1.081354,  -67.144890,    1.216208,  -53.559082,   13.585808
   98.000000,    0.997372,  -67.104996,    1.162753,  -53.512573,   13.592422
   98.040001,    0.913725,  -67.068443,    1.110765,  -53.468143,   13.600300
   98.079994,    0.830448,  -67.035225,    1.060210,  -53.425735,   13.609489
   98.119995,    0.747564,  -67.005325,    1.011049,  -53.385292,   13.620033
   98.159996,    0.665085,  -66.978722,    0.963245,  -53.346764,   13.631958
   98.199997,    0.583011,  -66.955399,    0.916759,  -53.310093,   13.645306
   98.239998,    0.501335,  -66.935349,    0.871552,  -53.275230,   13.660118
   98.279999,    0.420042,  -66.918549,    0.827588,  -53.242126,   13.676422
   98.320000,    0.339110,  -66.904984,    0.784832,  -53.210732,   13.694252
   98.360001,    0.258514,  -66.894646,    0.743249,  -53.181000,   13.713646
   98.400002,    0.178223,  -66.887520,    0.702808,  -53.152889,   13.734631
   98.439995,    0.098204,  -66.883591,    0.663478,  -53.126350,   13.757240
   98.479996,    0.018424,  -66.882851,    0.625234,  -53.101341,   13.781509
   98.519997,   -0.061153,  -66.885300,    0.588049,  -53.077820,   13.807480
   98.559998,   -0.140562,  -66.890923,    0.551900,  -53.055744,   13.835178
   98.599998,   -0.219838,  -66.899719,    0.516768,  -53.035072,   13.864647
   98.639999,   -0.299014,  -66.911682,    0.482634,  -53.015766,   13.895916
   98.680000,   -0.378119,  -66.926804,    0.449482,  -52.997787,   13.929016
   98.720001,   -0.457180,  -66.945091,    0.417299,  -52.981094,   13.963997
   98.759995,   -0.536218,  -66.966537,    0.386073,  -52.965652,   14.000885
   98.799995,   -0.615249,  -66.991150,    0.355796,  -52.951420,   14.039730
   98.839996,   -0.694282,  -67.018921,    0.326458,  -52.938362,   14.080559
   98.879997,   -0.773320,  -67.049850,    0.298055,  -52.926441,   14.123409
   98.919998,   -0.852354,  -67.083946,    0.270583,  -52.915619,   14.168327
   98.959999,   -0.931365,  -67.121201,    0.244039,  -52.905857,   14.215343
   99.000000,   -1.010325,  -67.161613,    0.218422,  -52.897121,   14.264492
   99.040001,   -1.089190,  -67.205177,    0.193733,  -52.889374,   14.315804
   99.079994,   -1.167902,  -67.251892,    0.169973,  -52.882576,   14.369316
   99.119995,   -1.246387,  -67.301750,    0.147146,  -52.876690,   14.425060
   99.159996,   -1.324555,  -67.354729,    0.125255,  -52.871681,   14.483047
   99.199997,   -1.402297,  -67.410820,    0.104305,  -52.867508,   14.543312
   99.239998,   -1.479481,  -67.470001,    0.084303,  -52.864136,   14.605865
   99.279999,   -1.555958,  -67.532242,    0.065254,  -52.861526,   14.670715
   99.320000,   -1.631556,  -67.597504,    0.047167,  -52.859638,   14.737865
   99.360001,   -1.706080,  -67.665749,    0.030049,  -52.858437,   14.807312
   99.400002,   -1.779314,  -67.736923,    0.013908,  -52.857880,   14.879044
   99.439995,   -1.851020,  -67.810966,   -0.001245,  -52.857929,   14.953037
   99.479996,   -1.920940,  -67.887802,   -0.015401,  -52.858543,   15.029259
   99.519997,   -1.988798,  -67.967354,   -0.028549,  -52.859684,   15.107670
   99.559998,   -2.054299,  -68.049522,   -0.040680,  -52.861313,   15.188210
   99.599998,   -2.117138,  -68.134209,   -0.051782,  -52.863384,   15.270824
   99.639999,   -2.177000,  -68.221291,   -0.061844,  -52.865856,   15.355434
   99.680000,   -2.233563,  -68.310631,   -0.070853,  -52.868690,   15.441940
   99.720001,   -2.286510,  -68.402092,   -0.078799,  -52.871841,   15.530251
   99.759995,   -2.335527,  -68.495514,   -0.085667,  -52.875267,   15.620247
   99.799995,   -2.380315,  -68.590729,   -0.091446,  -52.878925,   15.711803
   99.839996,   -2.420596,  -68.687553,   -0.096122,  -52.882771,   15.804783
   99.879997,   -2.456114,  -68.785797,   -0.099681,  -52.886757,   15.899040
   99.919998,   -2.486650,  -68.885262,   -0.102110,  -52.890842,   15.994419
   99.959999,   -2.512020,  -68.985741,   -0.103395,  -52.894978,   16.090763
  100.000000,   -2.532085,  -69.087021,   -0.103520,  -52.899117,   16.187904
  100.040001,   -2.546755,  -69.188889,   -0.102471,  -52.903214,   16.285675
  100.079994,   -2.555989,  -69.291130,   -0.100232,  -52.907223,   16.383907
  100.119995,   -2.559796,  -69.393524,   -0.096786,  -52.911095,   16.482430
  100.159996,   -2.558242,  -69.495857,   -0.092119,  -52.914780,   16.581078
  100.199997,   -2.551442,  -69.597916,   -0.086212,  -52.918228,   16.679688
  100.239998,   -2.539558,  -69.699501,   -0.079048,  -52.921391,   16.778111
  100.279999,   -2.522801,  -69.800415,   -0.070609,  -52.924213,   16.876202
  100.320000,   -2.501418,  -69.900475,   -0.060876,  -52.926647,   16.973827
  100.360001,   -2.475693,  -69.999504,   -0.049831,  -52.928642,   17.070862
  100.400002,   -2.445936,  -70.097343,   -0.037454,  -52.930141,   17.167202
  100.439995,   -2.412481,  -70.193840,   -0.023724,  -52.931091,   17.262749
  100.479996,   -2.375672,  -70.288864,   -0.008620,  -52.931435,   17.357430
  100.519997,   -2.335865,  -70.382301,    0.007879,  -52.931118,   17.451183
  100.559998,   -2.293417,  -70.474037,    0.025796,  -52.930088,   17.543949
  100.599998,   -2.248679,  -70.563988,    0.045154,  -52.928284,   17.635704
  100.639999,   -2.201994,  -70.652069,    0.065976,  -52.925644,   17.726425
  100.680000,   -2.153692,  -70.738220,    0.088286,  -52.922112,   17.816109
  100.720001,   -2.104086,  -70.822380,    0.112111,  -52.917625,   17.904755
  100.759995,   -2.053468,  -70.904518,    0.137475,  -52.912125,   17.992393
  100.799995,   -2.002109,  -70.984604,    0.164404,  -52.905548,   18.079056
  100.839996,   -1.950257,  -71.062614,    0.192926,  -52.897831,   18.164783
  100.879997,   -1.898137,  -71.138542,    0.223066,  -52.888908,   18.249634
  100.919998,   -1.845948,  -71.212379,    0.254854,  -52.878716,   18.333664
  100.959999,   -1.793867,  -71.284134,    0.288316,  -52.867184,   18.416950
  101.000000,   -1.742047,  -71.353813,    0.323481,  -52.854244,   18.499569
  101.040001,   -1.690621,  -71.421440,    0.360377,  -52.839828,   18.581612
  101.079994,   -1.639699,  -71.487030,    0.399032,  -52.823868,   18.663162
  101.119995,   -1.589375,  -71.550606,    0.439474,  -52.806290,   18.744316
  101.159996,   -1.539722,  -71.612198,    0.481729,  -52.787022,   18.825176
  101.199997,   -1.490798,  -71.671829,    0.525823,  -52.765987,   18.905842
  101.239998,   -1.442648,  -71.729538,    0.571781,  -52.743114,   18.986423
  101.279999,   -1.395303,  -71.785347,    0.619626,  -52.718330,   19.067017
  101.320000,   -1.348782,  -71.839302,    0.669379,  -52.691555,   19.147747
  101.360001,   -1.303095,  -71.891426,    0.721057,  -52.662712,   19.228714
  101.400002,   -1.258245,  -71.941757,    0.774674,  -52.631725,   19.310032
  101.439995,   -1.214224,  -71.990326,    0.830240,  -52.598515,   19.391811
  101.479996,   -1.171020,  -72.037170,    0.887759,  -52.563004,   19.474167
  101.519997,   -1.128618,  -72.082314,    0.947231,  -52.525116,   19.557198
  101.559998,   -1.086994,  -72.125793,    1.008644,  -52.484772,   19.641022
  101.599998,   -1.046126,  -72.167641,    1.071982,  -52.441891,   19.725750
  101.639999,   -1.005987,  -72.207878,    1.137217,  -52.396400,   19.811478
  101.680000,   -0.966548,  -72.246536,    1.204308,  -52.348228,   19.898308
  101.720001,   -0.927779,  -72.283646,    1.273203,  -52.297298,   19.986347
  101.759995,   -0.889651,  -72.319229,    1.343834,  -52.243546,   20.075684
  101.799995,   -0.852134,  -72.353317,    1.416115,  -52.186901,   20.166416
  101.839996,   -0.815197,  -72.385925,    1.489942,  -52.127304,   20.258621
  101.879997,   -0.778813,  -72.417076,    1.565192,  -52.064697,   20.352379
  101.919998,   -0.742953,  -72.446793,    1.641715,  -51.999027,   20.447765
  101.959999,   -0.707589,  -72.475098,    1.719342,  -51.930252,   20.544846
  102.000000,   -0.672697,  -72.502007,    1.797873,  -51.858337,   20.643669
  102.040001,   -0.638252,  -72.527534,    1.877084,  -51.783253,   20.744282
  102.079994,   -0.604232,  -72.551704,    1.956722,  -51.704983,   20.846722
  102.119995,   -0.570615,  -72.574532,    2.036505,  -51.623524,   20.951008
  102.159996,   -0.537384,  -72.596024,    2.116123,  -51.538879,   21.057144
  102.199997,   -0.504520,  -72.616203,    2.195241,  -51.451069,   21.165134
  102.239998,   -0.472008,  -72.635086,    2.273497,  -51.360130,   21.274956
  102.279999,   -0.439834,  -72.652679,    2.350510,  -51.266109,   21.386570
  102.320000,   -0.407987,  -72.668999,    2.425880,  -51.169075,   21.499924
  102.360001,   -0.376455,  -72.684059,    2.499197,  -51.069107,   21.614952
  102.399994,   -0.345231,  -72.697868,    2.570046,  -50.966305,   21.731564
  102.439995,   -0.314307,  -72.710442,    2.638016,  -50.860783,   21.849659
  102.479996,   -0.283678,  -72.721786,    2.702707,  -50.752674,   21.969112
  102.519997,   -0.253338,  -72.731918,    2.763742,  -50.642124,   22.089794
  102.559998,   -0.223285,  -72.740852,    2.820777,  -50.529293,   22.211559
  102.599998,   -0.193517,  -72.748596,    2.873508,  -50.414352,   22.334244
  102.639999,   -0.164033,  -72.755157,    2.921685,  -50.297485,   22.457672
  102.680000,   -0.134833,  -72.760551,    2.965118,  -50.178879,   22.581673
  102.720001,   -0.105918,  -72.764786,    3.003688,  -50.058731,   22.706055
  102.759995,   -0.077290,  -72.767876,    3.037348,  -49.937237,   22.830639
  102.799995,   -0.048950,  -72.769836,    3.066134,  -49.814590,   22.955246
  102.839996,   -0.020903,  -72.770676,    3.090160,  -49.690983,   23.079693
  102.879997,    0.006850,  -72.770401,    3.109622,  -49.566597,   23.203804
  102.919998,    0.034305,  -72.769028,    3.124796,  -49.441605,   23.327423
  102.959999,    0.061459,  -72.766571,    3.136028,  -49.316162,   23.450409
  103.000000,    0.088307,  -72.763039,    3.143731,  -49.190414,   23.572624
  103.040001,    0.114846,  -72.758446,    3.148376,  -49.064480,   23.693966
  103.079994,    0.141073,  -72.752800,    3.150481,  -48.938461,   23.814339
  103.119995,    0.166985,  -72.746124,    3.150599,  -48.812439,   23.933685
  103.159996,    0.192579,  -72.738419,    3.149310,  -48.686466,   24.051952
  103.199997,    0.217852,  -72.729706,    3.147205,  -48.560577,   24.169128
  103.239998,    0.242802,  -72.719994,    3.144881,  -48.434784,   24.285210
  103.279999,    0.267427,  -72.709297,    3.142924,  -48.309067,   24.400230
  103.320000,    0.291728,  -72.697632,    3.141905,  -48.183392,   24.514240
  103.360001,    0.315702,  -72.685005,    3.142369,  -48.057697,   24.627308
  103.399994,    0.339352,  -72.671432,    3.144825,  -47.931904,   24.739529
  103.439995,    0.362677,  -72.656929,    3.149744,  -47.805916,   24.851013
  103.479996,    0.385680,  -72.641502,    3.157546,  -47.679615,   24.961887
  103.519997,    0.408363,  -72.625168,    3.168601,  -47.552872,   25.072296
  103.559998,    0.430731,  -72.607941,    3.183220,  -47.425545,   25.182396
  103.599998,    0.452786,  -72.589828,    3.201651,  -47.297478,   25.292351
  103.639999,    0.474535,  -72.570847,    3.224077,  -47.168514,   25.402332
  103.680000,    0.495983,  -72.551010,    3.250604,  -47.038490,   25.512520
  103.720001,    0.517136,  -72.530327,    3.281266,  -46.907238,   25.623089
  103.759995,    0.538002,  -72.508804,    3.316014,  -46.774597,   25.734207
  103.799995,    0.558590,  -72.486458,    3.354715,  -46.640408,   25.846050
  103.839996,    0.578907,  -72.463303,    3.397147,  -46.504520,   25.958782
  103.879997,    0.598964,  -72.439346,    3.442997,  -46.366802,   26.072544
  103.919998,    0.618770,  -72.414597,    3.491855,  -46.227127,   26.187469
  103.959999,    0.638336,  -72.389061,    3.543220,  -46.085400,   26.303661
  104.000000,    0.657672,  -72.362755,    3.596493,  -45.941540,   26.421215
  104.040001,    0.676791,  -72.335686,    3.650991,  -45.795502,   26.540184
  104.079994,    0.695703,  -72.307861,    3.705945,  -45.647263,   26.660599
  104.119995,    0.714421,  -72.279282,    3.760513,  -45.496841,   26.782440
  104.159996,    0.732956,  -72.249962,    3.813800,  -45.344288,   26.905674
  104.199997,    0.751322,  -72.219910,    3.864868,  -45.189693,   27.030216
  104.239998,    0.769528,  -72.189125,    3.912767,  -45.033184,   27.155941
  104.279999,    0.787588,  -72.157623,    3.956557,  -44.874920,   27.282703
  104.320000,    0.805513,  -72.125404,    3.995338,  -44.715107,   27.410297
  104.360001,    0.823312,  -72.092468,    4.028282,  -44.553974,   27.538494
  104.399994,    0.840997,  -72.058830,    4.054662,  -44.391788,   27.667042
  104.439995,    0.858577,  -72.024490,    4.073880,  -44.228832,   27.795658
  104.479996,    0.876060,  -71.989449,    4.085492,  -44.065414,   27.924034
  104.519997,    0.893453,  -71.953712,    4.089226,  -43.901844,   28.051868
  104.559998,    0.910762,  -71.917282,    4.084997,  -43.738445,   28.178837
  104.599998,    0.927993,  -71.880165,    4.072907,  -43.575527,   28.304638
  104.639999,    0.945148,  -71.842361,    4.053241,  -43.413399,   28.428963
  104.680000,    0.962228,  -71.803871,    4.026456,  -43.252342,   28.551529
  104.720001,    0.979233,  -71.764702,    3.993161,  -43.092617,   28.672085
  104.759995,    0.996159,  -71.724854,    3.954091,  -42.934452,   28.790401
  104.799995,    1.013000,  -71.684334,    3.910080,  -42.778049,   28.906284
  104.839996,    1.029750,  -71.643143,    3.862030,  -42.623569,   29.019573
  104.879997,    1.046396,  -71.601288,    3.810879,  -42.471134,   29.130154
  104.919998,    1.062926,  -71.558769,    3.757574,  -42.320831,   29.237938
  104.959999,    1.079322,  -71.515594,    3.703042,  -42.172710,   29.342884
  105.000000,    1.095563,  -71.471771,    3.648169,  -42.026783,   29.444988
  105.040001,    1.111626,  -71.427307,    3.593781,  -41.883030,   29.544277
  105.079994,    1.127484,  -71.382210,    3.540632,  -41.741405,   29.640804
  105.119995,    1.143104,  -71.336487,    3.489389,  -41.601830,   29.734657
  105.159996,    1.158452,  -71.290146,    3.440628,  -41.464203,   29.825943
  105.199997,    1.173489,  -71.243210,    3.394830,  -41.328411,   29.914799
  105.239998,    1.188170,  -71.195686,    3.352378,  -41.194317,   30.001369
  105.279999,    1.202449,  -71.147591,    3.313565,  -41.061775,   30.085815
  105.320000,    1.216274,  -71.098938,    3.278586,  -40.930634,   30.168304
  105.360001,    1.229591,  -71.049751,    3.247551,  -40.800732,   30.249020
  105.399994,    1.242339,  -71.000061,    3.220481,  -40.671913,   30.328148
  105.439995,    1.254456,  -70.949883,    3.197320,  -40.544022,   30.405861
  105.479996,    1.265874,  -70.899246,    3.177933,  -40.416904,   30.482342
  105.519997,    1.276525,  -70.848183,    3.162117,  -40.290421,   30.557762
  105.559998,    1.286336,  -70.796730,    3.149599,  -40.164436,   30.632294
  105.599998,    1.295232,  -70.744919,    3.140050,  -40.038834,   30.706085
  105.639999,    1.303135,  -70.692795,    3.133080,  -39.913509,   30.779285
  105.680000,    1.309967,  -70.640396,    3.128251,  -39.788380,   30.852016
  105.720001,    1.315649,  -70.587769,    3.125080,  -39.663376,   30.924393
  105.759995,    1.320101,  -70.534966,    3.123049,  -39.538452,   30.996513
  105.799995,    1.323242,  -70.482033,    3.121605,  -39.413589,   31.068443
  105.839996,    1.324996,  -70.429031,    3.120178,  -39.288784,   31.140247
  105.879997,    1.325286,  -70.376022,    3.118182,  -39.164055,   31.211967
  105.919998,    1.324038,  -70.323059,    3.115028,  -39.039455,   31.283604
  105.959999,    1.321181,  -70.270210,    3.110136,  -38.915051,   31.355160
  106.000000,    1.316651,  -70.217545,    3.102940,  -38.790932,   31.426613
  106.040001,    1.310385,  -70.165131,    3.092906,  -38.667217,   31.497913
  106.079994,    1.302329,  -70.113037,    3.079539,  -38.544037,   31.569000
  106.119995,    1.292434,  -70.061340,    3.062391,  -38.421543,   31.639797
  106.159996,    1.280659,  -70.010117,    3.041074,  -38.299900,   31.710217
  106.199997,    1.266970,  -69.959435,    3.015265,  -38.179291,   31.780144
  106.239998,    1.251341,  -69.909378,    2.984715,  -38.059902,   31.849476
  106.279999,    1.233757,  -69.860031,    2.949248,  -37.941933,   31.918098
  106.320000,    1.214208,  -69.811462,    2.908768,  -37.825581,   31.985882
  106.360001,    1.192698,  -69.763756,    2.863254,  -37.711052,   32.052704
  106.399994,    1.169237,  -69.716988,    2.812763,  -37.598541,   32.118446
  106.439995,    1.143846,  -69.671234,    2.757418,  -37.488243,   32.182991
  106.479996,    1.116554,  -69.626572,    2.697408,  -37.380348,   32.246223
  106.519997,    1.087401,  -69.583076,    2.632977,  -37.275028,   32.308048
  106.559998,    1.056435,  -69.540817,    2.564415,  -37.172451,   32.368366
  106.599998,    1.023713,  -69.499870,    2.492050,  -37.072769,   32.427101
  106.639999,    0.989300,  -69.460297,    2.416236,  -36.976120,   32.484177
  106.680000,    0.953268,  -69.422165,    2.337347,  -36.882626,   32.539539
  106.720001,    0.915697,  -69.385536,    2.255765,  -36.792397,   32.593140
  106.759995,    0.876674,  -69.350471,    2.171874,  -36.705521,   32.644951
  106.799995,    0.836290,  -69.317017,    2.086050,  -36.622078,   32.694939
  106.839996,    0.794645,  -69.285233,    1.998658,  -36.542133,   32.743099
  106.879997,    0.751840,  -69.255157,    1.910046,  -36.465733,   32.789425
  106.919998,    0.707981,  -69.226837,    1.820540,  -36.392910,   32.833927
  106.959999,    0.663179,  -69.200310,    1.730442,  -36.323692,   32.876617
  107.000000,    0.617546,  -69.175606,    1.640029,  -36.258091,   32.917515
  107.040001,    0.571198,  -69.152756,    1.549551,  -36.196110,   32.956646
  107.079994,    0.524251,  -69.131783,    1.459231,  -36.137741,   32.994041
  107.119995,    0.476823,  -69.112709,    1.369265,  -36.082970,   33.029739
  107.159996,    0.429034,  -69.095551,    1.279825,  -36.031776,   33.063774
  107.199997,    0.381002,  -69.080307,    1.191057,  -35.984135,   33.096172
  107.239998,    0.332847,  -69.066994,    1.103086,  -35.940010,   33.126984
  107.279999,    0.284688,  -69.055603,    1.016014,  -35.899368,   33.156235
  107.320000,    0.236643,  -69.046135,    0.929926,  -35.862171,   33.183964
  107.360001,    0.188829,  -69.038582,    0.844888,  -35.828377,   33.210205
  107.399994,    0.141362,  -69.032928,    0.760950,  -35.797939,   33.234989
  107.439995,    0.094358,  -69.029152,    0.678151,  -35.770813,   33.258339
  107.479996,    0.047930,  -69.027237,    0.596515,  -35.746952,   33.280285
  107.519997,    0.002189,  -69.027153,    0.516058,  -35.726311,   33.300842
  107.559998,   -0.042756,  -69.028862,    0.436785,  -35.708839,   33.320023
  107.599998,   -0.086797,  -69.032333,    0.358695,  -35.694492,   33.337841
  107.639999,   -0.129830,  -69.037529,    0.281782,  -35.683220,   33.354309
  107.680000,   -0.171750,  -69.044395,    0.206032,  -35.674980,   33.369415
  107.720001,   -0.212460,  -69.052895,    0.131430,  -35.669724,   33.383171
  107.759995,   -0.251861,  -69.062965,    0.057958,  -35.667404,   33.395561
  107.799995,   -0.289860,  -69.074562,   -0.014404,  -35.667980,   33.406582
  107.839996,   -0.326365,  -69.087616,   -0.085678,  -35.671406,   33.416210
  107.879997,   -0.361289,  -69.102066,   -0.155883,  -35.677643,   33.424423
  107.919998,   -0.394549,  -69.117851,   -0.225041,  -35.686646,   33.431206
  107.959999,   -0.426063,  -69.134895,   -0.293168,  -35.698372,   33.436523
  108.000000,   -0.455756,  -69.153122,   -0.360281,  -35.712784,   33.440338
  108.040001,   -0.483556,  -69.172462,   -0.426391,  -35.729839,   33.442623
  108.079994,   -0.509396,  -69.192841,   -0.491507,  -35.749500,   33.443340
  108.119995,   -0.533213,  -69.214172,   -0.555633,  -35.771725,   33.442448
  108.159996,   -0.554949,  -69.236374,   -0.618767,  -35.796474,   33.439899
  108.199997,   -0.574552,  -69.259354,   -0.680902,  -35.823711,   33.435642
  108.239998,   -0.591974,  -69.283035,   -0.742022,  -35.853394,   33.429642
  108.279999,   -0.607173,  -69.307320,   -0.802108,  -35.885479,   33.421841
  108.320000,   -0.620114,  -69.332123,   -0.861129,  -35.919926,   33.412197
  108.360001,   -0.630764,  -69.357353,   -0.919047,  -35.956688,   33.400665
  108.399994,   -0.639100,  -69.382919,   -0.975817,  -35.995720,   33.387199
  108.439995,   -0.645101,  -69.408722,   -1.031381,  -36.036976,   33.371746
  108.479996,   -0.648754,  -69.434669,   -1.085675,  -36.080402,   33.354267
  108.519997,   -0.650051,  -69.460670,   -1.138621,  -36.125946,   33.334724
  108.559998,   -0.648990,  -69.486633,   -1.190134,  -36.173550,   33.313084
  108.599998,   -0.645573,  -69.512459,   -1.240118,  -36.223156,   33.289303
  108.639999,   -0.639809,  -69.538048,   -1.288467,  -36.274696,   33.263351
  108.680000,   -0.631712,  -69.563316,   -1.335065,  -36.328098,   33.235218
  108.720001,   -0.621300,  -69.588165,   -1.379786,  -36.383289,   33.204876
  108.759995,   -0.608595,  -69.612511,   -1.422499,  -36.440189,   33.172321
  108.799995,   -0.593626,  -69.636253,   -1.463061,  -36.498711,   33.137543
  108.839996,   -0.576425,  -69.659309,   -1.501325,  -36.558765,   33.100544
  108.879997,   -0.557027,  -69.681587,   -1.537141,  -36.620251,   33.061337
  108.919998,   -0.535471,  -69.703003,   -1.570351,  -36.683064,   33.019939
  108.959999,   -0.511801,  -69.723473,   -1.600799,  -36.747097,   32.976376
  109.000000,   -0.486062,  -69.742912,   -1.628329,  -36.812229,   32.930683
  109.040001,   -0.458303,  -69.761246,   -1.652787,  -36.878342,   32.882904
  109.079994,   -0.428576,  -69.778389,   -1.674024,  -36.945301,   32.833088
  109.119995,   -0.396933,  -69.794266,   -1.691898,  -37.012978,   32.781288
  109.159996,   -0.363431,  -69.808800,   -1.706275,  -37.081230,   32.727570
  109.199997,   -0.328128,  -69.821922,   -1.717037,  -37.149910,   32.672012
  109.239998,   -0.291084,  -69.833565,   -1.724074,  -37.218872,   32.614693
  109.279999,   -0.252361,  -69.843658,   -1.727296,  -37.287964,   32.555695
  109.320000,   -0.212022,  -69.852142,   -1.726628,  -37.357029,   32.495113
  109.360001,   -0.170134,  -69.858948,   -1.722014,  -37.425911,   32.433037
  109.399994,   -0.126763,  -69.864021,   -1.713419,  -37.494450,   32.369572
  109.439995,   -0.081980,  -69.867302,   -1.700828,  -37.562481,   32.304821
  109.479996,   -0.035854,  -69.868736,   -1.684244,  -37.629852,   32.238884
  109.519997,    0.011540,  -69.868271,   -1.663696,  -37.696400,   32.171871
  109.559998,    0.060126,  -69.865868,   -1.639228,  -37.761971,   32.103897
  109.599998,    0.109825,  -69.861473,   -1.610906,  -37.826408,   32.035065
  109.639999,    0.160558,  -69.855049,   -1.578815,  -37.889561,   31.965488
  109.680000,    0.212240,  -69.846558,   -1.543055,  -37.951283,   31.895275
  109.720001,    0.264784,  -69.835968,   -1.503740,  -38.011433,   31.824535
  109.759995,    0.318100,  -69.823242,   -1.460999,  -38.069874,   31.753368
  109.799995,    0.372094,  -69.808357,   -1.414973,  -38.126472,   31.681885
  109.839996,    0.426668,  -69.791290,   -1.365810,  -38.181107,   31.610184
  109.879997,    0.481720,  -69.772018,   -1.313666,  -38.233654,   31.538364
  109.919998,    0.537145,  -69.750534,   -1.258702,  -38.284000,   31.466534
  109.959999,    0.592833,  -69.726822,   -1.201081,  -38.332043,   31.394779
  110.000000,    0.648670,  -69.700874,   -1.140969,  -38.377682,   31.323193
  110.040001,    0.704537,  -69.672691,   -1.078531,  -38.420822,   31.251869
  110.079994,    0.760313,  -69.642281,   -1.013931,  -38.461380,   31.180901
  110.119995,    0.815871,  -69.609642,   -0.947328,  -38.499271,   31.110371
  110.159996,    0.871081,  -69.574799,   -0.878880,  -38.534428,   31.040371
  110.199997,    0.925811,  -69.537766,   -0.808740,  -38.566776,   30.970989
  110.239998,    0.979926,  -69.498566,   -0.737053,  -38.596260,   30.902306
  110.279999,    1.033288,  -69.457237,   -0.663963,  -38.622818,   30.834419
  110.320000,    1.085759,  -69.413803,   -0.589606,  -38.646400,   30.767403
  110.360001,    1.137201,  -69.368317,   -0.514113,  -38.666965,   30.701351
  110.399994,    1.187477,  -69.320816,   -0.437612,  -38.684471,   30.636345
  110.439995,    1.236450,  -69.271355,   -0.360222,  -38.698879,   30.572475
  110.479996,    1.283990,  -69.219994,   -0.282063,  -38.710163,   30.509830
  110.519997,    1.329967,  -69.166794,   -0.203248,  -38.718292,   30.448502
  110.559998,    1.374263,  -69.111824,   -0.123889,  -38.723248,   30.388577
