omega,theta
      2.48975221,      6.17240106
     -0.86435145,      2.38321074
      1.23604962,      0.26372435
     -0.38284383,      3.98346613
      2.05700788,      4.34833692
     -1.96536061,      0.37018023
     -1.34630536,      0.43276670
      0.52674142,      1.93607484
     -1.88435885,      2.00267143
      1.93482466,      0.26582450
     -1.24783645,      3.87919431
     -0.64871519,      5.27999379
      0.00697324,      0.22821888
     -2.54543601,      6.19928789
     -1.31798348,      1.32679101
     -2.50966065,      5.67679009
     -1.28003837,      5.58849020
      1.09060954,      0.16872612
     -0.93864198,      6.24201872
      0.87633196,      6.24141877
      0.69405081,      3.76986521
     -1.09918575,      0.06181896
      0.18471277,      1.89600715
     -2.01924081,      1.61559779
      1.97448569,      0.43699758
     -1.36761559,      3.94626049
     -0.36319802,      5.17128886
      1.05779280,      6.14231666
     -0.15850133,      4.47941067
      1.89265648,      4.54126272
     -1.87077908,      5.63758342
      1.33038260,      2.51951964
     -0.22268344,      1.10326261
      0.37216079,      0.65116427
     -0.80962444,      1.40784097
     -1.91584306,      1.40764195
      1.71980065,      1.08598565
     -1.43804930,      3.71821867
      0.64927831,      5.29466163
     -0.38373472,      5.18563871
      0.27978501,      2.73794574
      1.40180075,      0.09774645
     -0.54854907,      3.96741589
      1.82827229,      3.82724538
     -1.88240762,      0.15236659
      1.11369242,      2.26070566
     -1.71514043,      1.36541071
      1.40019661,      1.40362567
      0.20856866,      0.01149825
      0.44523555,      5.37596406
     -0.63873486,      1.79195950
     -2.48723216,      0.41976696
      1.28665616,      4.40853375
     -1.31325107,      5.28483328
      1.07932248,      3.12546094
      1.76081477,      1.22076606
     -1.66874772,      4.24965236
     -0.29605189,      5.10900692
     -0.29716071,      6.20733570
     -0.45207621,      1.03119465
      0.31423744,      4.02043641
     -1.25820837,      2.51942143
      1.50574221,      0.31593941
     -0.75460991,      3.72006926
      2.23345769,      0.56148747
     -2.18479273,      6.00556334
      1.75450157,      1.60263757
      0.65398240,      4.06240248
     -1.29159172,      3.37323585
      1.02371058,      5.60001803
     -0.36640898,      4.74047678
      1.34837935,      3.87897084
     -1.55519875,      5.83488212
      0.87697060,      2.68585304
      1.20453198,      0.54636035
     -2.22367450,      0.84903114
      1.96691059,      0.84378729
     -1.67030507,      4.35929387
     -0.84106136,      5.32769872
      0.22848746,      0.37591021
     -0.25748428,      0.36293795
      0.81509407,      5.56380901
      0.71475230,      5.71347271
     -1.04404829,      0.90628025
     -0.23542175,      3.28639832
      1.90104284,      1.80492857
      0.18678171,      1.23863194
      0.37103912,      0.16299533
      0.45645138,      5.11606546
     -1.82645477,      2.17051918
      1.91066355,      0.18714510
     -1.19842152,      3.87406206
     -0.91179295,      5.43551905
      0.34858275,      0.37387419
     -0.28462748,      0.25385720
      0.76532289,      5.69189045
      1.35992787,      2.20580657
      1.14630531,      0.65947947
     -0.77753265,      5.95620845
      0.50342355,      0.06788498
     -0.58526578,      0.22750682
      0.86210232,      5.90248515
     -1.09656735,      0.57575742
     -0.21097183,      2.04256087
     -2.44751547,      0.81274554
      1.39292337,      4.56202859
     -1.31236600,      5.12983102
      1.22848747,      3.22898641
     -1.28828776,      0.32469665
      0.42247637,      1.93476771
      1.55393039,      4.40853874
     -1.55200590,      5.32578474
      1.22873750,      2.97614868
     -1.01894628,      0.65111316
      0.33928569,      1.54562713
     -1.35012698,      2.39041084
      1.55015597,      0.46385376
     -1.14018837,      0.89701844
     -0.65676957,      2.82862297
      0.79158356,      5.71432043
     -0.15227596,      4.93765981
      0.76465628,      3.33495629
     -0.79106511,      0.62365797
      0.18077787,      1.32551119
      1.35261012,      3.29924668
     -1.45454702,      0.18560598
      0.59136744,      2.15871129
     -1.86456072,      2.26477364
      1.92158456,      6.24645502
     -1.16764956,      3.98662428
     -1.35305666,      1.14549152
     -0.12695178,      5.33594560
     -0.20871300,      5.93339874
     -0.59180221,      1.14743583
     -0.24304202,      3.34760487
      1.73142297,      2.38160540
     -0.87061492,      0.99132729
     -1.70988882,      1.98313576
      1.76403452,      0.67319112
     -1.23295370,      3.58224705
      0.48142465,      5.28511803
     -0.34626068,      5.34519914
     -0.08076228,      2.30179722
     -2.53036906,      0.86193790
     -1.24595275,      2.12029439
      1.41264676,      0.74817196
     -0.94523984,      3.37117223
      0.26165179,      5.28390176
     -0.30412874,      5.55959317
     -0.41137377,      1.79238946
     -2.28341105,      0.95413762
      0.96843801,      6.05154262
     -1.08548979,      0.37034574
      1.17246923,      5.48514816
      0.26192402,      3.04334312
     -2.25384120,      5.77372019
      2.18257299,      0.24860681
     -1.72514362,      4.63561523
     -1.77309272,      5.24322027
      1.47526392,      2.44305488
     -0.44037655,      1.08290508
      0.40192830,      0.87528411
      0.12283255,      4.06804571
      2.52121495,      5.48682389
     -0.02438724,      3.25199894
     -1.73431891,      0.16880584
      0.93142592,      2.29024923
     -1.80028415,      4.32851581
     -0.04448615,      5.05356635
     -0.41050153,      5.95660358
     -0.46617852,      1.35283150
     -1.00126081,      2.55913277
     -1.39902130,      3.20846077
      1.34051231,      5.86317588
     -0.51327507,      4.34715553
      1.89164667,      4.30114291
     -1.93520405,      6.00319747
      1.24945186,      2.40779913
     -0.28295022,      2.06176701
     -2.51319429,      0.64473413
      0.42080659,      3.43857273
     -0.23896682,      0.86793559
      0.20035623,      0.73209489
      0.49776344,      4.58634356
      2.19373813,      5.21585702
      1.55081430,      0.94098044
     -1.21888919,      3.30855767
      1.00404988,      5.62262721
     -0.33713131,      4.75317696
      1.31411841,      3.85494468
     -1.53117677,      5.86025182
      0.83150406,      2.65838269
      0.78063070,      5.63744100
     -0.20093858,      4.96515913
      0.70639005,      3.25789288
     -0.53533058,      0.80275157
      0.21202574,      1.03493273
      0.02408796,      3.85249793
      2.50320156,      5.23481126
      0.39576918,      1.75070903
     -1.73532234,      2.02471879
      1.80090163,      0.58261283
     -1.21967039,      3.63820863
      0.27373340,      5.21891444
     -0.35257882,      5.56825900
     -0.37484588,      1.82987513
      0.52489039,      1.51978299
     -1.34203569,      2.47330128
      1.56020694,      0.37255923
     -0.84469681,      3.65446492
     -1.44825762,      0.86584044
     -2.28063832,      0.56641712
      1.96597843,      0.92350199
      1.26926047,      6.16359043
     -1.24161354,      0.62575110
      0.29862662,      3.85057931
      2.71734093,      5.91346972
      1.52353227,      0.41652199
     -1.17699790,      1.25077021
     -2.36819347,      0.43965095
     -2.58332478,      6.11901721
     -1.62315893,      0.17332328
     -1.00786292,      2.38594553
      1.32671461,      0.36426637
     -0.54827830,      3.80057307
      1.67963151,      3.27410352
     -1.66416155,      0.30483403
      0.98959670,      4.52195987
      2.59623072,      0.57455364
      0.85369005,      1.12451751
     -0.24727294,      5.81231870
      0.18169017,      5.95417200
     -0.76720646,      0.74465521
      0.89278536,      4.81640059
      1.03478118,      5.49892117
     -0.41425792,      2.25696013
     -2.70265262,      0.13658569
     -1.45420248,      5.76128017
      1.34752706,      5.67305075
      0.36113943,      3.17327807
      1.27876721,      0.38796456
     -1.27780217,      5.12766569
      1.21526866,      3.24934644
     -1.29545614,      0.30567471
      0.43126016,      1.95497305
     -1.95136842,      1.86097131
      1.96357463,      0.27368657
     -1.28474476,      3.92178080
     -2.48272236,      5.62993464
     -1.30195952,      5.62914829
      1.12944589,      0.11271421
     -1.02008474,      0.03396473
      1.00599612,      6.15164396
     -1.06363735,      0.24780711
      1.77228172,      5.35198366
     -1.21609783,      4.51876066
      1.51763775,      2.94915846
     -1.34487216,      0.51789768
      0.54999638,      1.88947036
     -1.83984602,      2.04361896
      1.89885895,      0.34347893
      1.55959296,      1.95073519
      1.40084353,      0.32044267
     -1.30264532,      0.38709877
      0.90887595,      4.65892041
      2.52082312,      6.18154058
     -0.00859151,      3.29066194
      1.83492116,      3.53458065
      2.17189300,      0.41462707
     -1.83376992,      4.79766504
     -0.35731610,      2.56087271
     -2.77424730,      0.27647665
     -1.21237039,      5.37259842
      0.99753967,      0.30994226
     -0.72753375,      6.12852299
      1.56997639,      2.23525734
     -0.09446367,      1.17519711
      0.40803039,      0.50118130
      0.44517050,      4.72728816
      1.74539475,      4.56686832
     -1.66410272,      5.31008383
      1.30893999,      2.81460728
      1.25206173,      2.66106009
     -0.42813781,      1.02412842
      0.35635669,      0.88183719
      0.16098452,      4.10169197
      2.52678956,      5.54088758
      0.00269760,      3.28285905
      1.84296697,      3.55529940
     -1.69363323,      3.70677908
      1.12815736,      5.45774487
     -0.52714098,      4.69878766
      1.46051078,      3.92737260
     -1.63357019,      5.80965286
      0.98104270,      2.70825114
      0.43330275,      1.03595031
      0.47256851,      0.40114550
     -0.28815295,      0.14530757
      0.68371477,      5.77264281
     -1.03954368,      0.77077536
      0.44428318,      4.05992748
      2.69739439,      6.20010927
      1.44783777,      0.53161489
     -1.43164809,      4.79145788
      1.47167479,      2.81780683
     -1.15135092,      0.67355695
      0.45275717,      1.66062164
     -1.58555155,      2.19707601
      1.70136522,      0.56965953
     -1.10365714,      3.54667379
     -0.40478324,      5.68673947
     -0.40256904,      1.69267376
     -2.06613157,      1.30173707
      1.89985660,      0.81818972
     -1.48444381,      3.98081516
      0.00303997,      5.11924370
     -0.37606219,      5.88008107
     -1.59724882,      4.06141541
      0.14516769,      5.10646557
     -0.41811357,      5.73037536
     -0.41665322,      1.64061867
     -1.95756572,      1.44660607
      1.79948396,      0.93913660
     -1.41955744,      3.77743355
     -0.47692495,      5.64484101
     -0.30375230,      1.84735952
     -2.27260501,      1.02917289
      2.09273078,      0.16003023
     -1.47435526,      4.23351753
     -1.39286106,      5.94813560
      1.30411238,      5.92451017
     -0.07271286,      6.05596255
      0.34295569,      5.73598428
     -0.89777262,      0.91897414
      0.19764135,      3.78899289
      2.66186907,      5.62739591
      1.66866325,      5.95329008
      2.08167840,      5.35241706
      1.84336278,      5.86118844
     -1.10313801,      4.17408651
      1.80173682,      1.91280983
      0.19496669,      1.21622551
      0.35857091,      0.16777275
      0.46209906,      5.12486299
      0.15264749,      2.81488279
      0.44902128,      3.12884639
      0.98328161,      0.70250280
     -0.48571900,      5.94099519
      0.34524100,      6.13702679
     -0.70675773,      0.46419477
      1.04595262,      5.59811148
     -0.73024568,      1.83919072
      1.31513921,      0.31648912
     -0.51505886,      3.85362658
      1.77149334,      3.61356554
     -1.81896816,      0.20642343
      1.03203026,      2.25559051
     -2.10042267,      5.18703141
     -0.33627425,      2.59545603
      1.27174464,      2.99206739
     -1.10604250,      0.59351993
      0.37524423,      1.65085467
     -1.56954653,      2.17935847
      1.68367099,      0.60311668
     -1.10608483,      3.52120925
      0.27995043,      5.24851445
      2.45154204,      4.92717802
      0.37193778,      3.65545150
      2.78950958,      5.98658481
      1.14845655,      0.98734283
     -0.86282038,      5.87511123
      0.51728922,      0.15590469
      0.23352607,      1.17388287
      0.32709142,      0.15098778
      0.46613045,      5.16769666
     -0.01984425,      2.61807579
     -2.43578243,      1.33141858
      0.05430527,      3.08221965
     -1.70591256,      3.59421918
      0.51213542,      4.93009088
      1.05029512,      3.77985802
     -1.36078497,      6.03060945
      0.54056895,      2.40826246
     -1.75650138,      2.69452601
      1.80548004,      6.09233544
     -1.00942117,      4.01497218
      0.43449815,      0.04481791
     -0.57643290,      0.29258734
      0.89824845,      5.82869256
     -1.11766458,      0.75311580
      0.24493084,      3.80567093
      2.69460657,      5.76589183
      1.63840253,      0.07754324
      0.87110280,      0.91535698
     -0.26909145,      5.90822661
      0.26094673,      5.95277262
     -0.79515435,      0.68446129
      0.97392091,      4.99265051
      1.96189279,      4.98548109
     -1.70800517,      5.13456099
     -0.71152507,      3.53051346
     -1.40380872,      0.98095528
     -2.36475045,      0.35094230
      2.12982910,      0.35178484
     -1.64156808,      4.44863202
     -1.52737034,      0.00913345
      0.70694661,      4.29275087
     -0.89388940,      0.23383975
      1.03431716,      5.94142508
     -1.16196114,      0.64319729
      0.56480062,      4.19196721
      2.67030653,      0.04581587
      1.44265546,      0.51754379
     -1.34932821,      0.53653971
      1.09125277,      2.22099318
     -2.23097462,      5.77950686
      2.14353856,      0.60804930
     -1.95026905,      5.02637573
      1.43021770,      4.54000132
     -1.35249482,      5.15126265
      1.22883804,      3.19334603
     -0.49437863,      1.13283038
     -0.06428996,      3.56552856
      2.19168210,      4.40504045
     -1.57191276,      1.37478756
      1.25150850,      1.45087380
     -1.41640790,      2.97109175
      1.50399161,      6.12073033
     -0.54025759,      1.54122813
     -1.82972091,      1.58862492
      1.70740474,      1.00436275
     -1.36999335,      3.58710658
      0.78463088,      5.39215367
     -0.36379779,      5.03217643
      0.63219659,      3.13553612
      2.52720715,      5.32359637
      0.60748328,      3.93553590
      2.76586700,      0.39767445
      0.42324315,      1.41968655
      0.28824926,      6.05254342
      0.27178162,      5.38608386
     -0.61682480,      1.76397712
      1.72671651,      2.37637978
     -0.86245866,      0.99489588
      0.47917145,      1.29437248
     -0.82867672,      2.97968826
      0.85413566,      5.68848563
     -0.19768549,      4.88508168
     -0.27770122,      6.16185070
     -0.47496635,      1.04261383
      0.27477410,      3.96953061
      2.66448197,      5.85210803
      1.65842800,      6.03116684
      1.77608567,      4.84681092
     -1.52641025,      5.00875871
     -0.33845008,      5.69762647
     -0.46819307,      1.59701670
     -1.89624089,      1.51816183
      1.75713725,      0.97378206
     -1.39875780,      3.69163782
      0.61697836,      5.29287956
     -0.37306950,      5.21788454
     -0.10204652,      3.79413655
      2.33985298,      4.81414875
     -1.09521855,      2.06122979
      1.28623417,      0.75824798
     -0.81221076,      3.40406710
     -0.40152339,      5.26712487
     -0.16159178,      6.25542776
      0.61619768,      1.12313886
      0.06954101,      6.03381465
      0.30271497,      5.60675220
     -0.85876573,      1.18501471
     -1.08340637,      2.40767998
      1.37219882,      0.38038487
     -0.60961190,      3.75120448
     -0.32804364,      5.84236698
     -0.51748187,      1.38535742
     -1.20491656,      2.33259977
      1.44354242,      0.51210274
     -0.78717694,      3.58019425
     -1.52480597,      0.43614480
     -1.09812528,      2.29832327
      2.71850473,      0.43887517
      0.53664029,      1.34868315
      0.17689101,      5.97648952
      0.23915991,      5.51355653
     -0.76560711,      1.42744217
     -1.89565905,      1.44164355
      1.69967437,      1.08929611
      1.84750145,      3.81871835
     -1.88570004,      0.22799442
      1.12802054,      2.21261490
     -2.19825703,      0.25077521
      1.68015360,      1.59015942
     -2.08938839,      0.58992896
      1.52724478,      1.68313682
      0.15685234,      2.87459720
     -1.76420460,      2.93506938
      1.73308908,      5.90659454
     -0.94730418,      4.12526315
      1.59378685,      2.73647200
     -1.19825047,      0.70808643
      0.50209263,      1.68266790
      1.67520245,      0.96340822
     -1.32240168,      3.49037609
      0.88220913,      5.47455650
     -0.35796024,      4.91412025
      0.92980885,      3.44925705
     -1.14259642,      0.27211840
      0.26137461,      1.81788299
      1.80731011,      0.92610993
     -1.43268086,      3.79719873
      0.44053076,      5.21243214
     -0.39267392,      5.40421546
     -0.12743924,      2.21335451
     -2.52345388,      0.78764333
     -0.00494732,      3.00011564
      1.73271832,      3.30741104
     -1.70770115,      0.35339605
      0.91314967,      2.17081242
     -1.58965213,      3.42637005
      1.32555917,      5.68878736
     -0.55888423,      4.44756948
      1.79137880,      4.20578361
     -2.56227988,      0.98643593
     -1.22459270,      1.54601889
     -2.52366435,      5.41008153
     -0.45820082,      4.96955592
     -0.24590389,      0.19430810
     -0.30710422,      0.86445693
      0.68325514,      4.62434065
      0.79448623,      0.41244269
     -0.44605091,      6.17199197
      0.52535083,      6.02857243
     -0.85129976,      0.43787912
      1.10095133,      5.60082346
     -0.60407680,      2.02899656
     -2.65001040,      6.23077368
     -0.76445093,      2.69011215
      1.07618780,      6.04951840
     -0.19743875,      4.51000529
      1.82570624,      4.45100692
     -1.82446879,      5.60683145
      1.29001010,      2.60649774
     -0.36484277,      1.05634210
     -0.43453696,      4.36236927
      1.92238462,      4.39667199
     -1.95027682,      5.96352875
      1.28967541,      2.38828764
      0.49659680,      1.06407024
      0.13530640,      6.18760940
      0.40709000,      5.50307151
     -2.51226618,      0.87796215
     -0.09001741,      2.91018362
     -2.20687367,      1.92147537
      1.39193182,      4.64181104
     -1.25752505,      5.05823876
      1.26051041,      3.29735858
     -1.36386167,      0.22356823
      0.35413756,      3.91957134
      2.72238304,      6.04869314
      1.42852037,      0.58508254
     -1.34959858,      0.43832708
      0.51914948,      4.09484169
      2.70217689,      0.06601716
     -1.15952241,      0.60500933
      0.71919919,      4.40723202
      2.60391790,      0.02052694
      1.62899434,      5.90057070
      1.89972460,      5.02372625
     -1.58757058,      4.96711963
      1.46430930,      2.63265780
      1.68639993,      5.90129865
     -0.89683767,      4.13235462
      1.59115524,      3.01533079
     -1.46440191,      0.45447703
      0.65162468,      2.00803998
     -1.82479804,      2.23040009
      1.90245854,      0.13034179
     -1.17077751,      0.63489864
      0.57338815,      4.20332199
      2.66745650,      0.04328996
      1.45119235,      0.49754943
     -1.34552591,      0.58625937
     -0.20236145,      3.27826382
      1.80400108,      2.10030229
      2.13524756,      4.58908637
     -1.98864444,      0.41784788
      1.30614599,      1.99320003
     -2.22885411,      5.85939451
      2.04231596,      0.96599835
     -2.17216234,      5.73108642
      1.97050222,      1.18427244
     -0.56556221,      2.01714507
     -2.63139610,      0.08533553
     -1.63905205,      0.23002469
     -1.46578489,      1.85321390
      1.44869344,      1.01722183
     -1.19602334,      3.20113796
      1.10351647,      5.74220785
      0.31265049,      4.34644740
      2.40365683,      5.47116663
     -1.88652652,      0.90974015
      1.35425892,      1.70305394
     -1.55862080,      3.74288071
      0.84810736,      5.35314692
     -0.41956776,      4.98584605
      0.89234274,      5.09105794
      1.21584693,      4.02369262
     -1.43681769,      5.68854846
      0.84349508,      2.77783363
      0.79525893,      0.87708445
     -0.19294229,      5.98046032
      0.31223466,      5.87336087
     -1.22459137,      6.10951888
      0.34695765,      2.21120677
     -2.11585664,      1.75500601
      1.98368437,      5.88037991
     -1.28969892,      4.27170723
      2.22494431,      0.45427480
     -2.05415496,      5.35363110
     -1.07306715,      2.62273263
      1.36589045,      0.12222764
     -0.50691788,      3.97967073
      1.89302219,      3.98908108
     -1.92253058,      0.17128916
      1.16619117,      2.22086413
     -1.26334298,      1.97341711
     -1.87864542,      4.87534019
      0.10984114,      3.06291388
     -1.74559010,      3.89870708
      0.90594609,      5.30265822
     -0.48655945,      4.94850080
      0.92632393,      3.40491702
     -1.10062096,      0.34011236
     -2.52163542,      0.77471461
     -0.04414076,      2.95506869
     -2.01819315,      2.31306730
      1.81623834,      5.50370560
     -1.18410915,      4.41812555
      1.54237016,      2.77635980
     -0.46615198,      1.58616366
     -1.85795191,      1.57099552
      1.73751824,      0.97513462
     -1.38154841,      3.64016938
      0.69874022,      5.33914445
     -0.36875586,      5.12637346
      0.40359413,      2.88344566
      1.41235823,      4.23206576
     -1.50967821,      5.46294000
      1.09712013,      2.95553338
     -0.75356295,      0.80401059
      0.29117100,      1.24697261
     -0.56723430,      3.19690567
     -0.57332140,      5.34589004
      2.02500434,      6.15052191
     -1.33003762,      4.16964169
     -1.20115306,      1.44166328
     -2.53354894,      5.82967382
     -1.49854120,      5.95434594
      1.25025802,      5.24264166
      2.04040705,      5.17291447
      1.52221176,      2.10456189
      0.71845417,      1.00350465
     -0.06546411,      5.99257280
      0.29590981,      5.74772252
     -0.87975539,      0.92627361
      0.19844337,      3.79046790
      2.66272558,      5.63742410
     -0.79401142,      0.72030602
      0.92419625,      4.88193844
      2.16825380,      5.30681896
     -1.90584694,      5.34423599
      1.62080253,      2.04968938
      0.47358663,      1.12356421
      0.17277144,      6.18079746
     -0.40001519,      0.87000127
      0.70091621,      4.62063345
      2.36746416,      5.61569829
     -2.11887875,      0.04751203
      1.49150775,      1.94392380
      1.28431213,      4.97991883
      0.41573762,      5.33050834
     -0.53753713,      1.93794018
     -2.56134953,      0.31324419
     -0.65364600,      2.27098221
     -2.73930225,      5.80845815
     -0.40601066,      4.86860785
     -0.30067122,      0.20839762
     -0.49384500,      4.27548969
      1.94350075,      4.33206890
     -1.97327850,      6.14995438
      1.27121713,      2.30722772
      1.09992736,      0.70132851
     -0.69110798,      5.92324590
      0.42871293,      0.02601749
     -1.26973118,      3.00489206
      1.37038081,      6.04381254
     -0.50199230,      4.22338747
      1.95455849,      4.30694772
     -1.97520530,      6.22457136
      1.25472624,      2.27928371
      1.40157314,      0.28877908
      1.28279292,      0.77525437
     -1.10975479,      6.11303506
      0.95316109,      0.03436195
     -0.88716723,      0.04829947
      0.90050128,      6.15816225
     -0.97331911,      0.20544973
      1.08528876,      5.94609912
     -1.76455374,      0.26008575
      0.97405350,      2.23208330
     -1.75589493,      4.21389543
      0.18252375,      5.07149907
     -0.44566845,      5.70946375
     -0.38451864,      1.70306166
     -2.07921189,      1.28258378
      1.37832820,      0.27801620
     -0.57955436,      3.83506222
      1.67649520,      3.26717265
     -1.66413445,      0.31121885
      0.85036004,      2.18793373
     -1.59951410,      3.19396921
      1.51696803,      5.88948564
      1.40418582,      2.81717144
     -1.05874711,      0.71443287
      0.40968254,      1.56448836
     -1.40264483,      2.36463895
      1.58994616,      0.48320621
     -0.93744891,      3.56664245
     -0.62266158,      5.31122136
      0.29079108,      2.98016153
     -2.09657358,      5.05065654
     -1.56895691,      0.11333879
     -0.02474975,      3.43523630
      2.06704897,      4.11169969
     -1.79739260,      0.87610321
      1.20347553,      1.79827413
      0.32076765,      0.29059561
      0.51155225,      5.06423923
      0.45126813,      3.14397719
      0.88434358,      0.77467565
     -0.33207776,      5.95995721
      0.32218115,      6.00253656
     -0.79503550,      0.58782163
      2.02136978,      5.48020903
     -1.51669392,      4.67018006
      1.76265198,      1.90234645
      0.42662398,      1.15965433
      0.22126732,      6.21780147
      0.40109168,      5.40194820
     -0.68285261,      1.70564616
      0.93435159,      5.92802593
     -0.12705943,      4.71663201
      1.38955300,      4.00072728
     -1.56400580,      5.70749796
      0.96749405,      2.78316939
      0.14202413,      1.06660858
      1.22224082,      0.47560335
     -0.96641139,      6.10410521
      0.78038484,      0.06481145
     -0.72430876,      0.06451784
      0.80206465,      6.10456214
     -0.94367593,      0.26589598
      1.09629608,      5.86728004
      0.60754309,      6.11089267
     -0.82315940,      0.32102769
      1.04349538,      5.82727465
     -1.13570055,      0.95710665
     -1.01908695,      2.43942359
      1.33377142,      0.30743879
     -0.52278651,      3.85155851
     -2.67639081,      6.20247880
     -1.34992560,      5.62055320
      1.23979623,      6.24306811
     -1.21990497,      0.39812914
      1.07321671,      5.00408107
      2.20162537,      5.41785492
     -1.90827968,      5.31660250
     -0.09142427,      3.16128444
      1.86417693,      1.95142293
     -0.18212972,      1.23851239
      0.46636136,      0.56433293
      0.36718329,      4.56749077
      2.08664537,      5.00347784
     -1.91294996,      5.49319613
     -1.41408929,      2.27820575
      1.58671588,      0.57354849
     -0.99525736,      3.50220379
     -0.02960451,      5.21676881
     -0.30605291,      5.87508111
     -0.54232233,      1.31651986
     -0.95738350,      2.59262281
      1.29537320,      0.39779606
     -0.53525142,      3.79033650
      1.68746945,      3.28274890
     -1.67648998,      0.31179905
      0.86552363,      2.19062269
     -1.59377224,      3.27407621
      1.45730438,      5.82365724
     -0.60259731,      0.15837869
      0.80967112,      5.97165432
     -1.03045079,      0.43897123
      1.14569747,      5.39918397
      0.63193254,      3.43129574
     -0.70615775,      0.63895808
      0.15178961,      1.23678205
     -0.97648782,      0.18075259
      1.06113224,      5.98539296
     -1.16902912,      0.58396533
      0.75119834,      4.44871077
      2.59104780,      0.02044599
      1.58896320,      5.62850798
      2.33549947,      5.94301197
     -1.22939253,      0.81607743
     -0.70922852,      2.76175241
      0.94952165,      5.87955306
     -0.15775380,      4.72119737
      1.37682914,      3.97953295
     -1.55571424,      5.72780799
      0.94135247,      2.76739274
     -0.63935337,      4.94955280
     -0.05082160,      0.40871578
     -0.18274009,      0.62630727
      0.81585446,      5.12594894
      0.79571144,      3.55988478
     -1.07791297,      0.25283433
      0.19435717,      1.75846990
      0.27841888,      3.29216655
      1.00574159,      0.66451566
     -0.53338084,      5.94976889
      0.37046348,      6.17475724
     -0.68710875,      0.41975761
      1.02476633,      5.67817341
     -0.96308527,      1.43550800
      1.16515640,      5.85058769
     -1.09495129,      1.18611905
     -1.95521212,      1.28667796
      1.70133971,      1.16949103
     -1.48108514,      3.79436172
      0.56830374,      5.24494607
     -0.39517521,      5.27697471
     -0.47322918,      3.30050244
     -1.39962122,      0.97326054
     -2.34092452,      0.42914779
      2.09411758,      0.54574438
     -1.69493276,      4.49398933
     -1.46207162,      6.06850031
      1.28056440,      5.39627516
     -1.06772898,      3.52608418
      0.15695502,      5.22854146
     -0.33246465,      5.67619900
     -0.46648364,      1.62175014
     -1.96933008,      1.41616133
      1.80049926,      0.95314877
     -1.43200278,      3.79859167
      0.39828841,      4.39889416
      2.40408248,      5.52621525
     -1.94758531,      0.77088906
      1.37143632,      1.76212495
     -1.67896463,      4.12828487
      0.19093577,      5.09073083
     -0.43064958,      5.69624467
     -0.80030753,      2.77605895
      1.05110364,      5.96391331
     -0.20348709,      4.57777615
      1.69736787,      4.30887878
     -1.73779519,      5.57338135
      1.21947948,      2.73964861
     -0.53605518,      0.97001025
     -1.60599763,      3.93949030
      0.52927582,      5.19102525
     -0.43121330,      5.32493706
      0.04953603,      2.43555482
     -2.42327818,      1.24594625
      0.59942024,      3.65397596
     -0.31904176,      0.49458626
      0.87804702,      5.43351608
     -0.52270489,      2.08602706
     -2.65520497,      0.06897986
     -1.59707832,      6.15911757
      0.27714345,      3.75515156
      2.72286369,      5.82011456
     -0.26123547,      0.77521918
      0.76853130,      4.85366037
      1.89854221,      4.84282641
     -1.71159887,      5.20441965
      1.42158435,      2.60378874
     -0.69721460,      0.95886720
      0.37661428,      1.14924473
     -0.77501164,      1.75145907
     -2.54232175,      0.15594781
     -0.49315029,      2.44958772
     -2.79089166,      6.15578321
     -0.72034368,      4.98793806
      0.07196900,      0.46791252
     -0.15994413,      0.49173841
     -1.17029163,      5.59147089
      0.82304430,      0.32624674
     -0.53719491,      6.18898447
      0.57471368,      6.09156284
     -0.82973691,      0.35218534
      1.06853144,      5.77241505
     -1.07328486,      1.20238510
      1.06319407,      4.18316385
     -1.28706247,      5.57804712
      0.76452811,      2.82084794
      1.01376622,      0.71893387
     -0.53464134,      5.92139324
      0.35133000,      6.18682339
     -0.67528779,      0.42457034
     -2.41072457,      0.18497843
      2.10216379,      5.92376765
     -1.49267399,      4.45666302
      2.01113680,      5.47376311
     -1.49471695,      4.65348281
      1.72467400,      1.99378453
      0.22135504,      1.19954729
     -0.61423990,      4.51369230
      1.71330143,      4.10001431
     -1.82045702,      5.86582729
      1.16521935,      2.58455069
      0.15020387,      1.10156001
      0.30245796,      0.26683416
      0.52573346,      5.11255045
     -0.90227970,      3.49649583
     -0.40487887,      5.25703572
     -0.17330979,      6.25623429
     -0.46939983,      0.87515152
      0.70323388,      4.58896935
      2.42251307,      5.74738720
     -2.01750301,      0.59661610
     -1.07793799,      0.67738589
      0.40330376,      1.59612354
     -1.46545697,      2.29876106
      1.62807630,      0.53367338
     -1.01071282,      3.53539592
     -0.11019763,      5.20903504
     -0.29188861,      5.96554520
     -0.22656168,      3.29604464
      1.83687045,      2.00791985
     -0.26308996,      1.22225411
      0.46985624,      0.65308502
      0.30506762,      4.42257601
      2.29816636,      5.30061078
     -2.09682011,      6.21877477
     -0.43770727,      4.73701233
      1.37091562,      3.87385703
     -1.57539381,      5.84338352
      0.89891873,      2.68386930
      1.06279959,      0.69376063
     -0.62639484,      5.92398959
      2.23151464,      0.61166149
     -2.17769286,      0.09787943
      1.63112569,      1.72247202
     -0.32679173,      2.99779025
     -0.76948871,      5.45985520
      0.18602677,      0.25688556
     -0.34823114,      0.42688586
      0.49540350,      1.75625062
     -1.72370735,      2.09259587
      1.81007999,      0.51371024
     -1.19683007,      3.66131738
      0.12039713,      5.19222030
