omega,theta
     -0.29020902,      5.95578515
      0.91344380,      1.12764378
     -3.44327303,      4.67147931
      1.95558970,      0.89382208
     -3.60459347,      0.49718007
      0.49285265,      5.97486549
     -1.34268918,      2.68332109
     -0.76101471,      5.54151834
      3.30866930,      0.88191965
     -1.10309404,      5.94398048
      3.20322824,      6.17413902
      0.82447613,      6.17054703
      2.90893012,      0.29673717
     -0.26727698,      3.35482413
     -2.72303698,      5.40215192
     -0.96193928,      0.70021010
     -3.08073007,      3.26948389
      2.42933241,      0.60161330
     -2.72325213,      2.69734625
      2.20428656,      1.75410859
      0.47929745,      6.15092640
      0.27565513,      6.11369198
      2.40345934,      5.10974721
     -2.39944771,      2.73320580
      1.88619033,      2.26430514
     -0.11843501,      6.06390624
      2.50675302,      5.18675389
     -2.39777640,      2.86794766
     -3.54662557,      0.09499020
      0.65255263,      6.11618905
     -1.92649983,      2.04925001
      1.73063822,      2.90846760
     -0.85493154,      5.18245296
      3.40302749,      1.63028160
     -1.89543374,      5.34491913
     -3.67309344,      0.11552590
      0.97829732,      6.21694705
     -2.56147153,      1.31788985
      2.30865031,      3.03511834
     -1.56130625,      4.39960561
      3.00164363,      4.02371318
     -2.44611734,      0.25907211
      1.82574423,      2.83436956
     -0.92819054,      5.14724463
      3.45100173,      1.61120908
     -1.96509208,      5.39756820
      3.59648361,      5.75672253
     -0.44648543,      0.32293765
      1.23845693,      3.49309342
      2.34458199,      4.46274097
     -2.12377246,      3.28978281
      1.35578227,      1.72370780
     -3.84647153,      5.94695235
      1.60387373,      0.29484021
     -3.37619467,      0.13335030
     -0.05423858,      6.01542058
      2.61351242,      5.52193074
     -2.47401779,      2.97111442
      1.87598637,      2.07578945
      0.63527711,      5.99839121
      2.94905257,      0.34603320
      0.87510169,      4.93130067
      3.84889306,      4.59839786
      3.88788968,      3.18502822
      0.23442745,      0.83857715
     -0.18985498,      1.71936722
     -3.67842687,      2.47168831
     -0.26606863,      5.59847748
      0.10723540,      4.31613072
      3.81459846,      3.92764146
      2.69022839,      5.52097665
     -2.41987792,      3.32325107
      1.65098822,      1.85182903
     -2.71409157,      3.02827663
      2.09027778,      1.77085943
      0.89994461,      5.64161397
      2.99798549,      2.67521866
     -0.77635022,      0.54390706
     -2.96865820,      4.39613787
      1.54689051,      1.10311764
     -3.70028019,      5.59883122
      1.60315811,      0.46760926
     -3.46994850,      6.14387622
      0.22711492,      0.37612532
      0.41783867,      2.71259937
     -3.97121211,      5.32577266
      2.13025551,      0.14783020
     -3.32726983,      0.91397022
     -0.90338082,      0.06281898
     -2.91995545,      5.78238782
     -3.71982954,      1.89607919
      0.28046012,      5.62408447
     -0.45353127,      3.75650929
      3.86948784,      1.71979873
     -1.90812984,      1.16803966
      2.23789702,      3.89229595
     -1.84707601,      3.68560229
     -3.43326982,      5.31942689
      1.41764102,      0.54821495
     -3.45427094,      5.92311012
      0.83809144,      0.02517171
     -2.57838589,      1.22700769
      2.32929589,      3.07890989
     -1.59716054,      4.35403417
     -3.43189952,      4.30316087
      2.22302060,      0.71158126
     -3.21936015,      1.55725333
     -0.96826736,      1.32981071
     -3.93585382,      1.48563034
      0.96373523,      5.74924592
     -1.68763079,      2.45746632
     -3.80429031,      5.91469123
      1.57007380,      0.31023219
     -3.37997105,      0.10086518
      0.02809155,      6.02135971
     -0.86945017,      3.09390601
     -0.34731914,      0.37119186
     -2.93154850,      6.22590007
     -0.70996247,      2.92873585
     -0.33196656,      0.41738371
     -2.97770441,      6.07023864
     -0.68465413,      1.72717324
     -4.07743292,      1.42945780
      1.24893968,      5.75983056
      1.79687470,      4.37563776
     -1.68698541,      3.28500322
      0.88652791,      1.19656116
     -3.44831168,      4.54613551
      2.05190484,      0.86699559
     -3.48792872,      0.89888051
     -0.19719778,      5.89800631
      2.58345486,      4.15613441
     -2.18352826,      3.97903803
      0.87159063,      0.76435874
     -3.34197932,      5.35208796
      1.20779171,      0.42166274
     -3.30308266,      6.15254209
     -0.01013575,      6.06066844
      1.22690376,      0.33981198
     -3.26329005,      0.06109505
     -0.44308836,      6.12795843
     -1.26622091,      2.54890543
      0.82724708,      1.68822797
     -3.60205258,      4.14737111
      2.22748777,      5.76274755
      3.52560335,      0.17843032
     -0.85040204,      0.02312931
      2.50024535,      4.92688084
     -2.30232561,      3.12011914
      1.62228209,      1.99881302
     -2.63344074,      4.55979740
      0.83514864,      0.47838833
      3.99267194,      4.66585609
     -1.06144211,      0.57955319
      1.79826420,      3.90180710
     -1.45196792,      3.79544215
     -0.75466250,      0.48350029
     -2.96223837,      4.64440180
      1.29058480,      0.81083372
     -0.22638855,      5.90510614
      2.89095096,      5.87492182
     -2.59818457,      5.03799786
     -0.49065655,      0.06578207
     -2.29125300,      1.28718489
      2.33318658,      3.60567541
     -1.83150194,      3.94316949
     -4.21418185,      1.17708967
      1.54202943,      5.77846485
     -2.55632945,      1.63260647
      2.23275189,      2.75961610
     -1.31708804,      4.75772131
      3.76793511,      1.00376648
     -1.91961048,      5.72804041
      0.15584443,      0.26447230
      0.74271022,      3.08321902
      0.55881310,      4.51421378
      3.99577857,      4.61321805
     -1.03095975,      0.60337781
      1.70040042,      3.80213596
     -1.28950114,      3.99771498
     -2.57976950,      3.40294667
      1.78689820,      1.78955021
     -2.60321658,      4.25363823
      1.17988452,      0.92767224
     -3.48857094,      5.16984916
      1.60829356,      0.68895400
     -3.56481857,      5.87590258
     -0.44364886,      0.08389274
      1.85611002,      4.20983365
     -1.65670763,      3.43029142
      0.71618906,      0.88811798
     -3.31589969,      5.01062181
      1.48347915,      0.73255010
     -3.53849065,      5.68700955
     -1.23674784,      4.51592080
      3.84860891,      0.76851696
     -1.88791700,      5.83542027
      3.52017469,      6.05696894
     -0.41998739,      0.25698847
      1.35515623,      3.63871102
     -0.32133226,      0.06305526
     -2.03762934,      1.67603014
      2.01657570,      3.31959502
     -1.41403090,      4.26885984
      3.16460002,      4.34435842
      0.10553101,      3.69249616
      3.93486204,      3.60730840
      0.49633475,      0.40734854
     -3.01550455,      0.21922437
      1.16431972,      3.89467074
     -0.79085462,      4.52152909
      3.62429855,      2.18223644
     -2.04536759,      0.97598993
      2.47413357,      4.13958637
      2.50465138,      5.93515760
     -2.74679287,      2.30046234
      2.32549934,      1.67149194
      0.20639711,      6.22278352
      1.96595001,      4.50282687
     -1.88766561,      3.08463073
      1.19725189,      1.73869721
      2.63376497,      0.13817800
     -2.53903654,      3.24950069
      1.81703029,      1.89109629
     -2.16048333,      1.18387517
      2.37084404,      3.83631727
     -1.93872849,      3.80608328
      0.67390518,      0.65302502
      3.75051192,      0.80845160
     -1.78416012,      5.75972301
      3.54773814,      0.00000929
     -0.72431339,      0.12127189
      2.12738053,      4.46931551
     -1.99117756,      3.12132738
      1.28367898,      1.79631547
     -3.22793953,      5.21060872
      1.16638635,      0.45444577
     -3.31514268,      6.09042143
      0.17030507,      6.08348380
     -1.18825411,      2.76898132
      0.65540301,      1.25609924
     -3.37675503,      4.23521172
     -3.66381009,      4.42708053
      2.29681793,      6.18734318
     -3.09760626,      1.48721591
      1.01062586,      3.76805943
     -0.59633571,      4.91758946
      3.40104118,      2.26452845
     -2.33723563,      5.86390205
     -3.15742377,      0.31130082
     -1.03092046,      0.87277179
     -3.36024269,      2.52641414
     -1.20713564,      0.72038464
     -3.42778525,      2.28295173
     -1.03477421,      6.24029217
     -2.91554152,      5.40544766
     -3.36503480,      2.49399781
     -1.20980827,      0.57398595
     -3.22862288,      2.70025716
      0.38450936,      3.15426472
     -2.72502913,      3.27055955
      1.99254737,      1.73686280
     -0.99009948,      2.61511180
     -3.45778215,      2.37813874
     -0.95892430,      6.12222179
     -2.77460327,      0.19473013
      2.46244553,      2.34649559
     -1.27632044,      5.07380610
      3.61507114,      1.25908617
     -1.89533217,      5.56198856
     -3.38395005,      1.03600460
     -0.66897662,      6.09879936
     -1.67972450,      2.04407194
      1.47855537,      2.75756487
     -0.24906506,      5.86532169
      2.95703632,      6.07138518
     -2.49956682,      0.37310556
      3.82817406,      0.94072195
     -1.98251522,      5.81435142
      3.52096960,      5.86417219
     -0.27870119,      0.31600263
      1.01884991,      3.28486920
     -0.24106225,      5.67184556
      3.13017708,      0.56023096
      3.97282769,      1.30288819
     -2.16178347,      0.48096763
      2.91043261,      4.68566420
     -2.57495975,      5.48858189
      2.66950874,      0.22965022
     -2.48940813,      3.72180621
      1.46064796,      1.49569499
      2.32097654,      0.41245063
     -3.14746732,      1.63399641
     -0.07326358,      2.60882370
     -3.91147155,      2.82568843
      0.12655314,      5.39237162
     -0.08548633,      4.31766570
      3.71748031,      3.55757490
      2.66241431,      4.35947255
     -2.26457141,      4.10487099
      0.83920951,      0.67165403
     -3.30421774,      5.58071382
      0.85804869,      0.13921518
     -2.80245996,      0.85612748
      2.39319015,      2.30186409
      0.71034704,      0.42027018
     -3.11029068,      0.07605408
     -1.02276079,      0.85335512
     -3.32548746,      2.59383709
     -1.04037355,      1.30727982
     -4.00685395,      1.30585803
      1.15779982,      5.82159803
      1.79487526,      4.37558871
     -1.68016157,      3.28808599
      0.87214384,      1.17758058
     -3.43493413,      4.55579919
      2.02264413,      0.89375167
     -3.52278571,      0.79436568
     -1.98665335,      4.88521235
      2.76932811,      3.50385569
     -2.25701309,      4.69642643
     -0.85483167,      0.48082943
     -2.94563585,      4.33829449
      1.55229504,      1.14130977
     -3.70927676,      5.61548094
     -2.45032963,      4.09027429
      1.14272680,      0.98177694
     -3.49514668,      5.07064067
      1.71077358,      0.75341517
     -3.62221479,      5.99843932
      1.14943961,      0.13814437
     -3.01366814,      0.59706770
      0.87782947,      5.49028526
      3.10806671,      3.02409570
     -2.44908500,      5.89409051
      2.84355789,      3.95468364
     -2.44310027,      5.10058028
      0.17789636,      2.80635527
     -3.88930991,      4.40559997
     -2.99155105,      5.03389014
      0.90726496,      0.35128405
     -3.12396852,      0.18074938
     -0.99818669,      1.04094971
     -3.56425223,      2.13609747
     -0.43696633,      5.74123774
     -0.06059075,      3.94645648
     -0.12617361,      0.78185700
      0.16527239,      2.12906109
     -3.75378082,      2.90817308
     -0.46045706,      5.58959497
      0.16777855,      4.29158346
      3.86716062,      4.05767102
     -0.46459311,      0.77609858
      0.11565147,      2.67378153
     -3.84086938,      3.65647787
     -1.23645398,      6.27940943
     -2.86279611,      4.07401560
      1.66206099,      1.33734696
     -3.75759867,      0.01123738
      1.21039902,      0.05056722
      1.70592377,      1.27489039
     -3.74586967,      0.09845345
      1.15495017,      0.00124752
     -2.84430820,      0.94336259
      2.44572591,      1.89654759
     -0.73781192,      5.81615962
      3.15529910,      0.09878564
      0.55396050,      1.25433277
     -3.35903270,      4.16776567
      2.22808987,      0.78618122
     -3.13370270,      1.76908643
      0.33490999,      3.06329690
     -3.48572864,      1.41049949
     -0.41923190,      5.87533647
      0.21571968,      6.21626338
     -1.64503170,      2.26356733
      1.34907225,      2.49015927
      0.66893794,      4.67022244
      3.93944939,      4.61225729
     -0.90646193,      0.60296982
      1.48649740,      3.59939932
      2.22838868,      4.34951910
     -2.02302032,      3.28547686
      1.24739212,      1.63018661
     -3.78720702,      5.22085686
      1.99229080,      0.52226181
     -3.53019857,      0.41308299
      0.28025360,      5.96327024
      0.26489934,      0.26167433
     -2.66258414,      0.89092887
      2.40181481,      3.02272966
     -1.65876424,      4.38362140
      2.59715444,      2.60316175
     -1.61390540,      4.69302709
     -2.14122746,      1.07578206
      2.45356240,      3.97297691
     -2.05388820,      3.82063769
      0.85856655,      0.83412307
     -3.35193862,      5.18419785
      1.38583548,      0.59813775
     -3.45465166,      5.81566786
     -0.82204283,      0.14070535
      2.22699025,      4.55266821
     -2.10214003,      3.08779012
      1.43868583,      1.93740993
     -3.36469362,      1.49912790
     -0.93556870,      6.27009843
     -2.89660802,      5.92196657
     -3.80518909,      2.42235023
      0.21092149,      5.49263106
     -0.25047896,      4.06225812
      3.74847076,      3.11586505
      0.84041926,      0.48204544
      1.36598917,      3.92514515
     -0.98608167,      4.22897285
     -0.35205476,      3.73804281
      3.83728603,      2.09573367
     -0.14778067,      3.30382799
      3.99381126,      1.04661180
     -2.16822447,      0.02313037
      3.21725503,      5.16805431
      0.96235997,      4.97811353
     -1.21557820,      2.29337436
      0.88192088,      1.95642567
     -3.76304293,      4.58418918
      2.25652189,      6.06139151
     -3.05542189,      1.47020667
      1.94531994,      4.90603271
     -2.10610732,      2.63884917
     -2.25125955,      1.63082048
      2.15837598,      3.27628653
     -1.53992145,      4.22762653
      2.60106428,      2.21743846
     -1.33998925,      5.10174672
      3.63444922,      1.13744556
      0.99845626,      0.64089527
     -3.34934630,      5.66559313
      0.88101138,      0.12466270
     -2.80136982,      0.88008473
      2.40192844,      2.25910892
     -1.11996385,      5.27863240
      3.48026627,      1.27623127
     -0.07785366,      0.09246265
     -2.04891109,      1.71021801
      2.00547962,      3.28246529
     -1.38239901,      4.32001729
      3.50789994,      5.10619327
      0.22714699,      0.42828713
      0.29710833,      2.57486621
      3.75088220,      1.19546145
     -2.05377490,      5.74880339
      3.50835636,      5.67486940
     -0.08784828,      0.36111722
      0.68134272,      2.94467730
     -2.67287630,      4.57524217
      0.89087137,      0.51691521
     -0.33249181,      6.10541877
     -1.04992452,      2.81268253
      0.49145721,      0.98018540
     -3.26726411,      4.69236385
      1.69133382,      0.96494884
     -3.68677694,      5.92328364
      1.32899045,      0.24155660
      0.03010285,      6.05429840
     -0.96691932,      2.99003495
      0.16963729,      0.55882648
     -3.09322902,      5.91547320
     -0.55806436,      6.24475397
     -2.02441436,      1.63533371
      2.00550383,      3.36088647
     -3.67542224,      2.51441242
     -0.27558635,      5.60112737
      0.09940402,      4.31563304
      3.81089718,      3.89177745
     -0.22544854,      0.78975144
      0.25441582,      2.23360236
     -3.74567640,      3.17616380
      0.77228054,      0.09916973
      2.35775196,      5.14983422
     -2.42898122,      2.61097185
      1.95228939,      2.31380634
     -0.43137771,      5.89484468
      2.96343818,      5.98429660
     -2.54850060,      0.20516667
     -1.59820964,      6.03032244
      3.35652084,      6.07408937
      0.18889424,      0.25561472
      0.76090225,      3.11832059
      0.82019083,      5.24094409
      3.35055682,      3.63501157
      1.09571498,      5.08872436
     -0.52505470,      3.69849485
      3.95169896,      1.03600073
     -2.15323125,      6.15148841
      3.30856458,      5.30388490
      0.98961040,      6.08696966
      2.91838677,      1.48080522
     -1.04409688,      5.73938930
     -0.75951326,      3.44824114
      2.64218670,      2.25511497
     -1.43400616,      5.01240495
      3.71901950,      0.90356240
     -1.78981538,      5.71280246
      3.56151980,      0.03840240
     -0.77493225,      0.09547906
     -0.52477818,      3.81720925
      3.87492558,      1.61653203
     -2.09102795,      0.78286576
      2.65696265,      4.36907211
     -2.24338426,      4.04650574
      0.86124036,      0.72560616
      1.40759916,      2.41362194
      0.49786683,      4.37847564
      4.05956738,      4.64577398
     -1.16769226,      0.60169806
      1.92859284,      4.01784531
     -1.62760206,      3.59690759
      0.42930454,      0.52033111
      0.46771206,      5.87955463
     -1.11952871,      2.95593242
      0.46360023,      0.85430345
     -3.24345242,      5.01546390
      1.37513954,      0.67458733
     -3.48240898,      5.68652874
      1.13235583,      0.24662081
      3.80122296,      0.99086672
     -1.97930532,      5.78050559
      3.53319246,      5.88396842
     -0.33433586,      0.30665584
      1.11646068,      3.38277155
     -0.49002372,      5.35466850
      3.25121360,      1.47282124
      2.90941128,      6.09961219
     -2.65647105,      5.91189220
      2.51924433,      2.15140883
     -1.18291618,      5.28267870
      3.50974709,      1.20884606
     -1.71560245,      5.53352876
      3.61589591,      0.28293776
      2.58314481,      3.26421263
     -1.97011706,      4.32484780
     -0.69534862,      0.31991669
     -2.97887057,      5.56799326
     -0.28167020,      6.19380693
     -1.39412602,      2.43179590
      0.98523113,      1.99815690
     -3.38478114,      4.25750722
      2.20322659,      0.79634064
     -3.19239975,      1.64726691
     -0.72504775,      1.77621140
     -4.16331666,      1.26083582
      1.43561487,      5.79058423
     -2.43704882,      1.72112089
     -0.01075376,      5.83565852
      2.97523538,      6.23083442
     -1.28093934,      2.26402076
      0.95115180,      2.07185870
     -3.86423102,      5.16974537
      2.11019109,      0.34488811
     -3.41647018,      0.76489933
      0.03749951,      4.45855483
      3.68849462,      3.65747340
      0.35172697,      0.67879192
     -0.13330933,      1.96985578
     -3.83224317,      2.31617725
      0.32643490,      5.49759067
     -0.37324353,      3.90975591
     -3.85425784,      5.84248269
      1.69587282,      0.34538857
     -3.44132862,      0.10854450
      0.26670237,      6.03132466
     -1.16017956,      2.82753080
      0.59077643,      1.11773281
     -3.31555887,      4.43067636
     -0.87016650,      6.07139767
      2.93253981,      5.65559034
     -2.62799875,      5.40689822
      0.35572226,      3.00521715
     -3.66641572,      0.98670598
      0.42887379,      5.84592438
     -0.97235922,      3.10244443
     -2.15387450,      1.60453791
      2.12737512,      3.36745433
     -1.55266961,      4.15159801
      2.71643187,      0.32185666
     -2.57427492,      4.66396319
      0.51086515,      0.22496698
     -2.70873162,      0.87445918
      3.26200068,      1.30699255
     -1.45939723,      5.54533575
      3.54475036,      0.61219515
     -1.29067289,      5.95136282
      3.27917255,      6.22570636
      0.39106863,      0.18157923
      1.10726858,      3.55575616
      1.54531136,      4.29949320
     -1.37240246,      3.57711209
     -0.18729839,      0.26216761
     -2.64552044,      0.77631012
      2.44090463,      3.19111742
     -1.77462696,      4.26245909
     -0.15606315,      2.39703618
      1.08756176,      3.10087707
     -0.07896518,      5.84682693
      2.96252657,      6.15823048
     -2.09102211,      1.22438446
      2.31607796,      3.82048259
     -1.89135847,      3.77875994
      0.63214459,      0.62458490
      1.79406520,      2.02323775
      0.67729743,      4.66022830
      3.95602937,      4.63433107
     -0.96423674,      0.59184089
      1.61075665,      3.71987974
     -1.16426793,      4.18398847
      3.80149520,      5.98186242
     -0.90107004,      0.18805273
     -2.95604652,      5.33060796
      0.24241934,      6.24830169
     -1.77312990,      2.11375111
      1.54070123,      2.75331535
     -0.37360533,      5.78117005
      3.07914183,      0.13242233
     -0.30860026,      5.68620102
      0.01691931,      4.14600004
      3.84255516,      3.76900884
     -0.22168930,      0.82288269
      0.22784749,      2.18034971
     -3.74179443,      3.06344959
     -4.15673219,      1.37029522
      1.41392928,      5.74614949
     -2.37080376,      1.81872865
      2.12686715,      2.96668986
     -1.33214924,      4.59503356
      3.83662900,      0.58780701
     -1.73720058,      5.87301588
      0.62479271,      4.38271300
      4.17092706,      4.92627093
     -1.43015773,      0.54118335
      2.38015109,      4.47276634
     -2.12830295,      3.31815001
      1.32595901,      1.68397567
     -3.83126538,      5.64558927
     -3.49665240,      0.37082291
      0.24351587,      5.97697731
     -0.99953162,      3.01422946
      0.19040488,      0.56429284
     -3.09882019,      5.89704298
     -0.49619888,      6.21363812
     -1.76085148,      1.97086395
     -1.15169094,      4.12439945
      3.71173787,      5.59043921
     -0.72569170,      0.31147947
      1.71332570,      3.95101169
     -1.37918020,      3.81348459
     -0.73338203,      1.48845428
     -3.86207478,      1.74637691
     -3.76912584,      0.42442827
      1.01821598,      6.12852263
     -2.44921631,      1.49965840
      2.25062026,      3.13782791
     -1.55469275,      4.32514438
      2.73729379,      3.33119775
     -2.13260769,      4.54972133
      2.17769604,      2.27851859
     -0.83722281,      5.56832104
      3.32139020,      0.80904221
     -1.04029069,      6.00794812
      3.10937089,      5.97108309
      0.61373985,      4.41294316
      4.14132412,      4.90003899
      0.26918645,      5.95545567
     -0.98726279,      3.04149739
      0.12676221,      0.51081065
     -3.05086630,      6.10015679
     -1.01378236,      0.67132593
     -3.09707426,      3.14603101
      2.45457653,      0.29932591
     -0.86387303,      0.29052285
     -2.96314540,      5.07737098
      0.76866728,      0.24897571
     -2.91934018,      0.59281652
      2.60160140,      1.10173474
      0.94394493,      5.67491290
      2.99571976,      2.71226536
      1.65175084,      3.94489657
     -1.32975543,      3.86680533
      1.77887216,      4.54850822
     -1.74622235,      3.11353691
      1.04502551,      1.53687317
     -3.63129321,      4.56285360
      2.23688727,      0.42178072
      3.27352347,      3.48162653
      0.03169480,      3.57437867
      3.87428002,      3.08397123
      0.44333655,      0.76978238
     -0.24797838,      1.83177983
     -3.80786517,      2.20964639
      0.31441939,      5.52637126
      1.21414023,      1.22764541
     -3.60394953,      4.92759471
      1.97345783,      0.72622319
     -3.58864235,      0.40394496
      0.50552513,      5.99990969
     -1.41992055,      2.59670486
     -0.92299189,      3.37242271
     -0.65245500,      1.60179813
     -3.90640384,      1.75138894
      0.82143909,      5.65480615
     -1.31939428,      2.86274608
      0.73992590,      1.31022134
     -3.42191281,      4.23913793
     -1.18232460,      4.75201366
      3.71382992,      1.37653127
     -2.12759413,      5.76633070
      3.44380570,      5.43153306
      0.34198498,      0.33060433
      0.54076247,      2.90774209
     -3.22649460,      1.92655675
     -1.48539907,      6.09972758
      3.25921265,      5.95055371
      0.79498621,      6.23585883
      2.79658960,      6.07722788
     -2.47300680,      4.12276974
      1.11856143,      0.94618779
     -3.46354877,      5.08976578
     -0.93055993,      6.02240952
      3.03638713,      5.85044966
     -1.54645348,      1.94634432
      1.37618037,      2.74017728
      0.08247366,      6.00298965
      2.66881709,      5.53029896
     -2.42713348,      3.16048164
     -1.88887356,      3.08978413
      1.22255157,      1.74914463
     -3.83364840,      5.39479102
      1.94121280,      0.47260806
     -3.52558088,      0.31184086
      0.35565627,      5.99550008
     -1.18495012,      2.81998004
     -1.92682364,      6.01972374
      3.43392996,      5.82913126
      0.09661206,      0.31528937
      0.63188588,      2.94316035
     -2.64943446,      3.68804553
      1.66812571,      1.59422655
      1.05382727,      0.36932481
     -3.21057296,      0.05675826
     -0.69582482,      6.28283017
     -2.48036049,      0.94261165
      2.48716275,      3.62007442
     -1.97757917,      4.05512628
      0.28269541,      0.27661722
      0.15624813,      2.22515947
     -3.78293587,      2.95088957
     -0.39727862,      5.55139950
      0.20048016,      4.40596748
      3.81196351,      4.02193682
     -0.30635454,      0.76759132
      0.36262931,      2.37286070
      1.81650159,      0.35691089
     -3.47597380,      0.21182597
      0.29969648,      6.01462961
     -1.16370700,      2.83659941
      0.59462950,      1.11346754
     -3.31872913,      4.44632354
      1.94564780,      1.02769119
      2.22645244,      1.70976567
      0.50576846,      6.13388220
      2.58545736,      5.47980987
     -2.47895842,      2.87248816
      1.90500632,      2.12839360
      0.30149008,      6.13556607
      2.37311228,      5.08605634
      2.94201818,      0.23320692
      0.22482566,      3.92285657
      4.04449224,      4.17901943
     -0.94621478,      0.77350921
      1.33829976,      3.37246202
     -0.72913033,      5.02304470
      3.39937845,      1.98927810
     -2.43599030,      4.81340409
     -0.43323183,      0.08193051
     -2.25011957,      1.36470061
      2.28892659,      3.56014109
     -1.78575590,      3.96357595
     -0.05529176,      0.18863289
     -2.39982471,      1.21627097
     -2.34303925,      1.29994825
      2.34211070,      3.51361912
     -1.82776839,      4.01454717
     -0.06017345,      0.17915741
     -2.36407028,      1.27468173
      2.34314131,      3.52125566
     -1.80905761,      4.00706289
     -1.82477251,      4.03329540
     -0.12171246,      0.17119321
     -2.34132949,      1.29951305
      2.33556393,      3.52325480
     -1.81303650,      4.00398143
     -0.09821736,      0.17386733
     -2.35874896,      1.26656978
     -2.34241856,      1.30817861
      2.33674444,      3.50691093
     -1.81828928,      4.01705561
     -0.10817071,      0.17259975
     -2.35054934,      1.28220833
      2.33813429,      3.53480943
     -1.80744189,      3.99544704
     -1.82275797,      4.02597789
     -0.10623204,      0.17338725
     -2.34665279,      1.29417604
      2.33740444,      3.52227918
     -1.81237634,      4.00512137
     -0.10806879,      0.17214367
     -2.35628447,      1.26677782
     -2.34228067,      1.30662692
      2.33644197,      3.50986035
     -1.81710909,      4.01464990
     -0.10733619,      0.17269297
     -2.35187974,      1.27930496
      2.33858654,      3.53701293
      2.33550117,      3.49755984
     -1.82187759,      4.02411725
     -0.10621550,      0.17329295
     -2.34753443,      1.29175912
      2.33758892,      3.52463942
     -1.81142179,      4.00330748
     -0.10849134,      0.17199967
     -0.10524015,      0.17386766
     -2.34311137,      1.30421943
      2.33661464,      3.51229939
     -1.81617840,      4.01277283
     -0.10744710,      0.17259181
     -2.35275595,      1.27684860
      2.33879785,      3.53940547
      2.33568319,      3.49996121
     -1.82094710,      4.02226716
     -0.10642916,      0.17317658
     -2.34838597,      1.28932989
      2.33778023,      3.52705402
     -1.81049271,      4.00145784
     -0.10868761,      0.17188525
     -0.10543214,      0.17375547
     -2.34397717,      1.30178874
      2.33680154,      3.51470904
     -1.81524887,      4.01092216
     -0.10764738,      0.17247697
     -2.35360455,      1.27440930
      2.33900090,      3.54181767
      2.33586208,      3.50236966
     -1.82001525,      4.02041157
     -0.10662687,      0.17306277
     -2.34924212,      1.28689475
      2.33797581,      3.52946530
     -1.80956528,      3.99961265
     -0.10889236,      0.17176911
     -1.82479154,      4.02992588
     -0.10562529,      0.17364289
     -2.34484101,      1.29935786
      2.33698958,      3.51711897
     -1.81431941,      4.00907227
     -0.10784900,      0.17236189
     -2.35445169,      1.27196892
     -2.34040198,      1.31179843
      2.33604243,      3.50477851
     -1.81908381,      4.01855677
     -0.10682465,      0.17294884
     -2.35009696,      1.28445867
      2.33817292,      3.53187666
     -1.80863825,      3.99776853
     -1.82385818,      4.02806621
     -0.10581935,      0.17353006
     -2.34570335,      1.29692615
      2.33717908,      3.51952916
     -1.81339033,      4.00722330
     -0.10805123,      0.17224661
     -2.35529736,      1.26952768
     -2.34127166,      1.30937115
      2.33622428,      3.50718758
     -1.81815275,      4.01670293
     -0.10702316,      0.17283469
     -2.35095032,      1.28202175
      2.33837150,      3.53428826
     -1.80771162,      3.99592535
     -1.82292520,      4.02620750
