omega,theta
     -0.10601414,      0.17341702
     -2.34656424,      1.29449359
      2.33737007,      3.52193958
     -1.81246165,      4.00537527
     -0.10825418,      0.17213111
     -2.35614151,      1.26708559
     -2.34213992,      1.30694300
      2.33640763,      3.50959686
     -1.81722207,      4.01485004
     -0.10722240,      0.17272032
     -2.35180219,      1.27958398
      2.33857156,      3.53670009
     -1.80678539,      3.99408312
      2.33548442,      3.49725989
     -1.82199259,      4.02434974
     -0.10620966,      0.17330377
     -2.34742366,      1.29206018
      2.33756255,      3.52435023
     -1.81153336,      4.00352819
     -0.10845785,      0.17201538
     -0.10521598,      0.17388155
     -2.34300675,      1.30451398
      2.33659248,      3.51200636
     -1.81629178,      4.01299810
     -0.10742236,      0.17260573
     -2.35265256,      1.27714536
      2.33877310,      3.53911216
      2.33566159,      3.49966828
     -1.82106035,      4.02249293
     -0.10640590,      0.17319030
     -2.34828163,      1.28962591
      2.33775651,      3.52676111
     -1.81060547,      4.00168206
     -0.10866225,      0.17189943
     -0.10540850,      0.17376917
     -2.34387214,      1.30208410
      2.33677882,      3.51441608
     -1.81536187,      4.01114712
     -0.10762305,      0.17249092
     -2.35350143,      1.27470590
      2.33897611,      3.54152447
      2.33584026,      3.50207689
     -1.82012849,      4.02063707
     -0.10660287,      0.17307661
     -2.34913812,      1.28719079
      2.33795196,      3.52917221
     -1.80967799,      3.99983687
     -0.10886738,      0.17178325
     -0.10560175,      0.17365659
     -2.34473610,      1.29965337
      2.33696665,      3.51682603
     -1.81443236,      4.00929708
     -0.10782447,      0.17237589
     -2.35434880,      1.27226559
     -2.34029618,      1.31209341
      2.33602043,      3.50448571
     -1.81919700,      4.01878217
     -0.10680057,      0.17296270
     -2.34999314,      1.28475482
      2.33814888,      3.53158355
     -1.80875090,      3.99799263
     -1.82397161,      4.02829220
     -0.10579572,      0.17354379
     -2.34559861,      1.29722177
      2.33715597,      3.51923620
     -1.81350324,      4.00744798
     -0.10802661,      0.17226064
     -2.35519465,      1.26982445
     -2.34116603,      1.30966623
      2.33620210,      3.50689475
     -1.81826590,      4.01692821
     -0.10699899,      0.17284858
     -2.35084667,      1.28231800
      2.33834728,      3.53399512
     -1.80782422,      3.99614934
     -1.82303858,      4.02643337
     -0.10599042,      0.17343078
     -2.34645968,      1.29478931
      2.33734678,      3.52164659
     -1.81257451,      4.00559984
     -0.10822947,      0.17214516
     -2.35603899,      1.26738247
     -2.34203446,      1.30723818
      2.33638527,      3.50930400
     -1.81733517,      4.01507521
     -0.10719814,      0.17273424
     -2.35169872,      1.27988033
      2.33854717,      3.53640693
     -1.80689795,      3.99430699
      2.33546299,      3.49696717
     -1.82210593,      4.02457550
     -0.10618585,      0.17331755
     -2.34731928,      1.29235600
      2.33753908,      3.52405721
     -1.81164617,      4.00375265
     -0.10843306,      0.17202946
     -0.10519263,      0.17389519
     -2.34290146,      1.30480927
      2.33656993,      3.51171348
     -1.81640483,      4.01322315
     -0.10739802,      0.17261967
     -2.35254928,      1.27744181
      2.33874852,      3.53881897
      2.33563997,      3.49937553
     -1.82117364,      4.02271857
     -0.10638201,      0.17320410
     -2.34817742,      1.28992184
      2.33773286,      3.52646806
     -1.81071824,      4.00190640
     -0.10863737,      0.17191353
     -0.10538506,      0.17378284
     -2.34376703,      1.30237950
      2.33675609,      3.51412317
     -1.81547488,      4.01137205
     -0.10759862,      0.17250489
     -2.35339833,      1.27500246
      2.33895135,      3.54123124
      2.33581846,      3.50178412
     -1.82024173,      4.02086260
     -0.10657889,      0.17309044
     -2.34903409,      1.28748682
      2.33792812,      3.52887914
     -1.80979070,      4.00006110
     -0.10884241,      0.17179738
     -0.10557822,      0.17367028
     -2.34463117,      1.29994886
      2.33694374,      3.51653309
     -1.81454532,      4.00952189
     -0.10779995,      0.17238988
     -2.35424588,      1.27256225
     -2.34019035,      1.31238837
      2.33599845,      3.50419291
     -1.81931020,      4.01900758
     -0.10677650,      0.17297656
     -2.34988929,      1.28505095
      2.33812487,      3.53129044
     -1.80886357,      3.99821674
     -1.82408504,      4.02851820
     -0.10577210,      0.17355751
     -2.34549385,      1.29751737
      2.33713288,      3.51894323
     -1.81361615,      4.00767269
     -0.10800200,      0.17227466
     -2.35509192,      1.27012121
     -2.34106037,      1.30996129
      2.33617994,      3.50660192
     -1.81837905,      4.01715351
     -0.10697484,      0.17286246
     -2.35074301,      1.28261423
      2.33832309,      3.53370199
     -1.80793684,      3.99637334
     -1.82315197,      4.02665926
     -0.10596672,      0.17344452
     -2.34635509,      1.29508502
      2.33732351,      3.52135360
     -1.81268737,      4.00582443
     -0.10820477,      0.17215921
     -2.35593644,      1.26767933
     -2.34192898,      1.30753335
      2.33636292,      3.50901115
     -1.81744828,      4.01530039
     -0.10717390,      0.17274815
     -2.35159524,      1.28017667
      2.33852279,      3.53611376
     -1.80701052,      3.99453087
     -1.82221927,      4.02480127
     -0.10616206,      0.17333132
     -2.34721487,      1.29265181
      2.33751562,      3.52376419
     -1.81175899,      4.00397712
     -0.10840827,      0.17204353
     -0.10516929,      0.17390883
     -2.34279615,      1.30510455
      2.33654741,      3.51142060
     -1.81651789,      4.01344822
     -0.10737369,      0.17263361
     -2.35244597,      1.27773826
      2.33872397,      3.53852577
      2.33561838,      3.49908279
     -1.82128694,      4.02294423
     -0.10635813,      0.17321790
     -2.34807319,      1.29021775
      2.33770922,      3.52617501
     -1.81083100,      4.00213076
     -0.10861250,      0.17192764
     -0.10536163,      0.17379651
     -2.34366190,      1.30267488
      2.33673338,      3.51383027
     -1.81558790,      4.01159700
     -0.10757420,      0.17251885
     -2.35329521,      1.27529900
      2.33892662,      3.54093802
      2.33579669,      3.50149135
     -1.82035498,      4.02108814
     -0.10655492,      0.17310427
     -2.34893005,      1.28778284
      2.33790431,      3.52858606
     -1.80990342,      4.00028534
     -0.10881745,      0.17181151
     -0.10555470,      0.17368398
     -2.34452621,      1.30024435
      2.33692085,      3.51624016
     -1.81465829,      4.00974673
     -0.10777544,      0.17240388
     -2.35414294,      1.27285890
      2.33913074,      3.54335051
     -2.34008450,      1.31268332
      2.33597649,      3.50390011
     -1.81942341,      4.01923300
     -0.10675244,      0.17299041
     -2.34978542,      1.28534707
      2.33810087,      3.53099734
     -1.80897624,      3.99844087
     -1.82419848,      4.02874422
     -0.10574850,      0.17357123
     -2.34538907,      1.29781296
      2.33710981,      3.51865027
     -1.81372907,      4.00789741
     -0.10797740,      0.17228867
     -2.35498917,      1.27041796
     -2.34095470,      1.31025635
      2.33615780,      3.50630910
     -1.81849221,      4.01737882
     -0.10695069,      0.17287634
     -2.35063932,      1.28291046
      2.33829892,      3.53340886
     -1.80804946,      3.99659735
     -1.82326537,      4.02688516
     -0.10594302,      0.17345827
     -2.34625049,      1.29538071
      2.33730026,      3.52106061
     -1.81280024,      4.00604903
     -0.10818009,      0.17217325
     -2.35583387,      1.26797618
     -2.34182348,      1.30782851
      2.33634060,      3.50871830
     -1.81756139,      4.01552558
     -0.10714966,      0.17276205
     -2.35149173,      1.28047300
      2.33849844,      3.53582060
     -1.80712309,      3.99475477
     -1.82233262,      4.02502705
     -0.10613828,      0.17334509
     -2.34711045,      1.29294761
      2.33749219,      3.52347118
     -1.81187181,      4.00420161
     -0.10838350,      0.17205761
     -0.10514596,      0.17392247
     -2.34269083,      1.30539981
      2.33652490,      3.51112772
     -1.81663096,      4.01367330
     -0.10734936,      0.17264754
     -2.35234265,      1.27803469
      2.33869944,      3.53823259
      2.33559681,      3.49879005
     -1.82140024,      4.02316990
     -0.10633426,      0.17323170
     -2.34796894,      1.29051365
      2.33768561,      3.52588197
     -1.81094378,      4.00235513
     -0.10858764,      0.17194173
     -0.10533821,      0.17381017
     -2.34355675,      1.30297025
      2.33671070,      3.51353737
     -1.81570091,      4.01182196
     -0.10754979,      0.17253281
     -2.35319207,      1.27559553
      2.33890191,      3.54064480
      2.33577493,      3.50119858
     -1.82046824,      4.02131369
     -0.10653096,      0.17311809
     -2.34882597,      1.28807884
      2.33788052,      3.52829299
     -1.81001614,      4.00050960
     -0.10879250,      0.17182564
     -0.10553120,      0.17369767
     -2.34442123,      1.30053982
      2.33689798,      3.51594723
     -1.81477126,      4.00997157
     -0.10775094,      0.17241786
     -2.35403998,      1.27315554
      2.33910585,      3.54305726
     -2.33997864,      1.31297825
      2.33595456,      3.50360732
     -1.81953662,      4.01945844
     -0.10672840,      0.17300427
     -2.34968153,      1.28564318
      2.33807690,      3.53070424
     -1.80908891,      3.99866501
     -1.82431193,      4.02897025
     -0.10572490,      0.17358495
     -2.34528427,      1.29810854
      2.33708676,      3.51835731
     -1.81384199,      4.00812214
     -0.10795281,      0.17230269
     -2.35488639,      1.27071470
     -2.34084900,      1.31055139
      2.33613568,      3.50601628
     -1.81860537,      4.01760414
     -0.10692656,      0.17289022
     -2.35053561,      1.28320667
      2.33827477,      3.53311573
     -1.80816209,      3.99682137
     -1.82337876,      4.02711107
     -0.10591934,      0.17347201
     -2.34614586,      1.29567640
      2.33727703,      3.52076763
     -1.81291312,      4.00627365
     -0.10815541,      0.17218729
     -2.35573128,      1.26827302
     -2.34171795,      1.30812366
      2.33631830,      3.50842546
     -1.81767451,      4.01575079
     -0.10712544,      0.17277596
     -2.35138820,      1.28076931
      2.33847411,      3.53552745
     -1.80723567,      3.99497868
     -1.82244597,      4.02525285
     -0.10611451,      0.17335886
     -2.34700600,      1.29324340
      2.33746878,      3.52317816
     -1.81198464,      4.00442611
     -0.10835874,      0.17207167
     -2.35657465,      1.26583051
     -0.10512264,      0.17393610
     -2.34258548,      1.30569506
      2.33650242,      3.51083485
     -1.81674403,      4.01389839
     -0.10732505,      0.17266147
     -2.35223930,      1.27833110
      2.33867493,      3.53793940
      2.33557526,      3.49849731
     -1.82151355,      4.02339558
     -0.10631040,      0.17324549
     -2.34786467,      1.29080954
      2.33766202,      3.52558893
     -1.81105656,      4.00257951
     -0.10856279,      0.17195583
     -0.10531481,      0.17382383
     -2.34345157,      1.30326560
      2.33668803,      3.51324447
     -1.81581394,      4.01204694
     -0.10752539,      0.17254677
     -2.35308890,      1.27589205
      2.33887722,      3.54035159
      2.33575320,      3.50090581
     -1.82058150,      4.02153926
     -0.10650702,      0.17313191
     -2.34872188,      1.28837484
      2.33785675,      3.52799992
     -1.81012888,      4.00073387
     -0.10876756,      0.17183976
     -0.10550770,      0.17371135
     -2.34431623,      1.30083528
      2.33687514,      3.51565430
     -1.81488423,      4.01019643
     -0.10772645,      0.17243185
     -2.35393700,      1.27345216
      2.33908099,      3.54276402
      2.33593264,      3.50331453
     -1.81964984,      4.01968389
     -0.10670436,      0.17301811
     -2.34957762,      1.28593928
      2.33805295,      3.53041115
     -1.80920160,      3.99888917
     -1.82442538,      4.02919630
     -0.10570132,      0.17359866
     -2.34517945,      1.29840410
      2.33706374,      3.51806436
     -1.81395492,      4.00834688
     -0.10792824,      0.17231670
     -2.35478359,      1.27101142
     -2.34074329,      1.31084642
      2.33611359,      3.50572346
     -1.81871854,      4.01782947
     -0.10690243,      0.17290409
     -2.35043188,      1.28350287
      2.33825064,      3.53282260
     -1.80827472,      3.99704542
     -1.82349217,      4.02733700
     -0.10589567,      0.17348575
     -2.34604121,      1.29597206
      2.33725382,      3.52047464
     -1.81302600,      4.00649828
     -0.10813075,      0.17220133
     -2.35562867,      1.26856985
     -2.34161241,      1.30841879
      2.33629603,      3.50813261
     -1.81778764,      4.01597601
     -0.10710123,      0.17278986
     -2.35128465,      1.28106561
      2.33844980,      3.53523429
     -1.80734825,      3.99520261
     -1.82255933,      4.02547866
     -0.10609074,      0.17337263
     -2.34690153,      1.29353917
      2.33744540,      3.52288515
     -1.81209747,      4.00465062
     -0.10833398,      0.17208574
     -2.35647222,      1.26612743
     -0.10509933,      0.17394973
     -2.34248011,      1.30599030
      2.33647996,      3.51054198
     -1.81685711,      4.01412349
     -0.10730075,      0.17267540
     -2.35213593,      1.27862751
      2.33865044,      3.53764622
      2.33555374,      3.49820457
     -1.82162687,      4.02362128
     -0.10628655,      0.17325929
     -2.34776038,      1.29110542
      2.33763846,      3.52529589
     -1.81116934,      4.00280391
     -0.10853795,      0.17196992
     -0.10529141,      0.17383749
     -2.34334638,      1.30356095
      2.33666539,      3.51295157
     -1.81592697,      4.01227193
     -0.10750100,      0.17256072
     -2.35298572,      1.27618856
      2.33885255,      3.54005838
      2.33573149,      3.50061305
     -1.82069477,      4.02176484
     -0.10648308,      0.17314573
     -2.34861777,      1.28867082
      2.33783300,      3.52770686
     -1.81024161,      4.00095815
     -0.10874263,      0.17185388
     -0.10548421,      0.17372504
     -2.34421121,      1.30113073
      2.33685232,      3.51536138
     -1.81499722,      4.01042131
     -0.10770197,      0.17244583
     -2.35383400,      1.27374877
      2.33905614,      3.54247078
      2.33591075,      3.50302174
     -1.81976306,      4.01990936
     -0.10668033,      0.17303196
     -2.34947368,      1.28623536
      2.33802902,      3.53011805
     -1.80931428,      3.99911334
     -1.82453883,      4.02942236
     -0.10567775,      0.17361237
     -2.34507460,      1.29869965
      2.33704073,      3.51777141
     -1.81406786,      4.00857164
     -0.10790367,      0.17233071
     -2.35468077,      1.27130814
     -2.34063755,      1.31114143
      2.33609151,      3.50543065
     -1.81883172,      4.01805482
     -0.10687832,      0.17291796
     -2.35032812,      1.28379906
      2.33822653,      3.53252948
     -1.80838736,      3.99726947
     -1.82360558,      4.02756295
     -0.10587201,      0.17349948
     -2.34593655,      1.29626772
      2.33723064,      3.52018167
     -1.81313889,      4.00672292
     -0.10810610,      0.17221537
     -2.35552603,      1.26886666
     -2.34150685,      1.30871391
      2.33627377,      3.50783977
     -1.81790077,      4.01620124
     -0.10707703,      0.17280375
     -2.35118108,      1.28136190
      2.33842551,      3.53494114
     -1.80746084,      3.99542655
     -1.82267270,      4.02570449
     -0.10606699,      0.17338639
     -2.34679704,      1.29383493
      2.33742203,      3.52259215
     -1.81221031,      4.00487515
     -0.10830924,      0.17209980
     -2.35636977,      1.26642435
     -0.10507604,      0.17396336
     -2.34237472,      1.30628552
      2.33645752,      3.51024911
     -1.81697019,      4.01434861
     -0.10727646,      0.17268933
     -2.35203254,      1.27892390
      2.33862597,      3.53735304
      2.33553223,      3.49791184
     -1.82174019,      4.02384699
     -0.10626271,      0.17327307
     -2.34765607,      1.29140128
      2.33761491,      3.52500286
     -1.81128213,      4.00302833
     -0.10851312,      0.17198401
     -0.10526802,      0.17385115
     -2.34324116,      1.30385628
      2.33664277,      3.51265868
     -1.81604001,      4.01249693
     -0.10747662,      0.17257468
     -2.35288251,      1.27648506
      2.33882791,      3.53976517
      2.33570981,      3.50032029
     -1.82080805,      4.02199044
     -0.10645915,      0.17315954
     -2.34851363,      1.28896678
      2.33780927,      3.52741380
     -1.81035436,      4.00118245
     -0.10871771,      0.17186800
     -0.10546074,      0.17373872
     -2.34410617,      1.30142616
      2.33682952,      3.51506846
     -1.81511021,      4.01064620
     -0.10767751,      0.17245980
     -2.35373097,      1.27404537
      2.33903132,      3.54217754
      2.33588888,      3.50272896
     -1.81987629,      4.02013484
     -0.10665632,      0.17304580
     -2.34936973,      1.28653143
      2.33800512,      3.52982496
     -1.80942698,      3.99933752
     -0.10892303,      0.17175176
     -1.82465229,      4.02964843
     -0.10565418,      0.17362607
     -2.34496973,      1.29899519
      2.33701775,      3.51747846
     -1.81418080,      4.00879642
     -0.10787912,      0.17234471
     -2.35457793,      1.27160484
     -2.34053179,      1.31143643
      2.33606946,      3.50513784
     -1.81894490,      4.01828019
     -0.10685421,      0.17293183
     -2.35022435,      1.28409523
      2.33820244,      3.53223636
     -1.80850000,      3.99749354
     -1.82371900,      4.02778890
     -0.10584836,      0.17351322
     -2.34583185,      1.29656336
      2.33720748,      3.51988869
     -1.81325178,      4.00694758
     -0.10808145,      0.17222940
     -2.35542337,      1.26916346
     -2.34140126,      1.30900902
      2.33625154,      3.50754694
     -1.81801390,      4.01642649
     -0.10705283,      0.17281765
     -2.35107748,      1.28165818
      2.33840125,      3.53464800
     -1.80757343,      3.99565050
     -1.82278607,      4.02593033
     -0.10604326,      0.17340015
     -2.34669252,      1.29413068
      2.33739869,      3.52229915
     -1.81232316,      4.00509969
     -0.10828451,      0.17211386
     -2.35626729,      1.26672125
     -2.34226930,      1.30658074
      2.33643511,      3.50995625
     -1.81708328,      4.01457375
     -0.10725218,      0.17270325
     -2.35192912,      1.27922028
      2.33860153,      3.53705987
      2.33551075,      3.49761911
     -1.82185351,      4.02407271
     -0.10623888,      0.17328686
     -2.34755173,      1.29169713
      2.33759139,      3.52470983
     -1.81139493,      4.00325276
     -0.10848830,      0.17199810
     -0.10524465,      0.17386480
     -2.34313592,      1.30415159
      2.33662018,      3.51236579
     -1.81615305,      4.01272195
     -0.10745225,      0.17258862
     -2.35277927,      1.27678154
      2.33880329,      3.53947197
      2.33568814,      3.50002754
     -1.82092133,      4.02221605
     -0.10643524,      0.17317335
     -2.34840948,      1.28926274
      2.33778557,      3.52712074
     -1.81046710,      4.00140676
     -0.10869280,      0.17188211
     -0.10543728,      0.17375239
     -2.34400110,      1.30172159
      2.33680674,      3.51477554
     -1.81522320,      4.01087110
     -0.10765305,      0.17247378
     -2.35362792,      1.27434195
      2.33900651,      3.54188431
      2.33586704,      3.50243618
     -1.81998952,      4.02036033
     -0.10663231,      0.17305963
     -2.34926575,      1.28682749
      2.33798124,      3.52953188
     -1.80953968,      3.99956172
     -0.10889804,      0.17176590
     -1.82476576,      4.02987452
     -0.10563063,      0.17363978
     -2.34486485,      1.29929072
      2.33699479,      3.51718552
     -1.81429375,      4.00902120
     -0.10785457,      0.17235871
     -2.35447506,      1.27190152
     -2.34042601,      1.31173142
      2.33604743,      3.50484503
     -1.81905809,      4.01850557
     -0.10683012,      0.17294570
     -2.35012055,      1.28439139
      2.33817838,      3.53194325
     -1.80861265,      3.99771762
     -1.82383242,      4.02801488
     -0.10582472,      0.17352695
     -2.34572714,      1.29685899
      2.33718434,      3.51959572
     -1.81336468,      4.00717225
     -0.10805682,      0.17224343
     -2.35532069,      1.26946025
     -2.34129565,      1.30930411
      2.33622933,      3.50725410
     -1.81812704,      4.01665176
     -0.10702865,      0.17283154
     -2.35097386,      1.28195444
      2.33837701,      3.53435485
     -1.80768603,      3.99587447
     -1.82289944,      4.02615619
     -0.10601953,      0.17341390
     -2.34658799,      1.29442641
      2.33737537,      3.52200615
     -1.81243601,      4.00532425
     -0.10825979,      0.17212792
     -2.35616480,      1.26701815
     -2.34216387,      1.30687594
      2.33641272,      3.50966339
     -1.81719638,      4.01479889
     -0.10722791,      0.17271716
     -2.35182569,      1.27951665
      2.33857711,      3.53676669
      2.33548929,      3.49732639
     -1.82196684,      4.02429845
     -0.10621506,      0.17330064
     -2.34744737,      1.29199297
      2.33756789,      3.52441680
     -1.81150773,      4.00347720
     -0.10846349,      0.17201218
     -0.10522129,      0.17387845
     -2.34303066,      1.30444690
      2.33659760,      3.51207290
     -1.81626610,      4.01294698
     -0.10742790,      0.17260257
     -2.35267602,      1.27707801
      2.33877868,      3.53917877
      2.33566650,      3.49973479
     -1.82103461,      4.02244167
     -0.10641133,      0.17318716
     -2.34830530,      1.28955868
      2.33776189,      3.52682768
     -1.81057986,      4.00163109
     -0.10866791,      0.17189622
     -0.10541383,      0.17376607
     -2.34389602,      1.30201700
      2.33678398,      3.51448263
     -1.81533620,      4.01109602
     -0.10762860,      0.17248775
     -2.35352485,      1.27463852
      2.33898173,      3.54159108
      2.33584521,      3.50214340
     -1.82010276,      4.02058584
     -0.10660832,      0.17307347
     -2.34916175,      1.28712354
      2.33795737,      3.52923880
     -1.80965238,      3.99978593
     -0.10887305,      0.17178004
     -0.10560709,      0.17365348
     -2.34475994,      1.29958623
      2.33697186,      3.51689258
     -1.81440670,      4.00924600
     -0.10783004,      0.17237271
     -2.35437217,      1.27219820
     -2.34032022,      1.31202640
      2.33602543,      3.50455223
     -1.81917128,      4.01873096
     -0.10680604,      0.17295956
     -2.35001673,      1.28468754
      2.33815434,      3.53165014
     -1.80872531,      3.99794172
     -1.82394584,      4.02824086
     -0.10580109,      0.17354067
     -2.34562241,      1.29715461
      2.33716122,      3.51930275
     -1.81347759,      4.00739694
     -0.10803220,      0.17225745
     -2.35521799,      1.26975703
     -2.34119003,      1.30959919
      2.33620714,      3.50696127
     -1.81824019,      4.01687703
     -0.10700448,      0.17284543
     -2.35087022,      1.28225070
      2.33835278,      3.53406172
     -1.80779864,      3.99609845
     -1.82301282,      4.02638206
     -0.10599581,      0.17342765
     -2.34648343,      1.29472213
      2.33735207,      3.52171315
     -1.81254887,      4.00554882
     -0.10823508,      0.17214197
     -2.35606228,      1.26731502
     -2.34205842,      1.30717112
      2.33639035,      3.50937054
     -1.81730948,      4.01502405
     -0.10720365,      0.17273108
     -2.35172223,      1.27981300
      2.33855271,      3.53647353
     -1.80687238,      3.99425613
      2.33546786,      3.49703367
     -1.82208018,      4.02452421
     -0.10619126,      0.17331442
     -2.34734300,      1.29228880
      2.33754441,      3.52412378
     -1.81162054,      4.00370165
     -0.10843869,      0.17202626
     -0.10519793,      0.17389209
     -2.34292538,      1.30474219
      2.33657505,      3.51178002
     -1.81637915,      4.01317203
     -0.10740355,      0.17261651
     -2.35257274,      1.27737447
      2.33875410,      3.53888557
      2.33564488,      3.49944204
     -1.82114790,      4.02266731
     -0.10638744,      0.17320097
     -2.34820110,      1.28985461
      2.33773823,      3.52653463
     -1.81069262,      4.00185543
     -0.10864302,      0.17191033
     -0.10539038,      0.17377974
     -2.34379091,      1.30231239
      2.33676125,      3.51418972
     -1.81544921,      4.01132095
     -0.10760417,      0.17250172
     -2.35342176,      1.27493508
      2.33895697,      3.54129786
      2.33582341,      3.50185063
     -1.82021600,      4.02081136
     -0.10658434,      0.17308730
     -2.34905773,      1.28741957
      2.33793353,      3.52894572
     -1.80976509,      4.00001016
     -0.10884808,      0.17179417
     -0.10558356,      0.17366717
     -2.34465501,      1.29988173
      2.33694894,      3.51659964
     -1.81451966,      4.00947082
     -0.10780552,      0.17238671
     -2.35426926,      1.27249486
     -2.34021439,      1.31232136
      2.33600344,      3.50425943
     -1.81928448,      4.01895637
     -0.10678197,      0.17297341
     -2.34991288,      1.28498368
      2.33813032,      3.53135703
     -1.80883797,      3.99816583
     -1.82405927,      4.02846686
     -0.10577747,      0.17355439
     -2.34551765,      1.29745022
      2.33713812,      3.51900979
     -1.81359050,      4.00762164
     -0.10800759,      0.17227147
     -2.35511526,      1.27005380
     -2.34108438,      1.30989426
      2.33618497,      3.50666845
     -1.81835334,      4.01710232
     -0.10698032,      0.17285931
     -2.35076656,      1.28254694
      2.33832858,      3.53376858
     -1.80791126,      3.99632245
     -1.82312621,      4.02660794
     -0.10597210,      0.17344140
     -2.34637885,      1.29501784
      2.33732879,      3.52142016
     -1.81266173,      4.00577341
     -0.10821038,      0.17215602
     -2.35595974,      1.26761189
     -2.34195294,      1.30746630
      2.33636800,      3.50907768
     -1.81742258,      4.01524923
     -0.10717941,      0.17274499
     -2.35161875,      1.28010935
      2.33852833,      3.53618036
     -1.80698494,      3.99448001
      2.33544644,      3.49674095
     -1.82219352,      4.02474997
     -0.10616746,      0.17332819
     -2.34723859,      1.29258461
      2.33752095,      3.52383076
     -1.81173336,      4.00392612
     -0.10841390,      0.17204034
     -0.10517459,      0.17390573
     -2.34282008,      1.30503747
      2.33655252,      3.51148714
     -1.81649221,      4.01339709
     -0.10737921,      0.17263044
     -2.35246944,      1.27767091
      2.33872955,      3.53859238
      2.33562329,      3.49914929
     -1.82126120,      4.02289296
     -0.10636355,      0.17321477
     -2.34809687,      1.29015053
      2.33771459,      3.52624158
     -1.81080539,      4.00207979
     -0.10861815,      0.17192443
     -0.10536695,      0.17379341
     -2.34368579,      1.30260778
      2.33673854,      3.51389681
     -1.81556222,      4.01154589
     -0.10757975,      0.17251568
     -2.35331864,      1.27523163
      2.33893224,      3.54100464
      2.33580163,      3.50155786
     -1.82032926,      4.02103690
     -0.10656037,      0.17310113
     -2.34895368,      1.28771559
      2.33790972,      3.52865264
     -1.80987781,      4.00023440
     -0.10882312,      0.17180830
     -0.10556004,      0.17368087
     -2.34455005,      1.30017722
      2.33692605,      3.51630671
     -1.81463262,      4.00969565
     -0.10778100,      0.17240070
     -2.35416633,      1.27279151
      2.33913640,      3.54341713
     -2.34010855,      1.31261631
      2.33598148,      3.50396663
     -1.81939769,      4.01918179
     -0.10675791,      0.17298727
     -2.34980902,      1.28527980
      2.33810632,      3.53106393
     -1.80895064,      3.99838995
     -1.82417271,      4.02869287
     -0.10575386,      0.17356811
     -2.34541288,      1.29774581
      2.33711505,      3.51871683
     -1.81370341,      4.00784635
     -0.10798299,      0.17228549
     -2.35501251,      1.27035055
     -2.34097871,      1.31018932
      2.33616283,      3.50637562
     -1.81846650,      4.01732763
     -0.10695618,      0.17287319
     -2.35066288,      1.28284316
      2.33830441,      3.53347545
     -1.80802387,      3.99654646
     -1.82323960,      4.02683384
     -0.10594841,      0.17345515
     -2.34627425,      1.29531354
      2.33730554,      3.52112717
     -1.81277460,      4.00599801
     -0.10818570,      0.17217006
     -2.35585717,      1.26790875
     -2.34184745,      1.30776146
      2.33634567,      3.50878483
     -1.81753570,      4.01547442
     -0.10715517,      0.17275889
     -2.35151525,      1.28040568
      2.33850397,      3.53588720
     -1.80709751,      3.99470390
     -1.82230687,      4.02497576
     -0.10614368,      0.17334196
     -2.34713417,      1.29288041
      2.33749751,      3.52353774
     -1.81184618,      4.00415061
     -0.10838913,      0.17205441
     -0.10515126,      0.17391937
     -2.34271476,      1.30533273
      2.33653001,      3.51119426
     -1.81660527,      4.01362216
     -0.10735489,      0.17264438
     -2.35236612,      1.27796734
      2.33870501,      3.53829919
      2.33560171,      3.49885655
     -1.82137450,      4.02311863
     -0.10633968,      0.17322857
     -2.34799263,      1.29044643
      2.33769097,      3.52594854
     -1.81091816,      4.00230416
     -0.10859328,      0.17193853
     -0.10534353,      0.17380707
     -2.34358064,      1.30290315
      2.33671585,      3.51360391
     -1.81567524,      4.01177085
     -0.10755533,      0.17252964
     -2.35321550,      1.27552817
      2.33890752,      3.54071142
      2.33577987,      3.50126509
     -1.82044251,      4.02126245
     -0.10653641,      0.17311495
     -2.34884962,      1.28801160
      2.33788592,      3.52835957
     -1.80999054,      4.00045865
     -0.10879816,      0.17182243
     -0.10553653,      0.17369456
     -2.34444508,      1.30047270
      2.33690318,      3.51601378
     -1.81474559,      4.00992049
     -0.10775650,      0.17241469
     -2.35406338,      1.27308815
      2.33911151,      3.54312388
     -2.34000269,      1.31291125
      2.33595954,      3.50367384
     -1.81951090,      4.01940722
     -0.10673386,      0.17300112
     -2.34970514,      1.28557591
      2.33808235,      3.53077083
     -1.80906332,      3.99861409
     -1.82428616,      4.02891890
     -0.10573026,      0.17358183
     -2.34530808,      1.29804139
      2.33709200,      3.51842387
     -1.81381634,      4.00807108
     -0.10795840,      0.17229951
     -2.35490974,      1.27064729
     -2.34087302,      1.31048436
      2.33614070,      3.50608280
     -1.81857966,      4.01755295
     -0.10693204,      0.17288707
     -2.35055917,      1.28313938
      2.33828025,      3.53318232
     -1.80813650,      3.99677048
     -1.82335300,      4.02705975
     -0.10592472,      0.17346889
     -2.34616963,      1.29560922
      2.33728230,      3.52083419
     -1.81288747,      4.00622262
     -0.10816102,      0.17218410
     -2.35575459,      1.26820559
     -2.34174193,      1.30805661
      2.33632337,      3.50849198
     -1.81764881,      4.01569962
     -0.10713094,      0.17277280
     -2.35141172,      1.28070199
      2.33847963,      3.53559404
     -1.80721009,      3.99492781
     -1.82242022,      4.02520155
     -0.10611990,      0.17335573
     -2.34702973,      1.29317620
      2.33747410,      3.52324473
     -1.81195901,      4.00437510
     -0.10836436,      0.17206848
     -0.10512794,      0.17393301
     -2.34260941,      1.30562799
